time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1733237669281000000,1.004,0.9100000262260437,unplugged,false
1733237670281000000,2.004,0.9100000262260437,unplugged,false
1733237671285000000,3.008,0.9100000262260437,unplugged,false
1733237672283000000,4.006,0.9100000262260437,unplugged,false
