time,seconds_elapsed,brightness
1733231804737000000,1.009,0.5
1733231805739000000,2.011,0.5
1733231806740000000,3.012,0.5
1733231807737000000,4.009,0.5
1733231808739000000,5.011,0.5
1733231809741000000,6.013,0.5
