time,seconds_elapsed,magneticBearing
1733231803930924800,0.2029248046875,232.20914977348795
1733231803940582700,0.212582763671875,232.20914977348795
1733231803950732300,0.222732177734375,226.92044159110208
1733231803960716300,0.23271630859375,224.58631964143524
1733231803970677500,0.242677490234375,223.61248465793835
1733231803980675600,0.252675537109375,224.22051257912406
1733231803990824200,0.26282421875,222.41049745508676
1733231804000712200,0.272712158203125,222.2282453744725
1733231804010666500,0.28266650390625,222.45310147807658
1733231804020649200,0.292649169921875,222.57524258558172
1733231804030725600,0.3027255859375,221.82017017683177
1733231804040701000,0.312700927734375,222.38045194999214
1733231804050665700,0.322665771484375,222.7542560357297
1733231804060745500,0.332745361328125,220.8150838748816
1733231804070717400,0.342717529296875,221.91853675342395
1733231804080676000,0.352676025390625,222.20275654657104
1733231804090764000,0.362763916015625,222.40584947831738
1733231804100671700,0.372671630859375,222.5831041575978
1733231804110720500,0.382720458984375,221.42937340142367
1733231804120683300,0.392683349609375,222.49432717886174
1733231804130809300,0.402809326171875,221.93847577349527
1733231804140758500,0.412758544921875,222.04541780554806
1733231804150698500,0.422698486328125,221.96790539860132
1733231804160673500,0.432673583984375,221.4179388321439
1733231804170669800,0.442669921875,222.04541780554806
1733231804180652500,0.452652587890625,222.05490301575603
1733231804190703000,0.462703125,222.2297842027998
1733231804200687000,0.47268701171875,221.88119723802413
1733231804210802700,0.482802734375,222.2297842027998
1733231804220729900,0.492729736328125,222.51044646705452
1733231804230780400,0.502780517578125,222.4225096108868
1733231804240704000,0.5127041015625,221.82520065944124
1733231804250730000,0.52272998046875,221.9108440639304
1733231804260667000,0.5326669921875,221.9108440639304
1733231804270731300,0.542731201171875,221.99677366574704
1733231804280713700,0.552713623046875,222.0829938078387
1733231804290717400,0.562717529296875,222.0829938078387
1733231804300709000,0.572709228515625,222.16949896262585
1733231804310733600,0.582733642578125,222.25629678220554
1733231804320702500,0.592702392578125,222.34338169844267
1733231804330728400,0.602728515625,222.52635799373843
1733231804340824000,0.612823974609375,222.614055605383
1733231804350698500,0.622698486328125,222.614055605383
1733231804360796200,0.632796142578125,222.70204263548877
1733231804370743000,0.642742919921875,222.88570738660712
1733231804380682200,0.65268212890625,222.97430494479696
1733231804390709000,0.662708984375,223.06319757577208
1733231804400726000,0.67272607421875,223.1523897340054
1733231804410727700,0.682727783203125,223.42684347710878
1733231804420702500,0.692702392578125,223.51694509654592
1733231804430741800,0.70274169921875,223.6073461532703
1733231804440716500,0.712716552734375,223.6980476901128
1733231804450756400,0.72275634765625,223.78905075082417
1733231804460742100,0.7327421875,223.97196387292757
1733231804470794800,0.742794677734375,224.06387777031125
1733231804480693200,0.752693359375,224.1560973746497
1733231804490721500,0.762721435546875,224.2486237334625
1733231804500830200,0.772830322265625,224.43459912792414
1733231804510716700,0.782716552734375,224.5280520348594
1733231804520717600,0.792717529296875,224.6218158915253
1733231804530734600,0.802734619140625,224.71589174773175
1733231804540736500,0.812736572265625,224.9049818499732
1733231804550724900,0.822724853515625,225
1733231804560725800,0.832725830078125,225.0953343508148
1733231804570740700,0.84274072265625,225.28695402317217
1733231804580730000,0.852730224609375,225.383243272822
1733231804590744600,0.86274462890625,225.47985292448118
1733231804600831500,0.87283154296875,225.5787259372429
1733231804610739500,0.882739501953125,225.67630888018596
1733231804620816100,0.892816162109375,225.77421941668752
1733231804630725000,0.90272509765625,225.97102193107918
1733231804640694800,0.91269482421875,226.06991602499596
1733231804650747000,0.922746826171875,226.07355866108202
1733231804660683800,0.932683837890625,226.27302927319116
1733231804670746000,0.94274609375,226.37326557073368
1733231804680725200,0.952725341796875,226.47383728248366
1733231804690747600,0.96274755859375,226.57474354408262
1733231804700722000,0.972721923828125,226.67598926714038
1733231804710872000,0.9828720703125,226.77757359119192
1733231804720817700,0.992817626953125,226.7837222518887
1733231804730720000,1.002719970703125,226.88600945657902
1733231804740818000,1.01281787109375,226.88600945657902
1733231804750725000,1.02272509765625,226.98863777751615
1733231804760774700,1.032774658203125,227.09161219674536
1733231804770828300,1.042828369140625,227.19493182534993
1733231804780825000,1.0528251953125,227.3942474022726
1733231804790854700,1.062854736328125,227.3942474022726
1733231804800684800,1.072684814453125,227.49823150400496
1733231804810745300,1.082745361328125,227.5069705987302
1733231804820696600,1.092696533203125,227.5069705987302
1733231804830721300,1.10272119140625,227.61168167327966
1733231804840726300,1.112726318359375,227.71674325431772
1733231804850733300,1.1227333984375,227.71674325431772
1733231804860728300,1.132728271484375,227.82215639464246
1733231804870750200,1.142750244140625,227.82215639464246
1733231804880823000,1.152822998046875,227.82215639464246
1733231804890847000,1.162846923828125,227.82215639464246
1733231804900757800,1.1727578125,227.82215639464246
1733231804910847000,1.182846923828125,227.82215639464246
1733231804920710000,1.1927099609375,227.82215639464246
1733231804930742800,1.20274267578125,227.82215639464246
1733231804940742100,1.2127421875,227.82215639464246
1733231804950873900,1.222873779296875,227.82215639464246
1733231804960727800,1.232727783203125,227.82215639464246
1733231804970750200,1.242750244140625,227.82215639464246
1733231804980773600,1.252773681640625,227.82215639464246
1733231804990754600,1.262754638671875,227.82215639464246
1733231805000729000,1.27272900390625,227.9279221445896
1733231805010725000,1.28272509765625,227.9279221445896
1733231805020723200,1.29272314453125,227.9279221445896
1733231805030732500,1.302732666015625,227.9279221445896
1733231805040718800,1.31271875,227.9279221445896
1733231805050816000,1.32281591796875,227.93826635222067
1733231805060789000,1.3327890625,227.93826635222067
1733231805070821000,1.342821044921875,227.93826635222067
1733231805080812800,1.352812744140625,227.93826635222067
