time,seconds_elapsed,dBFS
1733231803790000000,0.062000244140625,-160
1733231803916000000,0.188,-160
1733231804019000000,0.291,-160
1733231804139000000,0.411,-160
1733231804254000000,0.526000244140625,-47
1733231804371000000,0.643,-43
1733231804490000000,0.761999755859375,-25
1733231804608000000,0.88,-24
1733231804724000000,0.996,-28
1733231804839000000,1.111,-44
1733231804960000000,1.232,-39
1733231805074000000,1.345999755859375,-45
1733231805192000000,1.464,-38
1733231805308000000,1.58,-37
1733231805429000000,1.701,-40
1733231805543000000,1.815,-54
1733231805660000000,1.932,-41
1733231805777000000,2.049,-29
1733231805895000000,2.167,-25
1733231806011000000,2.283,-40
1733231806129000000,2.401,-48
1733231806248000000,2.52,-46
1733231806365000000,2.637,-33
1733231806481000000,2.753,-33
1733231806597000000,2.869,-47
1733231806716000000,2.988,-32
1733231806832000000,3.104,-41
1733231806950000000,3.222000244140625,-43
1733231807067000000,3.339,-41
1733231807184000000,3.456,-40
1733231807301000000,3.573,-40
1733231807421000000,3.693,-31
1733231807535000000,3.807,-37
1733231807653000000,3.925,-34
1733231807769000000,4.041,-28
1733231807889000000,4.161,-38
1733231808004000000,4.276,-28
1733231808121000000,4.393,-41
1733231808240000000,4.512,-43
1733231808357000000,4.629,-45
1733231808474000000,4.745999755859375,-43
1733231808590000000,4.862000244140625,-39
1733231808709000000,4.981,-38
1733231808824000000,5.096,-29
1733231808942000000,5.214000244140625,-39
1733231809058000000,5.329999755859375,-34
1733231809179000000,5.451,-39
1733231809293000000,5.565,-34
1733231809410000000,5.681999755859375,-37
1733231809528000000,5.8,-51
1733231809646000000,5.918000244140625,-39
1733231809762000000,6.033999755859375,-41
1733231809880000000,6.152,-42
