version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-A315N,1732873139356,2024-11-29_09-38-59,Asia/Seoul,android,1.40.0,0acce5de-6288-471e-a3b2-24304dafc599,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Location|Camera|Microphone|Light|Pedometer|Battery|Battery Temp|Brightness|Network|WiFi|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|10|0|10000|100|0|10|1000|1000|1000|2000|40000||10|10|10|10,false
