time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1732873140359000000,1.003,0.7699999809265137,unplugged,false
1732873141359000000,2.003,0.7699999809265137,unplugged,false
1732873142359000000,3.003,0.7699999809265137,unplugged,false
1732873143360000000,4.004,0.7699999809265137,unplugged,false
1732873144359000000,5.003,0.7699999809265137,unplugged,false
1732873145362000000,6.005999755859375,0.7699999809265137,unplugged,false
1732873146363000000,7.007,0.7699999809265137,unplugged,false
1732873147362000000,8.005999755859374,0.7699999809265137,unplugged,false
1732873148363000000,9.007,0.7699999809265137,unplugged,false
1732873149364000000,10.008,0.7699999809265137,unplugged,false
1732873150364000000,11.008,0.7699999809265137,unplugged,false
1732873151365000000,12.009,0.7699999809265137,unplugged,false
1732873152368000000,13.012,0.7699999809265137,unplugged,false
1732873153370000000,14.013999755859375,0.7699999809265137,unplugged,false
1732873154369000000,15.013,0.7699999809265137,unplugged,false
1732873155368000000,16.012,0.7699999809265137,unplugged,false
1732873156368000000,17.012,0.7699999809265137,unplugged,false
1732873157368000000,18.012,0.7699999809265137,unplugged,false
1732873158369000000,19.013,0.7699999809265137,unplugged,false
1732873159368000000,20.012,0.7699999809265137,unplugged,false
1732873160368000000,21.012,0.7699999809265137,unplugged,false
1732873161369000000,22.013,0.7699999809265137,unplugged,false
1732873162368000000,23.012,0.7699999809265137,unplugged,false
1732873163370000000,24.013999755859373,0.7699999809265137,unplugged,false
1732873164369000000,25.013,0.7699999809265137,unplugged,false
1732873165369000000,26.013,0.7699999809265137,unplugged,false
1732873166369000000,27.013,0.7699999809265137,unplugged,false
