time,seconds_elapsed,dBFS
1732873139357000000,0.001,-160
1732873139357000000,0.001,-160
1732873139358000000,0.002000244140625,-160
1732873139492000000,0.136,-160
1732873139600000000,0.244,-160
1732873139716000000,0.36,-160
1732873139833000000,0.477,-160
1732873139953000000,0.597,-61
1732873140068000000,0.712,-37
1732873140185000000,0.829,-31
1732873140303000000,0.947,-15
1732873140419000000,1.063,-20
1732873140536000000,1.18,-16
1732873140653000000,1.297,-23
1732873140776000000,1.42,-23
1732873140888000000,1.532,-29
1732873141006000000,1.650000244140625,-28
1732873141122000000,1.765999755859375,-19
1732873141239000000,1.883,-22
1732873141357000000,2.001,-17
1732873141474000000,2.117999755859375,-16
1732873141593000000,2.237,-20
1732873141709000000,2.353,-11
1732873141827000000,2.471,-19
1732873141943000000,2.587,-22
1732873142060000000,2.704,-26
1732873142177000000,2.821,-20
1732873142294000000,2.938000244140625,-31
1732873142413000000,3.057,-26
1732873142529000000,3.173,-28
1732873142647000000,3.291,-25
1732873142763000000,3.407,-21
1732873142880000000,3.524,-19
1732873142997000000,3.641,-15
1732873143114000000,3.757999755859375,-22
1732873143232000000,3.876,-24
1732873143349000000,3.993,-20
1732873143466000000,4.109999755859375,-20
1732873143583000000,4.227,-19
1732873143703000000,4.347,-19
1732873143817000000,4.461,-17
1732873143934000000,4.578000244140625,-16
1732873144052000000,4.696,-17
1732873144169000000,4.813,-18
1732873144286000000,4.930000244140625,-12
1732873144403000000,5.047,-15
1732873144523000000,5.167,-11
1732873144638000000,5.282000244140625,-20
1732873144756000000,5.4,-21
1732873144872000000,5.516,-22
1732873144990000000,5.634000244140625,-18
1732873145107000000,5.751,-28
1732873145224000000,5.868,-26
1732873145346000000,5.989999755859375,-24
1732873145458000000,6.101999755859375,-25
1732873145576000000,6.22,-23
1732873145692000000,6.336,-25
1732873145811000000,6.455,-19
1732873145927000000,6.571,-23
1732873146044000000,6.688,-24
1732873146162000000,6.805999755859375,-16
1732873146279000000,6.923,-8
1732873146396000000,7.04,-16
1732873146513000000,7.157,-24
1732873146633000000,7.277,-18
1732873146748000000,7.392,-23
1732873146864000000,7.508,-15
1732873146981000000,7.625,-22
1732873147099000000,7.743,-20
