time,seconds_elapsed,temperature
1733230311785000000,1.009,20.1
1733230312786000000,2.009999755859375,20.1
1733230313790000000,3.014000244140625,20.1
1733230314788000000,4.012,19.9
1733230315792000000,5.016,19.9
