time,seconds_elapsed,brightness
1733230311786000000,1.009999755859375,0.5
1733230312791000000,2.015,0.5
1733230313793000000,3.017,0.5
1733230314793000000,4.017,0.5
1733230315794000000,5.017999755859375,0.5
