X,Y,MagX,MagY,MagZ,UncalMagX,UncalMagY,UncalMagZ,BiasX,BiasY,BiasZ
37,-13,37.100002,3.7,-28.2,18.300001,-8.7,-122.6,-18.800001,-12.400001,-94.4
36,-13,36.4,1.4,-33.100002,17.6,-10.900001,-127.3,-18.800001,-12.400001,-94.4
35,-13,35.600002,0.90000004,-40.3,16.800001,-11.5,-134.7,-18.800001,-12.400001,-94.4
34,-13,39.8,-0.6,-44.4,21.0,-13.0,-138.8,-18.800001,-12.400001,-94.4
33,-13,38.9,-1.1,-43.7,20.2,-13.5,-138.1,-18.800001,-12.400001,-94.4
32,-13,43.5,3.2,-42.100002,24.7,-9.1,-136.5,-18.800001,-12.400001,-94.4
31,-13,47.5,6.2000003,-52.0,28.5,-6.5,-146.6,-18.800001,-12.400001,-94.4
30,-13,50.4,4.6,-72.0,31.6,-7.6,-166.40001,-18.800001,-12.400001,-94.4
29,-13,59.100002,5.4,-75.3,40.3,-6.9,-169.7,-18.800001,-12.400001,-94.4
28,-13,57.4,-6.9,-64.4,38.600002,-19.300001,-158.8,-18.800001,-12.400001,-94.4
27,-13,50.7,-13.400001,-61.9,31.9,-25.800001,-156.3,-18.800001,-12.400001,-94.4
26,-13,56.2,-13.7,-59.5,37.4,-26.1,-153.90001,-18.800001,-12.400001,-94.4
25,-13,60.7,-15.2,-55.5,41.9,-27.6,-149.90001,-18.800001,-12.400001,-94.4
24,-13,54.3,-21.800001,-48.8,35.600002,-34.4,-143.6,-18.800001,-12.400001,-94.4
23,-13,48.9,-6.1,-53.0,30.1,-18.5,-147.40001,-18.800001,-12.400001,-94.4
22,-13,54.8,-0.90000004,-53.2,36.0,-13.3,-147.6,-18.800001,-12.400001,-94.4
21,-13,52.100002,2.6000001,-51.600002,33.4,-9.8,-146.0,-18.800001,-12.400001,-94.4
20,-13,47.5,8.900001,-49.0,28.7,-3.5,-143.40001,-18.800001,-12.400001,-94.4
19,-13,42.0,9.1,-50.8,23.2,-3.3,-145.2,-18.800001,-12.400001,-94.4
18,-13,34.100002,7.5,-55.3,15.3,-4.9,-149.6,-18.800001,-12.400001,-94.4
17,-13,33.0,8.900001,-59.7,14.2,-3.6000001,-154.0,-18.800001,-12.400001,-94.4
16,-13,47.2,2.9,-62.5,28.4,-9.5,-156.90001,-18.800001,-12.400001,-94.4
15,-13,52.3,-5.5,-62.5,33.5,-17.9,-156.90001,-18.800001,-12.400001,-94.4
14,-13,53.3,-9.2,-57.100002,34.5,-21.6,-151.5,-18.800001,-12.400001,-94.4
13,-13,33.5,-3.3,-45.3,14.7,-15.7,-139.7,-18.800001,-12.400001,-94.4
12,-13,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
11,-13,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
10,-13,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
9,-13,41.9,-3.4,-43.600002,23.1,-15.8,-138.0,-18.800001,-12.400001,-94.4
8,-13,38.600002,-1.3000001,-42.7,19.800001,-13.7,-137.1,-18.800001,-12.400001,-94.4
7,-13,38.9,7.7000003,-45.9,20.1,-4.9,-140.3,-18.800001,-12.400001,-94.4
38,-13,36.0,-1.8000001,-25.5,17.1,-14.1,-119.9,-18.800001,-12.400001,-94.4
39,-13,40.4,-5.3,-23.800001,21.6,-17.7,-118.200005,-18.800001,-12.400001,-94.4
40,-13,43.7,-7.2000003,-26.800001,24.9,-19.6,-121.200005,-18.800001,-12.400001,-94.4
41,-13,45.2,-2.3,-31.1,26.4,-14.7,-125.5,-18.800001,-12.400001,-94.4
42,-13,44.3,0.6,-34.600002,25.5,-11.8,-129.0,-18.800001,-12.400001,-94.4
43,-13,45.600002,2.4,-36.3,26.800001,-10.0,-130.7,-18.800001,-12.400001,-94.4
44,-13,50.0,-0.90000004,-37.9,30.9,-13.5,-132.40001,-18.800001,-12.400001,-94.4
45,-13,53.9,-4.5,-42.0,35.100002,-16.9,-136.40001,-18.800001,-12.400001,-94.4
46,-13,53.0,-10.3,-40.8,34.100002,-23.0,-135.0,-18.800001,-12.400001,-94.4
47,-13,53.4,-14.8,-35.4,34.600002,-27.2,-129.8,-18.800001,-12.400001,-94.4
48,-13,56.9,-16.6,-33.600002,38.100002,-28.9,-128.0,-18.800001,-12.400001,-94.4
46,-12,49.4,-5.9,-44.2,30.6,-18.300001,-138.6,-18.800001,-12.400001,-94.4
46,-11,43.9,0.0,-54.100002,25.1,-12.400001,-148.5,-18.800001,-12.400001,-94.4
46,-10,38.4,3.6000001,-59.7,19.6,-8.7,-154.1,-18.800001,-12.400001,-94.4
46,-9,38.7,-1.1,-59.100002,20.1,-12.7,-154.0,-18.800001,-12.400001,-94.4
46,-8,27.5,-6.8,-23.5,32.7,-24.0,-147.5,5.2000003,-17.2,-124.0
46,-7,38.8,-9.2,-20.300001,44.0,-26.4,-144.3,5.2000003,-17.2,-124.0
46,-6,47.0,-10.400001,-21.9,52.2,-27.6,-145.90001,5.2000003,-17.2,-124.0
46,-5,50.9,-8.0,-24.9,56.0,-25.300001,-148.7,5.2000003,-17.2,-124.0
46,-4,54.600002,-2.5,-27.0,59.8,-19.7,-151.0,5.2000003,-17.2,-124.0
46,-3,56.100002,4.4,-27.0,61.3,-12.8,-151.0,5.2000003,-17.2,-124.0
46,-2,43.7,12.8,-21.4,49.0,-4.2000003,-145.7,5.2000003,-17.2,-124.0
46,-1,36.0,14.400001,-20.1,41.2,-2.7,-144.1,5.2000003,-17.2,-124.0
46,0,31.6,21.4,-18.2,36.8,4.2000003,-142.2,5.2000003,-17.2,-124.0
49,-13,42.100002,-11.5,-9.7,47.2,-28.6,-134.1,5.2000003,-17.2,-124.0
50,-13,41.4,1.8000001,-22.9,47.100002,-14.400001,-146.0,5.2000003,-17.2,-124.0
51,-13,46.3,-13.2,-26.7,51.5,-30.4,-150.7,5.2000003,-17.2,-124.0
52,-13,54.8,-0.5,-28.800001,60.0,-17.7,-152.8,5.2000003,-17.2,-124.0
53,-13,41.5,9.5,-33.4,46.9,-8.2,-157.40001,5.2000003,-17.2,-124.0
54,-13,23.7,6.5,-33.0,29.1,-10.2,-157.3,5.2000003,-17.2,-124.0
55,-13,16.800001,-1.3000001,-22.5,22.0,-18.5,-146.5,5.2000003,-17.2,-124.0
56,-13,21.0,-4.8,-12.0,26.4,-22.6,-136.0,5.2000003,-17.2,-124.0
57,-13,24.1,-2.6000001,-6.7000003,29.300001,-19.800001,-130.7,5.2000003,-17.2,-124.0
58,-13,27.1,-2.5,-7.4,32.3,-19.7,-131.40001,5.2000003,-17.2,-124.0
58,-12,28.1,-1.8000001,-6.9,33.3,-19.0,-130.90001,5.2000003,-17.2,-124.0
58,-11,37.9,0.6,-8.5,43.100002,-16.6,-132.5,5.2000003,-17.2,-124.0
58,-10,38.0,7.9,-16.1,43.2,-9.2,-140.1,5.2000003,-17.2,-124.0
58,-9,35.8,-1.7,-23.9,41.0,-18.9,-147.90001,5.2000003,-17.2,-124.0
58,-8,44.7,-1.2,-27.4,49.9,-18.300001,-151.6,5.2000003,-17.2,-124.0
58,-7,36.9,15.3,-27.7,42.100002,-1.8000001,-151.7,5.2000003,-17.2,-124.0
58,-6,12.0,14.7,-19.800001,17.2,-2.5,-143.8,5.2000003,-17.2,-124.0
58,-5,16.6,6.6,-15.2,21.7,-10.5,-139.2,5.2000003,-17.2,-124.0
58,-4,26.7,6.7000003,-12.3,31.9,-10.400001,-136.3,5.2000003,-17.2,-124.0
58,-3,22.7,3.0,-12.400001,27.9,-14.2,-136.40001,5.2000003,-17.2,-124.0
58,-2,31.1,4.9,-16.1,36.3,-12.3,-140.1,5.2000003,-17.2,-124.0
58,-1,32.100002,5.6,-16.800001,37.3,-11.6,-140.8,5.2000003,-17.2,-124.0
58,0,35.600002,3.7,-24.4,40.8,-13.5,-148.40001,5.2000003,-17.2,-124.0
59,-13,31.7,-1.7,3.4,33.3,-20.9,-132.90001,1.6,-19.2,-136.40001
60,-13,31.300001,2.2,1.9,32.9,-17.0,-134.5,1.6,-19.2,-136.40001
61,-13,32.600002,3.8,3.4,34.100002,-15.5,-133.2,1.6,-19.2,-136.40001
62,-13,33.3,7.3,9.5,34.9,-11.900001,-126.9,1.6,-19.2,-136.40001
63,-13,41.5,19.9,3.5,43.100002,0.7,-132.8,1.6,-19.2,-136.40001
63,-12,54.0,11.8,7.8,55.600002,-7.3,-128.5,1.6,-19.2,-136.40001
63,-11,51.600002,7.3,5.7000003,53.2,-11.8,-130.6,1.6,-19.2,-136.40001
63,-10,41.7,7.8,-4.7000003,43.3,-11.3,-141.1,1.6,-19.2,-136.40001
63,-9,47.4,23.0,-18.7,49.3,3.8,-155.5,1.6,-19.2,-136.40001
63,-8,85.3,10.400001,-31.4,86.9,-8.7,-167.8,1.6,-19.2,-136.40001
63,-7,72.8,-21.300001,-28.6,74.4,-40.5,-165.0,1.6,-19.2,-136.40001
63,-6,50.8,-10.2,-18.0,51.8,-29.7,-155.40001,1.6,-19.2,-136.40001
63,-5,35.8,7.0,-10.400001,37.4,-12.2,-146.8,1.6,-19.2,-136.40001
63,-4,47.600002,27.0,-5.8,49.4,7.5,-141.8,1.6,-19.2,-136.40001
63,-3,70.9,17.9,-1.5,72.5,-1.2,-137.90001,1.6,-19.2,-136.40001
63,-2,68.1,1.8000001,-5.9,69.700005,-17.4,-142.3,1.6,-19.2,-136.40001
63,-1,47.600002,-7.2000003,-4.6,49.2,-26.4,-141.0,1.6,-19.2,-136.40001
63,0,37.9,-10.7,-6.1,39.5,-29.9,-142.5,1.6,-19.2,-136.40001
64,-13,31.2,23.5,8.900001,32.8,4.3,-127.4,1.6,-19.2,-136.40001
65,-13,31.6,16.6,4.8,33.4,-2.7,-131.5,1.6,-19.2,-136.40001
66,-13,28.300001,19.6,2.8,29.800001,0.3,-133.3,1.6,-19.2,-136.40001
67,-13,17.300001,5.4,-6.1,18.9,-13.5,-142.40001,1.6,-19.2,-136.40001
68,-13,24.300001,-8.6,-10.6,25.800001,-27.5,-147.1,1.6,-19.2,-136.40001
69,-13,33.3,-8.2,-5.2000003,34.9,-27.4,-141.6,1.6,-19.2,-136.40001
70,-13,40.9,-7.6,2.6000001,42.4,-26.6,-133.8,1.6,-19.2,-136.40001
71,-13,43.7,-5.6,5.2000003,45.3,-24.800001,-131.2,1.6,-19.2,-136.40001
72,-13,44.2,0.8,3.0,45.8,-18.4,-133.40001,1.6,-19.2,-136.40001
73,-13,41.8,9.1,-1.3000001,43.4,-10.1,-137.7,1.6,-19.2,-136.40001
74,-13,37.0,15.8,-3.8,38.600002,-3.4,-140.2,1.6,-19.2,-136.40001
75,-13,28.0,22.5,-2.8,29.800001,3.3,-139.2,1.6,-19.2,-136.40001
76,-13,28.7,23.4,1.5,30.300001,4.2000003,-134.90001,1.6,-19.2,-136.40001
77,-13,18.300001,25.0,-3.7,19.9,5.8,-140.1,1.6,-19.2,-136.40001
78,-13,7.3,12.900001,-5.1,8.900001,-6.3,-141.5,1.6,-19.2,-136.40001
79,-13,17.4,-5.4,8.1,18.9,-24.6,-128.2,1.6,-19.2,-136.40001
80,-13,33.100002,-6.1,9.400001,34.7,-25.300001,-127.0,1.6,-19.2,-136.40001
81,-13,36.3,-4.7000003,8.8,37.9,-23.9,-127.6,1.6,-19.2,-136.40001
82,-13,39.100002,-3.6000001,7.2000003,40.7,-22.800001,-129.2,1.6,-19.2,-136.40001
83,-13,41.5,-2.5,2.4,43.100002,-21.7,-134.0,1.6,-19.2,-136.40001
84,-13,40.9,-2.7,-4.8,42.600002,-21.9,-141.0,1.6,-19.2,-136.40001
85,-13,36.100002,-0.2,-11.8,37.8,-19.300001,-148.0,1.6,-19.2,-136.40001
86,-13,30.6,-0.90000004,-12.7,32.2,-20.1,-149.1,1.6,-19.2,-136.40001
87,-13,26.9,-5.1,-10.7,28.5,-24.300001,-147.1,1.6,-19.2,-136.40001
88,-13,24.4,-2.6000001,-10.900001,26.0,-21.800001,-147.3,1.6,-19.2,-136.40001
89,-13,22.5,-5.4,-9.5,24.1,-24.6,-145.90001,1.6,-19.2,-136.40001
90,-13,25.800001,-8.5,-9.3,27.4,-27.7,-145.7,1.6,-19.2,-136.40001
91,-13,22.1,-5.4,-5.0,23.7,-24.6,-141.40001,1.6,-19.2,-136.40001
92,-13,32.3,-8.2,47.5,33.9,-27.4,-88.8,1.6,-19.2,-136.40001
93,-13,51.7,-13.8,-13.400001,53.3,-33.0,-149.8,1.6,-19.2,-136.40001
94,-13,48.8,-12.0,-7.1,50.4,-31.1,-143.5,1.6,-19.2,-136.40001
95,-13,48.4,-2.8,-14.900001,50.0,-22.0,-151.3,1.6,-19.2,-136.40001
96,-13,45.4,3.5,-21.300001,47.0,-15.6,-157.7,1.6,-19.2,-136.40001
97,-13,40.4,5.7000003,-25.9,42.0,-13.400001,-162.3,1.6,-19.2,-136.40001
98,-13,34.2,7.1,-26.9,35.9,-12.5,-163.2,1.6,-19.2,-136.40001
99,-13,29.2,7.2000003,-24.0,30.800001,-12.0,-160.40001,1.6,-19.2,-136.40001
100,-13,26.0,5.7000003,-20.5,27.6,-13.5,-156.90001,1.6,-19.2,-136.40001
101,-13,23.9,3.5,-14.8,25.5,-15.7,-151.2,1.6,-19.2,-136.40001
102,-13,24.6,5.0,-7.5,26.2,-14.2,-143.90001,1.6,-19.2,-136.40001
103,-13,29.5,7.2000003,-1.6,31.0,-11.900001,-138.1,1.6,-19.2,-136.40001
104,-13,37.0,10.8,1.4,38.4,-8.3,-135.1,1.6,-19.2,-136.40001
105,-13,40.100002,16.2,1.5,41.7,-3.0,-134.90001,1.6,-19.2,-136.40001
106,-13,26.9,16.9,1.4,28.5,-2.3,-135.0,1.6,-19.2,-136.40001
107,-13,24.800001,7.1,1.8000001,26.4,-12.1,-134.6,1.6,-19.2,-136.40001
108,-13,21.9,5.8,-5.9,23.5,-13.3,-142.2,1.6,-19.2,-136.40001
109,-13,21.7,2.1000001,-7.8,23.300001,-17.1,-144.2,1.6,-19.2,-136.40001
110,-13,25.800001,0.4,-9.2,27.4,-18.800001,-145.6,1.6,-19.2,-136.40001
111,-13,30.1,-0.1,-11.900001,31.800001,-19.2,-148.3,1.6,-19.2,-136.40001
112,-13,32.0,1.8000001,-17.9,33.600002,-17.2,-154.3,1.6,-19.2,-136.40001
113,-13,29.300001,3.2,-22.4,30.9,-16.0,-158.8,1.6,-19.2,-136.40001
114,-13,25.300001,0.6,-22.0,26.9,-18.6,-158.40001,1.6,-19.2,-136.40001
115,-13,22.9,0.1,-20.9,24.5,-19.1,-157.3,1.6,-19.2,-136.40001
116,-13,20.1,-1.4,-18.6,21.7,-20.6,-155.0,1.6,-19.2,-136.40001
117,-13,17.6,-3.4,-12.8,19.2,-22.4,-149.2,1.6,-19.2,-136.40001
118,-13,16.6,-3.8,-4.3,18.0,-22.9,-140.90001,1.6,-19.2,-136.40001
119,-13,17.7,6.8,11.900001,19.2,-12.3,-124.4,1.6,-19.2,-136.40001
120,-13,32.0,0.0,3.4,33.600002,-19.2,-133.0,1.6,-19.2,-136.40001
121,-13,30.0,-2.2,-6.9,31.6,-21.4,-143.3,1.6,-19.2,-136.40001
122,-13,31.7,-10.400001,1.2,33.3,-29.6,-135.1,1.6,-19.2,-136.40001
123,-13,34.3,-6.5,0.2,35.9,-25.5,-136.1,1.6,-19.2,-136.40001
124,-13,34.3,-8.6,1.5,35.9,-27.800001,-134.90001,1.6,-19.2,-136.40001
125,-13,37.7,-8.8,1.3000001,39.3,-28.0,-135.1,1.6,-19.2,-136.40001
126,-13,39.3,-7.7000003,-3.0,40.9,-26.7,-139.5,1.6,-19.2,-136.40001
127,-13,37.4,-7.1,-8.400001,39.0,-26.300001,-144.8,1.6,-19.2,-136.40001
128,-13,34.3,-4.7000003,-12.400001,35.9,-23.9,-148.8,1.6,-19.2,-136.40001
129,-13,32.8,-6.6,-13.400001,34.4,-25.7,-149.8,1.6,-19.2,-136.40001
130,-13,28.6,-1.9,-16.9,30.1,-21.0,-153.3,1.6,-19.2,-136.40001
131,-13,21.2,-4.9,-15.3,22.800001,-24.1,-151.6,1.6,-19.2,-136.40001
132,-13,14.2,-8.6,-7.9,15.8,-27.800001,-144.3,1.6,-19.2,-136.40001
133,-13,11.7,-11.900001,1.4,13.400001,-31.0,-135.1,1.6,-19.2,-136.40001
134,-13,18.1,-30.0,17.1,19.5,-48.4,-119.0,1.6,-19.2,-136.40001
135,-13,31.4,-27.9,10.2,33.100002,-47.100002,-126.3,1.6,-19.2,-136.40001
136,-13,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
136,-16,12.2,-6.8,-32.5,20.6,-20.4,-148.90001,8.400001,-13.6,-116.4
137,-16,10.900001,-1.4,-29.300001,19.300001,-15.0,-145.7,8.400001,-13.6,-116.4
138,-16,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
135,-16,22.1,-5.2000003,-17.6,23.7,-24.4,-154.0,1.6,-19.2,-136.40001
134,-16,26.6,-6.0,-18.1,28.1,-25.2,-154.5,1.6,-19.2,-136.40001
133,-16,31.2,-6.0,-12.3,32.8,-25.2,-148.7,1.6,-19.2,-136.40001
132,-16,28.300001,-4.1,-11.6,29.9,-23.300001,-148.0,1.6,-19.2,-136.40001
131,-16,26.5,-2.6000001,-12.1,28.1,-21.800001,-148.5,1.6,-19.2,-136.40001
130,-16,25.9,2.2,-15.3,27.5,-16.9,-151.7,1.6,-19.2,-136.40001
129,-16,28.7,0.4,-16.9,30.300001,-18.800001,-153.3,1.6,-19.2,-136.40001
128,-16,32.600002,0.0,-15.2,34.2,-19.1,-151.6,1.6,-19.2,-136.40001
127,-16,36.0,0.0,-10.900001,37.7,-19.2,-147.3,1.6,-19.2,-136.40001
126,-16,34.9,0.8,-8.8,36.5,-18.4,-145.2,1.6,-19.2,-136.40001
125,-16,32.5,-1.4,-8.0,34.100002,-20.5,-144.40001,1.6,-19.2,-136.40001
124,-16,30.4,-3.7,-6.5,32.100002,-22.800001,-142.90001,1.6,-19.2,-136.40001
123,-16,28.0,-8.1,-6.9,29.6,-27.300001,-143.3,1.6,-19.2,-136.40001
122,-16,28.2,-9.8,-6.5,29.800001,-29.0,-142.90001,1.6,-19.2,-136.40001
121,-16,27.6,-11.0,-6.7000003,29.2,-30.2,-143.1,1.6,-19.2,-136.40001
120,-16,27.1,-12.3,-6.1,28.7,-31.5,-142.5,1.6,-19.2,-136.40001
119,-16,24.7,-11.6,-7.5,26.300001,-30.7,-143.8,1.6,-19.2,-136.40001
118,-16,25.2,-10.7,-8.400001,26.800001,-29.9,-144.8,1.6,-19.2,-136.40001
117,-16,22.9,-10.6,-11.8,24.5,-29.800001,-148.2,1.6,-19.2,-136.40001
116,-16,23.800001,-7.9,-13.6,25.4,-27.1,-150.0,1.6,-19.2,-136.40001
115,-16,26.300001,-6.9,-14.0,27.9,-26.1,-150.40001,1.6,-19.2,-136.40001
114,-16,28.5,-6.2000003,-12.2,30.1,-25.4,-148.6,1.6,-19.2,-136.40001
113,-16,30.4,-4.8,-9.6,32.0,-24.0,-146.0,1.6,-19.2,-136.40001
112,-16,30.1,-4.7000003,-6.9,31.7,-23.9,-143.3,1.6,-19.2,-136.40001
111,-16,29.4,-0.7,-5.6,31.0,-19.9,-142.0,1.6,-19.2,-136.40001
110,-16,27.0,-2.5,-7.7000003,28.6,-21.7,-144.1,1.6,-19.2,-136.40001
109,-16,27.2,-0.8,-8.2,28.800001,-20.0,-144.6,1.6,-19.2,-136.40001
108,-16,29.7,-0.8,-7.5,31.300001,-20.0,-143.90001,1.6,-19.2,-136.40001
107,-16,32.2,6.1,-5.3,34.0,-13.1,-141.6,1.6,-19.2,-136.40001
106,-16,32.7,7.8,-3.6000001,34.3,-11.3,-140.0,1.6,-19.2,-136.40001
105,-16,30.7,9.7,-4.0,32.3,-9.5,-140.40001,1.6,-19.2,-136.40001
104,-16,28.9,7.2000003,-4.0,30.5,-12.0,-140.40001,1.6,-19.2,-136.40001
103,-16,27.1,2.7,-5.1,28.7,-16.5,-141.5,1.6,-19.2,-136.40001
102,-16,25.9,1.4,-7.4,27.5,-17.800001,-143.8,1.6,-19.2,-136.40001
101,-16,26.5,0.4,-9.7,28.2,-18.800001,-145.90001,1.6,-19.2,-136.40001
100,-16,28.7,5.5,-12.2,30.300001,-13.7,-148.6,1.6,-19.2,-136.40001
99,-16,32.100002,5.3,-11.400001,33.7,-13.900001,-147.8,1.6,-19.2,-136.40001
98,-16,33.2,4.8,-10.400001,34.8,-14.3,-146.8,1.6,-19.2,-136.40001
97,-16,35.3,4.6,-7.2000003,36.9,-14.6,-143.6,1.6,-19.2,-136.40001
96,-16,35.0,2.9,-6.0,36.600002,-16.4,-142.40001,1.6,-19.2,-136.40001
95,-16,36.100002,2.0,-3.1000001,37.7,-17.2,-139.5,1.6,-19.2,-136.40001
94,-16,34.7,1.9,-3.1000001,36.3,-17.300001,-139.5,1.6,-19.2,-136.40001
93,-16,34.8,2.5,-1.2,36.5,-16.7,-137.6,1.6,-19.2,-136.40001
92,-16,32.2,4.6,0.1,33.8,-14.6,-136.3,1.6,-19.2,-136.40001
91,-16,29.0,3.8,2.1000001,30.6,-15.400001,-134.3,1.6,-19.2,-136.40001
90,-16,23.7,4.2000003,-0.8,25.300001,-15.0,-137.2,1.6,-19.2,-136.40001
89,-16,20.0,2.5,-4.8,21.7,-16.6,-141.1,1.6,-19.2,-136.40001
88,-16,21.5,-1.4,-8.0,23.1,-20.6,-144.40001,1.6,-19.2,-136.40001
87,-16,23.9,-5.8,-11.3,25.5,-24.9,-147.7,1.6,-19.2,-136.40001
86,-16,27.5,-9.1,-12.2,29.1,-28.300001,-148.6,1.6,-19.2,-136.40001
85,-16,32.5,-10.0,-9.5,34.100002,-29.2,-146.0,1.6,-19.2,-136.40001
84,-16,34.4,-10.400001,-6.6,36.0,-29.6,-143.0,1.6,-19.2,-136.40001
83,-16,34.5,-8.2,-4.5,36.100002,-27.4,-141.0,1.6,-19.2,-136.40001
82,-16,34.8,-9.7,-2.0,36.4,-28.9,-138.40001,1.6,-19.2,-136.40001
81,-16,34.8,-10.900001,0.0,36.4,-30.1,-136.40001,1.6,-19.2,-136.40001
80,-16,35.100002,-10.2,3.0,36.7,-29.4,-133.40001,1.6,-19.2,-136.40001
79,-16,33.9,-3.7,3.8,35.5,-22.9,-132.6,1.6,-19.2,-136.40001
78,-16,29.9,-2.9,5.4,31.5,-22.1,-130.90001,1.6,-19.2,-136.40001
77,-16,27.1,0.4,0.5,28.7,-18.800001,-135.90001,1.6,-19.2,-136.40001
76,-16,25.4,2.1000001,-4.1,27.0,-17.1,-140.5,1.6,-19.2,-136.40001
75,-16,24.5,5.4,-10.6,26.1,-13.7,-147.0,1.6,-19.2,-136.40001
74,-16,26.7,3.0,-13.900001,28.300001,-16.2,-150.3,1.6,-19.2,-136.40001
73,-16,29.1,1.2,-18.0,30.7,-18.0,-154.40001,1.6,-19.2,-136.40001
72,-16,31.4,-2.7,-20.9,33.0,-21.9,-157.3,1.6,-19.2,-136.40001
71,-16,35.5,-4.5,-21.1,37.100002,-23.7,-157.5,1.6,-19.2,-136.40001
70,-16,37.7,-4.0,-18.0,39.3,-23.2,-154.40001,1.6,-19.2,-136.40001
69,-16,38.9,-1.7,-14.1,40.5,-20.9,-150.6,1.6,-19.2,-136.40001
68,-16,37.100002,0.5,-10.5,38.7,-18.7,-146.90001,1.6,-19.2,-136.40001
67,-16,36.100002,1.8000001,-6.9,37.7,-17.4,-143.3,1.6,-19.2,-136.40001
66,-16,35.4,2.9,-2.4,37.0,-16.300001,-138.8,1.6,-19.2,-136.40001
65,-16,34.8,4.8,2.3,36.4,-14.400001,-134.1,1.6,-19.2,-136.40001
64,-16,31.9,6.7000003,5.0,33.600002,-12.6,-131.5,1.6,-19.2,-136.40001
63,-16,28.1,6.0,7.3,29.800001,-13.2,-129.1,1.6,-19.2,-136.40001
62,-16,22.9,2.5,5.2000003,24.5,-16.7,-131.2,1.6,-19.2,-136.40001
61,-16,21.4,-0.1,-0.2,23.0,-19.300001,-136.6,1.6,-19.2,-136.40001
60,-16,23.5,-3.5,-6.5,25.2,-22.6,-142.90001,1.6,-19.2,-136.40001
59,-16,26.800001,-5.2000003,-8.400001,28.4,-24.4,-144.8,1.6,-19.2,-136.40001
58,-16,28.6,-5.8,-9.6,30.2,-25.0,-146.0,1.6,-19.2,-136.40001
57,-16,31.300001,-4.7000003,-11.2,32.9,-23.9,-147.6,1.6,-19.2,-136.40001
56,-16,32.5,-3.6000001,-10.3,34.100002,-22.800001,-146.7,1.6,-19.2,-136.40001
55,-16,32.9,-3.5,-8.2,34.600002,-22.6,-144.6,1.6,-19.2,-136.40001
54,-16,33.100002,-3.4,-7.2000003,34.7,-22.6,-143.6,1.6,-19.2,-136.40001
53,-16,34.5,-6.4,-7.6,36.100002,-25.6,-144.0,1.6,-19.2,-136.40001
52,-16,34.600002,-10.0,-8.7,36.2,-29.2,-145.1,1.6,-19.2,-136.40001
51,-16,34.8,-16.5,-10.0,36.5,-35.5,-146.2,1.6,-19.2,-136.40001
50,-16,38.100002,-21.7,-9.1,39.7,-40.8,-145.5,1.6,-19.2,-136.40001
49,-16,39.0,-20.300001,-5.3,40.600002,-39.5,-141.7,1.6,-19.2,-136.40001
48,-16,35.600002,-18.300001,-1.9,37.3,-37.5,-138.2,1.6,-19.2,-136.40001
47,-16,34.600002,-18.300001,-0.8,36.4,-37.5,-137.2,1.6,-19.2,-136.40001
46,-16,35.2,-19.5,1.2,36.8,-38.7,-135.2,1.6,-19.2,-136.40001
45,-16,34.9,-20.5,5.3,36.5,-39.600002,-131.2,1.6,-19.2,-136.40001
44,-16,32.9,-21.9,10.400001,34.600002,-41.0,-126.1,1.6,-19.2,-136.40001
43,-16,28.5,-21.6,13.400001,30.1,-40.8,-123.0,1.6,-19.2,-136.40001
42,-16,22.5,-19.7,14.8,24.1,-38.9,-121.6,1.6,-19.2,-136.40001
41,-16,18.5,-18.6,10.400001,20.1,-37.8,-126.0,1.6,-19.2,-136.40001
40,-16,19.300001,-18.5,6.2000003,20.9,-37.7,-130.2,1.6,-19.2,-136.40001
39,-16,21.5,-19.2,4.9,23.1,-38.4,-131.5,1.6,-19.2,-136.40001
38,-16,23.1,-19.800001,5.0,24.7,-39.0,-131.40001,1.6,-19.2,-136.40001
37,-16,23.7,-19.7,5.3,25.2,-38.9,-131.0,1.6,-19.2,-136.40001
36,-16,24.2,-19.5,6.4,25.800001,-38.7,-130.0,1.6,-19.2,-136.40001
35,-16,22.7,-14.3,3.0,24.300001,-33.5,-133.40001,1.6,-19.2,-136.40001
34,-16,24.0,-10.1,-3.3,25.6,-29.300001,-139.7,1.6,-19.2,-136.40001
33,-16,24.7,-10.400001,-6.1,26.300001,-29.6,-142.5,1.6,-19.2,-136.40001
32,-16,27.300001,-8.8,-9.8,28.9,-28.0,-146.2,1.6,-19.2,-136.40001
31,-16,30.0,-7.7000003,-11.400001,31.6,-26.800001,-147.8,1.6,-19.2,-136.40001
30,-16,29.7,-7.5,-9.400001,31.300001,-26.7,-145.8,1.6,-19.2,-136.40001
29,-16,25.0,-9.3,-9.8,26.6,-28.5,-146.2,1.6,-19.2,-136.40001
28,-16,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
27,-16,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
26,-16,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
25,-16,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9,9999.9
