X,Y,MagX,MagY,MagZ,UncalMagX,UncalMagY,UncalMagZ,BiasX,BiasY,BiasZ
45,0,31.74,-18.42,-29.039999,23.519999,16.32,-7.44,-8.94,34.8,21.539999
46,0,27.42,-15.9,-39.36,18.96,18.84,-17.94,-8.94,34.8,21.539999
47,0,17.039999,-11.28,-39.78,8.099999,23.58,-17.88,-8.94,34.8,21.539999
48,0,10.62,-13.679999,-36.12,1.4399999,20.52,-14.759999,-8.94,34.8,21.539999
49,0,8.22,-21.24,-31.679998,-0.71999997,13.559999,-9.599999,-8.94,34.8,21.539999
50,0,7.56,-24.66,-26.16,-0.9,10.44,-4.2599998,-8.94,34.8,21.539999
51,0,10.44,-25.859999,-22.199999,1.62,8.639999,-0.65999997,-8.94,34.8,21.539999
52,0,11.639999,-28.38,-22.199999,2.34,6.24,-1.0799999,-8.94,34.8,21.539999
53,0,11.04,-27.18,-22.859999,2.04,7.56,-2.34,-8.94,34.8,21.539999
53,1,16.08,-17.76,-21.42,6.7799997,17.52,-0.06,-8.94,34.8,21.539999
53,2,15.9,-13.92,-25.98,6.54,20.699999,-3.78,-8.94,34.8,21.539999
53,3,18.66,-11.46,-30.0,9.36,23.519999,-8.099999,-8.94,34.8,21.539999
53,4,21.359999,-9.059999,-31.26,12.12,25.68,-9.54,-8.94,34.8,21.539999
53,5,19.38,-10.92,-37.38,10.44,23.039999,-17.4,-8.94,34.8,21.539999
53,6,19.68,-11.34,-35.04,10.5,23.58,-14.94,-8.94,34.8,21.539999
53,7,18.359999,-11.94,-34.02,9.48,23.22,-11.759999,-8.94,34.8,21.539999
53,8,15.36,-10.38,-32.76,6.12,24.72,-10.32,-8.94,34.8,21.539999
53,9,15.0,-9.42,-30.539999,5.7,25.8,-10.08,-8.94,34.8,21.539999
53,10,17.46,-8.34,-33.12,8.099999,26.16,-12.9,-8.94,34.8,21.539999
53,11,18.3,-10.679999,-37.44,9.12,24.3,-17.4,-8.94,34.8,21.539999
53,12,17.76,-14.099999,-42.12,8.76,20.76,-20.22,-8.94,34.8,21.539999
53,13,17.699999,-19.14,-48.239998,8.34,15.66,-26.64,-8.94,34.8,21.539999
54,13,14.639999,-16.8,-49.86,5.8799996,18.18,-28.08,-8.94,34.8,21.539999
55,13,10.62,-13.799999,-46.5,1.9799999,21.539999,-25.08,-8.94,34.8,21.539999
56,13,14.5199995,-26.939999,-35.46,5.3399997,7.5,-14.16,-8.94,34.8,21.539999
56,12,22.08,-24.96,-33.899998,13.74,10.2,-10.98,-8.94,34.8,21.539999
56,11,39.96,-24.6,-35.88,31.14,10.5,-14.099999,-8.94,34.8,21.539999
56,10,40.8,-8.16,-27.48,31.619999,27.24,-6.18,-8.94,34.8,21.539999
56,9,27.539999,7.3199997,-24.539999,18.06,42.12,-3.1799998,-8.94,34.8,21.539999
56,8,16.56,-5.58,-29.279999,7.14,28.5,-8.22,-8.94,34.8,21.539999
56,7,40.379997,-33.42,-53.82,31.439999,1.1999999,-32.399998,-8.94,34.8,21.539999
56,6,43.68,-32.76,-59.94,34.5,1.9799999,-36.84,-8.94,34.8,21.539999
56,5,62.64,-5.3399997,-55.68,53.1,30.179998,-33.84,-8.94,34.8,21.539999
56,4,35.7,13.98,-40.559998,26.64,48.3,-19.859999,-8.94,34.8,21.539999
56,3,19.199999,-3.1799998,-31.859999,10.32,31.5,-10.8,-8.94,34.8,21.539999
56,2,27.3,-10.32,-18.9,18.3,24.119999,2.58,-8.94,34.8,21.539999
56,1,30.84,-12.0,-15.42,21.06,23.16,5.4,-8.94,34.8,21.539999
56,0,12.54,-6.2999997,-15.839999,4.62,28.5,5.8799996,-8.94,34.8,21.539999
55,0,11.639999,-16.44,-19.98,2.9399998,18.539999,1.1999999,-8.94,34.8,21.539999
54,0,13.139999,-21.48,-21.119999,3.9599998,13.38,0.96,-8.94,34.8,21.539999
52,1,16.08,-19.08,-17.94,7.8599997,15.36,3.3,-8.94,34.8,21.539999
52,2,17.94,-17.82,-22.8,8.34,16.68,-3.06,-8.94,34.8,21.539999
52,3,19.92,-11.219999,-28.98,11.46,22.8,-6.54,-8.94,34.8,21.539999
52,4,17.94,-9.36,-31.08,9.179999,24.72,-9.96,-8.94,34.8,21.539999
52,5,20.4,-18.18,-36.899998,11.16,16.56,-15.48,-8.94,34.8,21.539999
52,6,25.98,-13.98,-36.48,16.56,20.76,-15.54,-8.94,34.8,21.539999
52,7,16.44,-4.3199997,-29.58,7.2599998,31.32,-8.22,-8.94,34.8,21.539999
52,8,6.8999996,-11.58,-25.5,-3.06,22.859999,-4.98,-8.94,34.8,21.539999
52,9,9.3,-12.599999,-24.3,-0.12,22.32,-2.58,-8.94,34.8,21.539999
52,10,9.0,-13.5,-26.58,0.12,21.48,-5.22,-8.94,34.8,21.539999
52,11,11.4,-16.08,-28.38,3.4199998,18.84,-7.2599998,-8.94,34.8,21.539999
52,12,15.599999,-14.46,-32.7,6.48,20.039999,-11.219999,-8.94,34.8,21.539999
52,13,22.619999,-10.8,-37.98,13.74,24.119999,-16.68,-8.94,34.8,21.539999
57,0,11.759999,-6.6,-12.42,3.06,28.56,9.12,-8.94,34.8,21.539999
58,0,13.2,-9.66,-18.06,3.9599998,25.68,3.54,-8.94,34.8,21.539999
59,0,13.32,-7.74,-22.68,3.78,27.42,-1.5,-8.94,34.8,21.539999
60,0,10.44,-12.78,-27.96,0.71999997,21.779999,-7.02,-8.94,34.8,21.539999
61,0,7.9199996,-19.08,-32.1,-0.84,15.299999,-11.099999,-8.94,34.8,21.539999
62,0,9.719999,-23.58,-36.12,0.78,11.099999,-14.46,-8.94,34.8,21.539999
63,0,15.719999,-28.5,-37.68,6.66,6.8399997,-16.14,-8.94,34.8,21.539999
64,0,17.279999,-29.099998,-40.8,7.8599997,6.24,-19.26,-8.94,34.8,21.539999
65,0,15.719999,-24.359999,-40.2,6.72,10.44,-18.779999,-8.94,34.8,21.539999
66,0,14.34,-23.88,-39.54,5.16,11.34,-18.539999,-8.94,34.8,21.539999
67,0,8.58,-12.54,-36.059998,1.14,22.92,-13.92,-8.94,34.8,21.539999
68,0,9.42,-11.82,-34.2,-0.12,23.279999,-12.48,-8.94,34.8,21.539999
69,0,4.98,-5.94,-29.76,-4.2,29.099998,-7.56,-8.94,34.8,21.539999
70,0,2.8799999,-6.96,-24.72,-5.8199997,27.9,-2.3999999,-8.94,34.8,21.539999
71,0,0.65999997,-5.04,-20.22,-8.76,29.82,1.74,-8.94,34.8,21.539999
72,0,0.9,-10.98,-17.4,-7.9199996,23.46,3.84,-8.94,34.8,21.539999
73,0,6.7799997,-21.24,-19.38,-1.86,13.44,2.3999999,-8.94,34.8,21.539999
74,0,14.58,-22.199999,-22.199999,5.8799996,13.139999,-0.96,-8.94,34.8,21.539999
75,0,14.58,-24.84,-24.96,6.18,9.719999,-3.06,-8.94,34.8,21.539999
76,0,17.039999,-21.96,-24.72,8.4,13.44,-3.24,-8.94,34.8,21.539999
77,0,18.3,-22.56,-27.42,9.36,12.96,-5.94,-8.94,34.8,21.539999
78,0,17.94,-18.9,-32.219997,8.5199995,15.48,-10.8,-8.94,34.8,21.539999
79,0,14.58,-21.72,-34.739998,5.1,13.559999,-13.0199995,-8.94,34.8,21.539999
80,0,9.84,-17.22,-37.92,0.42,17.46,-16.38,-8.94,34.8,21.539999
81,0,4.68,-16.14,-36.6,-4.02,18.6,-15.179999,-8.94,34.8,21.539999
82,0,3.9599998,-17.1,-37.38,-5.1,18.0,-15.66,-8.94,34.8,21.539999
82,-1,4.2599998,-15.299999,-34.2,-4.92,19.56,-12.36,-8.94,34.8,21.539999
83,-1,3.24,-14.099999,-31.859999,-5.2799997,21.359999,-10.0199995,-8.94,34.8,21.539999
84,-1,4.2,-11.16,-28.8,-4.14,23.1,-7.02,-8.94,34.8,21.539999
85,-1,6.72,-9.599999,-30.3,-1.0799999,25.26,-7.7999997,-8.94,34.8,21.539999
86,-1,12.78,-9.54,-31.26,3.54,25.8,-10.139999,-8.94,34.8,21.539999
87,-1,14.34,-9.84,-32.219997,5.64,25.08,-10.86,-8.94,34.8,21.539999
88,-1,16.38,-12.24,-32.52,7.9199996,22.92,-10.92,-8.94,34.8,21.539999
89,-1,18.24,-7.7999997,-33.48,9.059999,26.939999,-12.599999,-8.94,34.8,21.539999
90,-1,16.44,-4.44,-36.899998,7.7999997,30.42,-15.24,-8.94,34.8,21.539999
90,0,18.06,-1.86,-46.379997,9.719999,33.18,-24.119999,-8.94,34.8,21.539999
90,1,19.02,-7.2599998,-55.92,10.74,27.72,-34.8,-8.94,34.8,21.539999
90,2,26.039999,-26.22,-59.879997,17.279999,8.76,-38.52,-8.94,34.8,21.539999
91,2,18.0,-13.799999,-60.6,10.08,21.359999,-38.94,-8.94,34.8,21.539999
92,2,11.28,-11.82,-55.5,2.28,22.56,-33.84,-8.94,34.8,21.539999
93,2,3.6599998,-11.04,-51.12,-4.68,24.119999,-28.5,-8.94,34.8,21.539999
94,2,-2.1599998,-14.34,-45.12,-10.98,21.42,-23.699999,-8.94,34.8,21.539999
95,2,-2.6399999,-15.299999,-36.719997,-11.16,20.4,-14.94,-8.94,34.8,21.539999
96,2,2.82,-12.36,-27.0,-5.46,22.56,-5.8199997,-8.94,34.8,21.539999
97,2,16.68,-10.86,-21.18,7.56,23.939999,0.84,-8.94,34.8,21.539999
98,2,26.519999,-12.42,-20.46,18.3,22.92,1.3199999,-8.94,34.8,21.539999
98,1,24.3,-8.639999,-23.939999,14.28,26.34,-2.8799999,-8.94,34.8,21.539999
98,0,18.359999,-10.0199995,-27.66,8.94,24.359999,-6.2999997,-8.94,34.8,21.539999
98,-1,13.2,-2.34,-31.619999,3.0,31.8,-10.38,-8.94,34.8,21.539999
99,-1,13.08,1.02,-31.26,3.8999999,35.579998,-10.2,-8.94,34.8,21.539999
100,-1,11.34,-2.04,-32.7,1.74,32.579998,-12.719999,-8.94,34.8,21.539999
101,-1,8.34,-6.18,-33.96,-0.59999996,28.859999,-12.84,-8.94,34.8,21.539999
102,-1,5.4,-9.599999,-34.8,-3.24,25.32,-13.32,-8.94,34.8,21.539999
103,-1,6.24,-8.34,-34.2,-2.3999999,26.519999,-12.059999,-8.94,34.8,21.539999
104,-1,9.9,-8.22,-35.1,1.14,26.88,-13.559999,-8.94,34.8,21.539999
105,-1,9.599999,-10.8,-38.52,0.84,25.019999,-16.26,-8.94,34.8,21.539999
106,-1,9.3,-13.0199995,-39.719997,0.59999996,21.24,-18.539999,-8.94,34.8,21.539999
107,-1,4.92,-15.36,-40.079998,-4.38,19.619999,-18.72,-8.94,34.8,21.539999
108,-1,2.22,-16.56,-39.12,-5.94,18.119999,-17.4,-8.94,34.8,21.539999
109,-1,1.02,-20.88,-36.3,-7.98,13.38,-14.46,-8.94,34.8,21.539999
110,-1,0.06,-27.0,-32.76,-8.639999,7.98,-11.16,-8.94,34.8,21.539999
111,-1,7.5,-31.199999,-34.739998,-1.5,3.1799998,-14.46,-8.94,34.8,21.539999
112,-1,9.42,-25.92,-31.92,0.48,8.58,-11.34,-8.94,34.8,21.539999
113,-1,10.62,-22.92,-34.98,2.6399999,12.179999,-12.12,-8.94,34.8,21.539999
114,-1,11.04,-21.119999,-34.26,2.1,13.74,-12.24,-8.94,34.8,21.539999
115,-1,12.48,-19.26,-39.6,3.9599998,15.78,-18.24,-8.94,34.8,21.539999
116,-1,14.219999,-18.119999,-37.14,5.58,17.699999,-14.759999,-8.94,34.8,21.539999
117,-1,15.48,-15.299999,-36.96,5.8799996,19.56,-15.54,-8.94,34.8,21.539999
118,-1,13.679999,-16.68,-42.059998,5.3399997,19.14,-22.02,-8.94,34.8,21.539999
119,-1,9.599999,-16.8,-45.18,0.29999998,18.42,-23.1,-8.94,34.8,21.539999
120,-1,7.08,-16.859999,-41.879997,-2.52,17.279999,-20.64,-8.94,34.8,21.539999
120,-2,9.24,-18.9,-39.48,0.42,16.14,-17.76,-8.94,34.8,21.539999
121,-2,7.08,-16.02,-42.18,-2.28,19.14,-20.64,-8.94,34.8,21.539999
122,-2,6.72,-16.68,-40.14,-1.92,18.18,-18.72,-8.94,34.8,21.539999
123,-2,8.46,-18.3,-40.2,-0.42,16.44,-18.779999,-8.94,34.8,21.539999
124,-2,9.36,-21.06,-47.16,0.9,14.16,-25.439999,-8.94,34.8,21.539999
125,-2,5.04,-22.38,-48.3,-4.2,12.96,-26.64,-8.94,34.8,21.539999
126,-2,-1.3199999,-17.52,-44.7,-10.44,16.8,-24.06,-8.94,34.8,21.539999
127,-2,-4.62,-18.06,-41.399998,-13.799999,16.859999,-19.68,-8.94,34.8,21.539999
127,-3,-4.8599997,-17.34,-35.16,-14.34,17.279999,-13.98,-8.94,34.8,21.539999
127,-4,-6.3599997,-16.14,-34.26,-15.78,18.18,-12.42,-8.94,34.8,21.539999
127,-5,-7.02,-17.22,-33.54,-15.9,17.58,-11.88,-8.94,34.8,21.539999
127,-6,-7.68,-19.14,-42.78,-16.859999,15.54,-20.699999,-8.94,34.8,21.539999
127,-7,-8.639999,-18.72,-49.68,-17.1,16.02,-26.46,-8.94,34.8,21.539999
127,-8,-10.08,-13.0199995,-51.96,-18.24,22.14,-30.359999,-8.94,34.8,21.539999
127,-9,-6.24,-7.74,-55.559998,-15.24,26.76,-35.399998,-8.94,34.8,21.539999
128,-9,-7.8599997,-13.2,-55.8,-17.039999,21.18,-33.899998,-8.94,34.8,21.539999
129,-9,-10.86,-16.619999,-42.78,-19.92,18.24,-21.72,-8.94,34.8,21.539999
130,-9,-3.72,-19.439999,-27.539999,-12.9,15.12,-6.72,-8.94,34.8,21.539999
131,-9,-2.6399999,-23.88,-12.48,-11.82,10.26,7.7999997,-8.94,34.8,21.539999
127,-10,9.96,5.2799997,-51.48,0.59999996,40.32,-29.64,-8.94,34.8,21.539999
128,-10,13.62,3.9599998,-46.079998,4.5,39.12,-24.48,-8.94,34.8,21.539999
128,-11,11.639999,9.719999,-44.64,2.58,44.34,-23.1,-8.94,34.8,21.539999
129,-11,9.9,9.179999,-41.46,0.84,43.5,-19.14,-8.94,34.8,21.539999
129,-12,11.58,1.92,-43.079998,3.24,36.66,-21.359999,-8.94,34.8,21.539999
129,-13,21.359999,9.12,-40.2,12.54,45.18,-17.64,-8.94,34.8,21.539999
129,-14,1.56,11.7,-28.8,-7.8599997,45.96,-8.639999,-8.94,34.8,21.539999
129,-41,-30.24,-13.799999,-9.12,-39.18,21.0,12.42,-8.94,34.8,21.539999
129,-40,-26.76,-12.179999,-10.86,-35.7,22.619999,10.679999,-8.94,34.8,21.539999
129,-39,-25.98,-9.84,-17.039999,-34.92,24.96,4.5,-8.94,34.8,21.539999
129,-38,-17.46,-16.32,-28.74,-26.4,18.48,-7.2,-8.94,34.8,21.539999
129,-37,-7.68,-20.76,-32.52,-16.619999,14.04,-10.98,-8.94,34.8,21.539999
129,-36,0.9,-20.64,-31.08,-8.04,14.16,-9.54,-8.94,34.8,21.539999
129,-35,12.9,-16.32,-8.5199995,-1.3199999,20.52,-10.26,-14.219999,36.84,-1.74
129,-34,18.359999,-10.0199995,-14.88,4.14,26.82,-16.619999,-14.219999,36.84,-1.74
129,-33,20.34,-9.42,-22.08,6.12,27.42,-23.82,-14.219999,36.84,-1.74
129,-32,24.0,-14.5199995,-36.18,9.78,22.32,-37.92,-14.219999,36.84,-1.74
129,-31,21.539999,-34.739998,-43.079998,5.1,0.84,-49.92,-14.219999,36.84,-1.74
129,-30,21.18,-42.3,-34.38,6.96,-5.46,-36.12,-14.219999,36.84,-1.74
129,-29,29.519999,-29.76,-10.139999,15.299999,7.08,-11.88,-14.219999,36.84,-1.74
129,-28,33.54,-25.08,-9.179999,19.32,11.759999,-10.92,-14.219999,36.84,-1.74
129,-27,32.76,-14.46,-23.699999,17.88,21.779999,-25.859999,-14.219999,36.84,-1.74
129,-26,34.68,-18.96,-26.58,20.46,17.88,-28.32,-14.219999,36.84,-1.74
129,-25,31.92,-21.0,-34.02,17.699999,15.839999,-35.76,-14.219999,36.84,-1.74
129,-24,28.14,-32.1,-35.52,13.92,4.74,-37.26,-14.219999,36.84,-1.74
129,-23,19.199999,-39.36,-27.48,4.98,-2.52,-29.22,-14.219999,36.84,-1.74
129,-22,11.16,-38.16,-13.139999,-3.06,-1.3199999,-14.88,-14.219999,36.84,-1.74
129,-21,7.3199997,-30.66,-7.68,-6.8999996,6.18,-9.42,-14.219999,36.84,-1.74
129,-20,3.8999999,-24.3,-5.58,-10.32,12.54,-7.3199997,-14.219999,36.84,-1.74
129,-19,1.8,-20.82,-4.14,-12.42,16.02,-5.8799996,-14.219999,36.84,-1.74
129,-18,5.46,-18.119999,-4.14,-8.76,18.72,-5.8799996,-14.219999,36.84,-1.74
129,-17,11.7,-9.42,-4.02,-2.52,27.42,-5.7599998,-14.219999,36.84,-1.74
129,-16,18.539999,-6.18,-9.059999,4.3199997,30.66,-10.8,-14.219999,36.84,-1.74
129,-15,23.46,-12.179999,-24.84,9.24,24.66,-26.58,-14.219999,36.84,-1.74
130,-15,19.68,4.14,-2.3999999,5.46,40.98,-4.14,-14.219999,36.84,-1.74
131,-15,30.9,8.4,0.65999997,16.68,45.239998,-1.0799999,-14.219999,36.84,-1.74
132,-15,38.7,4.44,-11.82,24.48,41.28,-13.559999,-14.219999,36.84,-1.74
133,-15,35.94,-15.48,-26.64,21.72,21.359999,-28.38,-14.219999,36.84,-1.74
134,-15,22.92,-25.859999,-31.56,8.7,10.98,-33.3,-14.219999,36.84,-1.74
134,-14,11.88,-29.76,-25.38,-2.34,7.08,-27.119999,-14.219999,36.84,-1.74
134,-13,3.06,-27.06,-17.88,-11.16,9.78,-19.619999,-14.219999,36.84,-1.74
134,-12,2.58,-26.519999,-15.66,-11.639999,10.32,-17.4,-14.219999,36.84,-1.74
134,-11,10.08,-27.599998,-10.139999,-4.14,9.24,-11.88,-14.219999,36.84,-1.74
133,-11,12.66,-30.539999,-11.639999,-1.56,6.2999997,-13.38,-14.219999,36.84,-1.74
133,-10,16.68,-34.68,-4.92,2.46,2.1599998,-6.66,-14.219999,36.84,-1.74
132,-10,17.699999,-30.06,10.44,3.48,6.7799997,8.7,-14.219999,36.84,-1.74
132,-9,8.58,-23.4,20.16,-5.64,13.44,18.42,-14.219999,36.84,-1.74
132,-14,30.0,-8.4,-32.04,15.78,28.439999,-33.78,-14.219999,36.84,-1.74
132,-13,23.16,-21.0,-41.579998,8.94,15.839999,-43.32,-14.219999,36.84,-1.74
132,-12,17.94,-24.84,-42.6,3.72,12.0,-44.34,-14.219999,36.84,-1.74
131,-12,19.08,-22.619999,-41.46,4.8599997,14.219999,-43.2,-14.219999,36.84,-1.74
131,-11,17.46,-35.28,-28.74,3.24,1.56,-30.48,-14.219999,36.84,-1.74
131,-10,15.48,-36.899998,-7.2,1.26,-0.06,-8.94,-14.219999,36.84,-1.74
128,-41,7.68,8.22,-52.02,-12.78,30.539999,-32.52,-20.46,22.32,19.5
127,-41,33.059998,10.139999,-45.84,12.599999,32.46,-26.34,-20.46,22.32,19.5
126,-41,38.52,-4.14,-36.899998,18.06,18.18,-17.4,-20.46,22.32,19.5
125,-41,37.62,-8.639999,-38.52,17.16,13.679999,-19.02,-20.46,22.32,19.5
125,-40,47.879997,-16.92,-32.28,27.42,5.4,-12.78,-20.46,22.32,19.5
125,-39,58.14,-25.38,-29.939999,37.68,-3.06,-10.44,-20.46,22.32,19.5
124,-39,46.44,-24.84,-15.299999,25.98,-2.52,4.2,-20.46,22.32,19.5
123,-39,39.84,-12.78,-0.78,19.38,9.54,18.72,-20.46,22.32,19.5
122,-39,33.059998,-2.9399998,13.559999,12.599999,19.38,33.059998,-20.46,22.32,19.5
121,-39,25.14,-5.8199997,22.74,4.68,16.5,42.239998,-20.46,22.32,19.5
120,-39,15.9,-4.98,25.26,-4.56,17.34,44.76,-20.46,22.32,19.5
119,-39,8.4,0.42,21.0,-12.059999,22.74,40.5,-20.46,22.32,19.5
118,-39,13.44,2.52,18.779999,-7.02,24.84,38.28,-20.46,22.32,19.5
118,-40,13.0199995,-12.78,14.7,-7.44,9.54,34.2,-20.46,22.32,19.5
118,-41,11.28,-22.32,-0.24,-9.179999,0.0,19.26,-20.46,22.32,19.5
117,-41,11.04,-21.42,-4.44,-9.42,0.9,15.059999,-20.46,22.32,19.5
116,-41,13.799999,-19.38,-15.839999,-6.66,2.9399998,3.6599998,-20.46,22.32,19.5
115,-41,17.34,-21.779999,-25.14,-3.12,0.53999996,-5.64,-20.46,22.32,19.5
114,-41,24.119999,-18.9,-34.8,3.6599998,3.4199998,-15.299999,-20.46,22.32,19.5
113,-41,29.22,-17.76,-33.54,8.76,4.56,-14.04,-20.46,22.32,19.5
112,-41,23.699999,-17.58,-24.06,3.24,4.74,-4.56,-20.46,22.32,19.5
112,-40,18.9,-16.26,-26.58,-1.56,6.06,-7.08,-20.46,22.32,19.5
112,-39,16.68,-23.039999,-20.16,-3.78,-0.71999997,-0.65999997,-20.46,22.32,19.5
112,-38,1.3199999,-4.14,-9.719999,-19.14,18.18,9.78,-20.46,22.32,19.5
112,-37,7.3799996,11.219999,0.12,-13.08,33.54,19.619999,-20.46,22.32,19.5
112,-36,12.78,7.68,-12.54,-7.68,30.0,6.96,-20.46,22.32,19.5
112,-35,13.86,3.12,-18.9,-6.6,25.439999,0.59999996,-20.46,22.32,19.5
112,-34,16.14,-2.46,-17.4,-4.3199997,19.859999,2.1,-20.46,22.32,19.5
112,-33,22.02,-3.24,-9.719999,1.56,19.08,9.78,-20.46,22.32,19.5
112,-32,27.18,-6.72,-6.8999996,6.72,15.599999,12.599999,-20.46,22.32,19.5
