time,seconds_elapsed,z,y,x
1733237885048953000,0.198953125,-146.3000030517578,-37.60000228881836,-0.30000001192092896
1733237885058903600,0.208903564453125,-143.1999969482422,-35.29999923706055,3.200000047683716
1733237885068865500,0.218865478515625,-140.90000915527344,-34.10000228881836,4.900000095367432
1733237885078862800,0.22886279296875,-140,-33.79999923706055,5.900000095367432
1733237885088894500,0.23889453125,-140,-33.5,5.900000095367432
1733237885098893800,0.248893798828125,-139.5,-32.79999923706055,7.300000190734863
1733237885108893700,0.258893798828125,-138.8000030517578,-33.10000228881836,6.700000286102295
1733237885118905300,0.2689052734375,-138.5,-32.70000076293945,6.800000190734863
1733237885128830200,0.278830322265625,-138.40000915527344,-32.29999923706055,6.900000095367432
1733237885138899700,0.288899658203125,-138.5,-31.80000114440918,7.400000095367432
1733237885148885800,0.2988857421875,-137.90000915527344,-32.20000076293945,7.599999904632568
1733237885158867000,0.308866943359375,-137.8000030517578,-32,7.599999904632568
1733237885168914400,0.31891455078125,-137.90000915527344,-32,7.800000190734863
1733237885178923300,0.32892333984375,-137.10000610351562,-31.700000762939453,8.199999809265137
1733237885188826600,0.33882666015625,-136.60000610351562,-31.399999618530273,8
1733237885198852000,0.34885205078125,-137.1999969482422,-31.600000381469727,7.700000286102295
1733237885208846000,0.35884619140625,-137.1999969482422,-32,8
1733237885218892000,0.36889208984375,-138.10000610351562,-31.700000762939453,8.600000381469727
1733237885228842800,0.3788427734375,-137,-32.10000228881836,8.300000190734863
1733237885239048700,0.389048583984375,-136.6999969482422,-31.399999618530273,8.600000381469727
1733237885248822000,0.398822021484375,-136.90000915527344,-31.899999618530273,8.5
1733237885258857000,0.40885693359375,-137.10000610351562,-31.600000381469727,8.40000057220459
1733237885268999000,0.4189990234375,-138.10000610351562,-31.600000381469727,8.600000381469727
1733237885278990600,0.428990478515625,-136.40000915527344,-32,8.199999809265137
1733237885288847000,0.43884716796875,-136.6999969482422,-32.20000076293945,8.600000381469727
1733237885298867500,0.448867431640625,-136.90000915527344,-32,8.40000057220459
1733237885308963000,0.458963134765625,-136.90000915527344,-31.899999618530273,8.300000190734863
1733237885318966800,0.468966796875,-136.90000915527344,-31.80000114440918,8.40000057220459
1733237885329011200,0.47901123046875,-137,-31.700000762939453,8.40000057220459
1733237885338934000,0.48893408203125,-136.60000610351562,-31.5,8.800000190734863
1733237885349014300,0.49901416015625,-136.60000610351562,-31.5,8.800000190734863
1733237885358956300,0.508956298828125,-136.60000610351562,-31.600000381469727,8.800000190734863
1733237885368998700,0.51899853515625,-136.60000610351562,-31.600000381469727,8.90000057220459
1733237885378930000,0.528929931640625,-136.60000610351562,-31.600000381469727,8.90000057220459
1733237885388909300,0.538909423828125,-136.60000610351562,-31.600000381469727,8.90000057220459
1733237885398936000,0.54893603515625,-136.60000610351562,-31.600000381469727,8.90000057220459
1733237885408900000,0.558900146484375,-136.60000610351562,-31.700000762939453,9
1733237885418926300,0.56892626953125,-136.60000610351562,-31.700000762939453,9
1733237885428895500,0.5788955078125,-136.60000610351562,-31.700000762939453,9.100000381469727
1733237885438926300,0.58892626953125,-136.60000610351562,-31.80000114440918,9.199999809265137
1733237885448910800,0.598910888671875,-136.60000610351562,-31.899999618530273,9.199999809265137
1733237885458925300,0.60892529296875,-136.6999969482422,-31.899999618530273,9.300000190734863
1733237885468868400,0.618868408203125,-136.6999969482422,-32,9.300000190734863
1733237885479064600,0.629064697265625,-136.6999969482422,-32.10000228881836,9.40000057220459
1733237885488899800,0.63889990234375,-136.8000030517578,-32.29999923706055,9.5
1733237885498891500,0.6488916015625,-136.8000030517578,-32.400001525878906,9.600000381469727
1733237885508883500,0.658883544921875,-136.90000915527344,-32.5,9.699999809265137
1733237885518923800,0.668923828125,-136.90000915527344,-32.60000228881836,9.800000190734863
1733237885528975400,0.678975341796875,-136.90000915527344,-32.70000076293945,9.90000057220459
1733237885538934000,0.68893408203125,-137,-32.70000076293945,10
1733237885548933000,0.69893310546875,-137.10000610351562,-32.79999923706055,10.100000381469727
1733237885558905600,0.708905517578125,-137.10000610351562,-32.900001525878906,10.199999809265137
1733237885568875800,0.718875732421875,-137.10000610351562,-33,10.300000190734863
1733237885578908200,0.728908203125,-137.1999969482422,-33,10.40000057220459
1733237885588969000,0.738968994140625,-137.1999969482422,-33,10.5
1733237885598886700,0.74888671875,-137.3000030517578,-33.10000228881836,10.600000381469727
1733237885608897300,0.758897216796875,-137.3000030517578,-33.10000228881836,10.699999809265137
1733237885618989000,0.768989013671875,-137.3000030517578,-33.20000076293945,10.800000190734863
1733237885628872400,0.77887255859375,-137.40000915527344,-33.20000076293945,10.800000190734863
1733237885638890200,0.78889013671875,-137.40000915527344,-33.20000076293945,10.90000057220459
1733237885648935200,0.79893505859375,-137.40000915527344,-33.29999923706055,11
1733237885658885600,0.8088857421875,-137.40000915527344,-33.400001525878906,11
1733237885668883000,0.818883056640625,-137.40000915527344,-33.5,11.100000381469727
1733237885678911200,0.8289111328125,-137.5,-33.60000228881836,11.199999809265137
1733237885688874800,0.838874755859375,-137.5,-33.70000076293945,11.300000190734863
1733237885698882000,0.848882080078125,-137.5,-33.79999923706055,11.40000057220459
1733237885708946400,0.858946533203125,-137.60000610351562,-33.900001525878906,11.40000057220459
1733237885718880800,0.868880859375,-137.5,-34,11.5
1733237885728892700,0.878892578125,-137.60000610351562,-34.20000076293945,11.5
1733237885738919400,0.88891943359375,-137.60000610351562,-34.29999923706055,11.600000381469727
1733237885748856600,0.898856689453125,-137.60000610351562,-34.5,11.600000381469727
1733237885758940400,0.9089404296875,-137.60000610351562,-34.60000228881836,11.600000381469727
1733237885769021400,0.919021484375,-137.60000610351562,-34.70000076293945,11.600000381469727
1733237885778977000,0.92897705078125,-137.60000610351562,-34.79999923706055,11.5
1733237885788877800,0.9388779296875,-137.60000610351562,-34.79999923706055,11.40000057220459
1733237885798893600,0.9488935546875,-137.60000610351562,-34.900001525878906,11.300000190734863
1733237885808916700,0.958916748046875,-137.60000610351562,-35,11.199999809265137
1733237885819010600,0.969010498046875,-137.6999969482422,-35,11.100000381469727
1733237885828913200,0.9789130859375,-137.60000610351562,-35.10000228881836,11
1733237885838923800,0.988923828125,-137.60000610351562,-35.20000076293945,10.90000057220459
1733237885848884700,0.998884765625,-137.60000610351562,-35.20000076293945,10.800000190734863
1733237885858921500,1.00892138671875,-137.60000610351562,-35.29999923706055,10.699999809265137
1733237885868902700,1.018902587890625,-137.5,-35.400001525878906,10.600000381469727
1733237885878924800,1.0289248046875,-137.5,-35.5,10.5
1733237885888903700,1.038903564453125,-137.60000610351562,-35.60000228881836,10.40000057220459
1733237885898928000,1.04892822265625,-137.60000610351562,-35.79999923706055,10.40000057220459
1733237885908882400,1.05888232421875,-137.60000610351562,-35.900001525878906,10.300000190734863
1733237885919045600,1.069045654296875,-137.60000610351562,-36.10000228881836,10.199999809265137
1733237885928913700,1.07891357421875,-137.6999969482422,-36.29999923706055,10.199999809265137
1733237885938926600,1.088926513671875,-137.6999969482422,-36.400001525878906,10.100000381469727
1733237885948907000,1.098906982421875,-137.6999969482422,-36.5,10
1733237885958978600,1.108978515625,-137.6999969482422,-36.70000076293945,10
1733237885968887000,1.118886962890625,-137.8000030517578,-36.79999923706055,9.90000057220459
1733237885978929400,1.128929443359375,-137.8000030517578,-36.900001525878906,9.800000190734863
1733237885988920600,1.138920654296875,-137.90000915527344,-37.10000228881836,9.699999809265137
1733237885998925800,1.14892578125,-137.8000030517578,-37.20000076293945,9.699999809265137
1733237886008874200,1.158874267578125,-137.8000030517578,-37.20000076293945,9.600000381469727
1733237886018928600,1.1689287109375,-137.90000915527344,-37.29999923706055,9.5
1733237886028888000,1.17888818359375,-137.90000915527344,-37.400001525878906,9.40000057220459
1733237886038900700,1.188900634765625,-137.90000915527344,-37.400001525878906,9.40000057220459
1733237886048901400,1.1989013671875,-137.90000915527344,-37.5,9.300000190734863
1733237886058942200,1.208942138671875,-137.90000915527344,-37.60000228881836,9.300000190734863
1733237886068900000,1.218900146484375,-137.90000915527344,-37.70000076293945,9.199999809265137
1733237886078915300,1.228915283203125,-138,-37.79999923706055,9.199999809265137
1733237886088940300,1.238940185546875,-138,-37.900001525878906,9.300000190734863
1733237886098894000,1.24889404296875,-138,-38,9.300000190734863
1733237886108877300,1.258877197265625,-138,-38.10000228881836,9.300000190734863
1733237886118930700,1.2689306640625,-138.10000610351562,-38.29999923706055,9.40000057220459
1733237886128867600,1.27886767578125,-138.10000610351562,-38.400001525878906,9.40000057220459
1733237886138909700,1.28890966796875,-138.10000610351562,-38.5,9.40000057220459
1733237886148901600,1.298901611328125,-138.1999969482422,-38.70000076293945,9.40000057220459
1733237886158909200,1.3089091796875,-138.1999969482422,-38.79999923706055,9.40000057220459
1733237886168969500,1.318969482421875,-138.3000030517578,-39,9.40000057220459
1733237886178892800,1.328892822265625,-138.40000915527344,-39.10000228881836,9.40000057220459
1733237886188889600,1.3388896484375,-138.3000030517578,-39.20000076293945,9.40000057220459
1733237886198915600,1.34891552734375,-138.3000030517578,-39.29999923706055,9.40000057220459
1733237886208892400,1.358892333984375,-138.3000030517578,-39.400001525878906,9.40000057220459
1733237886219034000,1.3690341796875,-138.3000030517578,-39.5,9.40000057220459
1733237886228919000,1.3789189453125,-138.3000030517578,-39.5,9.40000057220459
1733237886238913300,1.388913330078125,-138.3000030517578,-39.60000228881836,9.40000057220459
1733237886249013200,1.39901318359375,-138.3000030517578,-39.70000076293945,9.300000190734863
1733237886258903800,1.40890380859375,-138.3000030517578,-39.70000076293945,9.300000190734863
1733237886269036800,1.419036865234375,-138.3000030517578,-39.70000076293945,9.300000190734863
1733237886278909400,1.428909423828125,-138.3000030517578,-39.70000076293945,9.40000057220459
1733237886288891400,1.438891357421875,-138.1999969482422,-39.79999923706055,9.40000057220459
1733237886298912300,1.448912353515625,-138.1999969482422,-39.79999923706055,9.40000057220459
