time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1733404607696000000,1.003,0.7799999713897705,unplugged,false
1733404608700000000,2.007,0.7799999713897705,unplugged,false
1733404609701000000,3.008,0.7799999713897705,unplugged,false
1733404610700000000,4.007,0.7799999713897705,unplugged,false
1733404611699000000,5.006,0.7799999713897705,unplugged,false
1733404612699000000,6.006,0.7799999713897705,unplugged,false
1733404613699000000,7.006,0.7799999713897705,unplugged,false
1733404614700000000,8.007,0.7799999713897705,unplugged,false
1733404615700000000,9.007,0.7799999713897705,unplugged,false
1733404616701000000,10.008,0.7799999713897705,unplugged,false
1733404617701000000,11.008,0.7799999713897705,unplugged,false
1733404618702000000,12.009000244140625,0.7799999713897705,unplugged,false
1733404619703000000,13.01,0.7799999713897705,unplugged,false
1733404620703000000,14.01,0.7799999713897705,unplugged,false
1733404621703000000,15.01,0.7799999713897705,unplugged,false
1733404622704000000,16.011,0.7799999713897705,unplugged,false
1733404623704000000,17.011,0.7799999713897705,unplugged,false
1733404624704000000,18.011,0.7799999713897705,unplugged,false
1733404625704000000,19.011,0.7799999713897705,unplugged,false
1733404626704000000,20.011,0.7799999713897705,unplugged,false
1733404627705000000,21.012,0.7799999713897705,unplugged,false
1733404628705000000,22.012,0.7799999713897705,unplugged,false
1733404629706000000,23.012999755859376,0.7799999713897705,unplugged,false
1733404630710000000,24.017000244140625,0.7799999713897705,unplugged,false
1733404631710000000,25.017000244140625,0.7799999713897705,unplugged,false
1733404632710000000,26.017000244140625,0.7799999713897705,unplugged,false
1733404633708000000,27.015,0.7799999713897705,unplugged,false
1733404634709000000,28.016,0.7799999713897705,unplugged,false
1733404635710000000,29.017000244140625,0.7799999713897705,unplugged,false
1733404636709000000,30.016,0.7799999713897705,unplugged,false
1733404637709000000,31.016,0.7799999713897705,unplugged,false
1733404638711000000,32.018,0.7799999713897705,unplugged,false
1733404639709000000,33.016,0.7799999713897705,unplugged,false
1733404640711000000,34.018,0.7799999713897705,unplugged,false
1733404641710000000,35.017000244140625,0.7799999713897705,unplugged,false
1733404642710000000,36.017000244140625,0.7799999713897705,unplugged,false
1733404643711000000,37.018,0.7799999713897705,unplugged,false
1733404644709000000,38.016,0.7799999713897705,unplugged,false
1733404645710000000,39.017000244140625,0.7799999713897705,unplugged,false
1733404646710000000,40.017000244140625,0.7799999713897705,unplugged,false
1733404647712000000,41.019,0.7799999713897705,unplugged,false
1733404648709000000,42.016,0.7799999713897705,unplugged,false
