time,seconds_elapsed,dBFS
1733404606695000000,0.002,-160
1733404606695000000,0.002,-160
1733404606840000000,0.147,-160
1733404606951000000,0.258,-160
1733404607067000000,0.374,-160
1733404607187000000,0.494,-82
1733404607309000000,0.616,-51
1733404607419000000,0.726,-32
1733404607539000000,0.846,-27
1733404607654000000,0.961000244140625,-27
1733404607771000000,1.078,-37
1733404607888000000,1.195,-44
1733404608009000000,1.316,-37
1733404608122000000,1.428999755859375,-26
1733404608240000000,1.547,-32
1733404608371000000,1.678,-39
1733404608474000000,1.780999755859375,-7
1733404608590000000,1.897000244140625,-24
1733404608713000000,2.02,-39
1733404608827000000,2.134,-42
1733404608942000000,2.249000244140625,-34
1733404609059000000,2.366,-40
1733404609177000000,2.484,-40
1733404609294000000,2.601000244140625,-30
1733404609411000000,2.718,-43
1733404609528000000,2.835,-39
1733404609648000000,2.955,-40
1733404609763000000,3.07,-30
1733404609880000000,3.187,-31
1733404610000000000,3.307,-38
1733404610113000000,3.42,-48
1733404610231000000,3.538,-45
1733404610348000000,3.655,-25
1733404610466000000,3.772999755859375,-16
1733404610583000000,3.89,-43
1733404610700000000,4.007,-46
1733404610818000000,4.124999755859375,-49
1733404610938000000,4.244999755859375,-13
1733404611052000000,4.359,-28
1733404611168000000,4.475,-20
1733404611288000000,4.595,-22
1733404611405000000,4.712,-39
1733404611522000000,4.828999755859375,-15
1733404611639000000,4.946,-27
1733404611758000000,5.065000244140625,-37
1733404611872000000,5.179,-46
1733404611989000000,5.296,-42
1733404612108000000,5.415,-16
1733404612224000000,5.531,-17
1733404612341000000,5.648,-41
1733404612458000000,5.764999755859375,-37
1733404612577000000,5.884,-33
1733404612693000000,6,-12
1733404612809000000,6.116,-24
1733404612926000000,6.233000244140625,-37
1733404613044000000,6.351,-43
1733404613161000000,6.468,-43
1733404613278000000,6.585000244140625,-28
1733404613397000000,6.704,-40
1733404613513000000,6.82,-44
1733404613630000000,6.937000244140625,-14
1733404613748000000,7.055,-19
1733404613864000000,7.171,-41
1733404613981000000,7.288,-49
1733404614098000000,7.404999755859375,-36
1733404614219000000,7.526,-39
1733404614333000000,7.64,-39
1733404614460000000,7.767,-55
1733404614567000000,7.874,-54
1733404614685000000,7.992,-57
1733404614801000000,8.108,-51
1733404614918000000,8.225000244140626,-52
1733404615038000000,8.345000244140625,-45
1733404615153000000,8.46,-51
1733404615272000000,8.579,-38
1733404615388000000,8.695,-49
1733404615508000000,8.815,-53
1733404615622000000,8.929000244140624,-56
1733404615739000000,9.046,-58
1733404615857000000,9.164,-28
1733404615973000000,9.28,-35
1733404616091000000,9.398,-45
1733404616208000000,9.515,-38
1733404616327000000,9.634,-34
1733404616442000000,9.748999755859375,-23
1733404616559000000,9.866,-21
1733404616677000000,9.984,-27
1733404616793000000,10.1,-25
1733404616910000000,10.217000244140625,-34
1733404617028000000,10.335,-21
1733404617146000000,10.452999755859375,-33
1733404617265000000,10.572,-38
1733404617379000000,10.686,-53
1733404617501000000,10.808,-35
1733404617614000000,10.921000244140625,-28
1733404617731000000,11.038,-38
1733404617850000000,11.156999755859376,-56
1733404617968000000,11.275,-64
1733404618082000000,11.388999755859375,-71
1733404618200000000,11.507,-22
1733404618316000000,11.623,-28
1733404618435000000,11.742,-58
1733404618554000000,11.860999755859375,-56
1733404618668000000,11.975,-66
1733404618787000000,12.094,-30
1733404618903000000,12.21,-41
1733404619020000000,12.327,-64
1733404619137000000,12.444,-70
1733404619258000000,12.564999755859375,-51
1733404619372000000,12.679,-32
1733404619489000000,12.796,-45
1733404619606000000,12.913000244140624,-62
1733404619723000000,13.03,-66
1733404619842000000,13.148999755859375,-67
1733404619958000000,13.265000244140625,-14
1733404620076000000,13.383,-35
1733404620193000000,13.5,-59
1733404620310000000,13.617000244140625,-74
1733404620428000000,13.735,-49
1733404620544000000,13.851,-26
1733404620661000000,13.968,-26
1733404620778000000,14.084999755859375,-63
1733404620900000000,14.207,-74
1733404621012000000,14.319,-42
1733404621129000000,14.436,-25
1733404621247000000,14.554,-52
1733404621364000000,14.671,-75
1733404621481000000,14.788,-77
1733404621607000000,14.914,-9
1733404621717000000,15.024,-24
1733404621833000000,15.14,-42
1733404621950000000,15.257000244140626,-57
1733404622068000000,15.375,-59
1733404622189000000,15.496,-51
1733404622301000000,15.608,-14
1733404622418000000,15.724999755859375,-46
1733404622541000000,15.848,-60
1733404622653000000,15.96,-68
1733404622771000000,16.078,-20
1733404622888000000,16.195,-36
1733404623008000000,16.315,-64
1733404623121000000,16.428,-52
1733404623239000000,16.546,-24
1733404623357000000,16.664,-24
1733404623473000000,16.78,-64
1733404623590000000,16.897000244140624,-57
1733404623708000000,17.015,-52
1733404623828000000,17.135,-73
1733404623942000000,17.249000244140625,-46
1733404624059000000,17.366,-41
1733404624178000000,17.484999755859373,-32
1733404624293000000,17.6,-34
1733404624411000000,17.718,-38
1733404624528000000,17.835,-32
1733404624646000000,17.953000244140625,-23
1733404624763000000,18.07,-14
1733404624883000000,18.19,-37
1733404624997000000,18.304,-45
1733404625114000000,18.420999755859373,-46
1733404625232000000,18.539,-49
1733404625349000000,18.656,-30
1733404625467000000,18.774,-36
1733404625583000000,18.89,-47
1733404625703000000,19.01,-51
1733404625817000000,19.124,-63
1733404625943000000,19.25,-22
1733404626052000000,19.359,-21
1733404626168000000,19.475,-44
1733404626287000000,19.594,-65
1733404626403000000,19.71,-71
1733404626521000000,19.828,-55
1733404626638000000,19.945000244140626,-27
1733404626760000000,20.067,-39
1733404626872000000,20.179,-45
1733404626988000000,20.295,-39
1733404627106000000,20.412999755859374,-35
1733404627224000000,20.531,-8
1733404627340000000,20.647,-40
1733404627458000000,20.764999755859375,-39
1733404627578000000,20.884999755859376,-36
1733404627693000000,21,-19
1733404627809000000,21.116,-24
1733404627927000000,21.234,-35
1733404628044000000,21.351,-63
1733404628168000000,21.475,-67
1733404628279000000,21.586,-76
1733404628396000000,21.703,-64
1733404628514000000,21.820999755859376,-62
1733404628630000000,21.937000244140624,-15
1733404628757000000,22.064,-33
1733404628864000000,22.171,-45
1733404628981000000,22.288,-29
1733404629098000000,22.404999755859375,-22
1733404629219000000,22.526,-25
1733404629333000000,22.64,-38
1733404629450000000,22.756999755859376,-49
1733404629568000000,22.875,-48
1733404629687000000,22.994,-55
1733404629802000000,23.108999755859376,-22
1733404629919000000,23.226,-37
1733404630037000000,23.344,-50
1733404630154000000,23.460999755859376,-68
1733404630275000000,23.582,-53
1733404630388000000,23.695,-15
1733404630510000000,23.817000244140626,-31
1733404630622000000,23.929000244140624,-52
1733404630739000000,24.046,-45
1733404630858000000,24.164999755859377,-48
1733404630973000000,24.28,-18
1733404631090000000,24.396999755859376,-9
1733404631209000000,24.516,-46
1733404631326000000,24.633000244140625,-54
1733404631442000000,24.748999755859376,-54
1733404631559000000,24.866,-16
1733404631677000000,24.984,-39
1733404631794000000,25.100999755859377,-40
1733404631911000000,25.218,-48
1733404632030000000,25.337000244140626,-51
1733404632147000000,25.454,-35
1733404632263000000,25.57,-35
1733404632380000000,25.687,-36
1733404632498000000,25.804999755859374,-33
1733404632614000000,25.921000244140625,-9
1733404632731000000,26.038,-18
1733404632849000000,26.156,-11
1733404632968000000,26.275,-42
1733404633083000000,26.39,-39
1733404633202000000,26.508999755859374,-44
1733404633318000000,26.625000244140626,-15
1733404633438000000,26.745000244140623,-30
1733404633552000000,26.859,-38
1733404633669000000,26.976,-38
1733404633787000000,27.094,-25
1733404633903000000,27.21,-18
1733404634021000000,27.328,-25
1733404634137000000,27.444,-38
1733404634257000000,27.564,-44
1733404634372000000,27.679,-43
1733404634489000000,27.796,-15
1733404634676000000,27.983,-29
1733404634724000000,28.031,-33
1733404634841000000,28.148,-36
1733404634958000000,28.265000244140627,-40
1733404635076000000,28.383,-21
1733404635193000000,28.5,-35
1733404635310000000,28.617000244140623,-39
1733404635428000000,28.735,-30
1733404635544000000,28.851,-34
1733404635661000000,28.968,-17
1733404635779000000,29.086,-38
1733404635909000000,29.216,-38
1733404636013000000,29.32,-37
1733404636130000000,29.436999755859375,-46
1733404636247000000,29.554,-18
1733404636367000000,29.674,-22
1733404636482000000,29.788999755859376,-31
1733404636598000000,29.905000244140624,-19
1733404636716000000,30.023,-23
1733404636833000000,30.14,-29
1733404636949000000,30.256,-32
1733404637066000000,30.372999755859375,-38
1733404637187000000,30.494,-42
1733404637302000000,30.609000244140624,-46
1733404637419000000,30.726,-47
1733404637538000000,30.844999755859376,-31
1733404637654000000,30.961000244140624,-56
1733404637771000000,31.078,-42
1733404637888000000,31.195,-53
1733404638007000000,31.314,-42
1733404638122000000,31.428999755859376,-42
1733404638240000000,31.547,-48
1733404638356000000,31.663,-23
1733404638474000000,31.780999755859376,-18
1733404638591000000,31.898,-33
1733404638708000000,32.015,-45
1733404638828000000,32.135,-37
1733404638943000000,32.25,-31
1733404639059000000,32.366,-12
1733404639178000000,32.48499975585938,-28
1733404639294000000,32.60100024414062,-30
1733404639412000000,32.719,-39
1733404639529000000,32.836,-37
1733404639648000000,32.955,-11
1733404639764000000,33.071,-24
1733404639882000000,33.18899975585938,-38
1733404640000000000,33.307,-52
1733404640116000000,33.423,-46
1733404640232000000,33.539,-46
1733404640348000000,33.655,-19
1733404640468000000,33.775,-42
1733404640583000000,33.89,-38
1733404640700000000,34.007,-36
1733404640817000000,34.124,-15
1733404640943000000,34.25,-28
1733404641052000000,34.359,-38
1733404641169000000,34.476,-48
1733404641287000000,34.594,-47
1733404641404000000,34.711,-11
1733404641521000000,34.828,-25
1733404641638000000,34.94500024414062,-48
1733404641758000000,35.06500024414063,-56
1733404641873000000,35.18,-45
1733404641990000000,35.29700024414063,-15
1733404642106000000,35.412999755859374,-33
1733404642224000000,35.531,-39
1733404642342000000,35.64900024414062,-51
1733404642458000000,35.76499975585938,-49
1733404642576000000,35.883,-17
1733404642694000000,36.00100024414063,-9
1733404642810000000,36.116999755859375,-41
1733404642929000000,36.236,-63
1733404643054000000,36.36100024414063,-61
1733404643161000000,36.468,-29
1733404643280000000,36.587,-18
1733404643396000000,36.703,-55
1733404643514000000,36.820999755859376,-63
1733404643631000000,36.938,-50
1733404643749000000,37.056,-4
1733404643868000000,37.175,-36
1733404643982000000,37.289000244140624,-39
1733404644099000000,37.406,-44
1733404644217000000,37.524,-18
1733404644333000000,37.64,-23
1733404644451000000,37.758,-12
1733404644568000000,37.875,-39
1733404644689000000,37.996,-51
1733404644802000000,38.10899975585937,-52
1733404644920000000,38.227,-18
1733404645036000000,38.343,-37
1733404645153000000,38.46,-47
1733404645274000000,38.580999755859374,-51
1733404645388000000,38.695,-17
1733404645507000000,38.814,-23
1733404645622000000,38.929000244140624,-40
1733404645739000000,39.046,-55
1733404645857000000,39.164,-50
