version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 15,1732873766794,2024-11-29_09-49-26,Asia/Seoul,ios,1.40,e2757397-0d48-44e6-8671-5b9eb861e828,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Compass|Barometer|Location|Microphone|Heart Rate|Wrist Motion|Watch Location|Watch Barometer|Pedometer|Headphone|Battery|Brightness|Network|Annotation|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|10|0|0|100|10|10|10|10|10|10|1000|1000|2000||10|10|10,false
