time,seconds_elapsed,dBFS
1733231736076000000,0.069,-160
1733231736241000000,0.234,-160
1733231736350000000,0.343000244140625,-160
1733231736467000000,0.46,-160
1733231736590000000,0.583000244140625,-36
1733231736702000000,0.695000244140625,-24
1733231736818000000,0.810999755859375,-36
1733231736940000000,0.933,-50
1733231737053000000,1.046,-45
1733231737170000000,1.162999755859375,-41
1733231737287000000,1.28,-45
1733231737409000000,1.402,-56
1733231737521000000,1.514,-40
1733231737639000000,1.632,-50
1733231737756000000,1.749,-53
1733231737877000000,1.87,-36
1733231738031000000,2.024,-4
1733231738141000000,2.134,-41
1733231738258000000,2.250999755859375,-47
1733231738379000000,2.372,-47
1733231738493000000,2.486,-5
1733231738610000000,2.602999755859375,-36
1733231738728000000,2.721,-38
1733231738846000000,2.839000244140625,-44
1733231738963000000,2.956,-49
1733231739079000000,3.072,-43
1733231739197000000,3.19,-50
1733231739313000000,3.306,-49
1733231739430000000,3.423000244140625,-47
1733231739547000000,3.54,-51
1733231739670000000,3.663000244140625,-54
1733231739782000000,3.775000244140625,-49
1733231739899000000,3.892,-22
1733231740017000000,4.01,-23
1733231740134000000,4.127000244140625,-34
1733231740252000000,4.245,-32
1733231740368000000,4.361,-49
1733231740487000000,4.48,-42
1733231740602000000,4.594999755859375,-36
1733231740720000000,4.713,-46
1733231740837000000,4.83,-38
1733231740955000000,4.948,-39
1733231741071000000,5.064,-41
1733231741189000000,5.182,-52
1733231741307000000,5.3,-24
1733231741423000000,5.416,-22
1733231741540000000,5.533,-24
1733231741656000000,5.649,-33
1733231741774000000,5.767000244140625,-38
1733231741891000000,5.884,-36
1733231742008000000,6.001,-25
1733231742128000000,6.121,-29
