time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1733461394853000000,2.021,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461396854000000,4.022000244140625,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461398853000000,6.021,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461400854000000,8.022000244140624,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461402854000000,10.022000244140624,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461404852000000,12.02,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461406853000000,14.021,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461408858000000,16.025999755859374,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461410858000000,18.025999755859374,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461412856000000,20.024,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
1733461414855000000,22.023,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.99.196,5240,,
