time,seconds_elapsed,dBFS
1733461392979000000,0.147,-160
1733461393096000000,0.264,-160
1733461393213000000,0.381,-160
1733461393331000000,0.499,-50
1733461393449000000,0.617,-25
1733461393565000000,0.733,-15
1733461393683000000,0.851,-10
1733461393800000000,0.968,-12
1733461393917000000,1.085,-13
1733461394034000000,1.201999755859375,-15
1733461394154000000,1.321999755859375,-15
1733461394269000000,1.437,-14
1733461394385000000,1.553,-5
1733461394502000000,1.670000244140625,-13
1733461394621000000,1.789,-17
1733461394739000000,1.907,-15
1733461394856000000,2.024,-15
1733461394971000000,2.139,-18
1733461395092000000,2.26,-16
1733461395243000000,2.411,-13
1733461395323000000,2.491,-17
1733461395440000000,2.608,-17
1733461395560000000,2.728,-15
1733461395675000000,2.843,-20
1733461395795000000,2.963,-20
1733461395914000000,3.081999755859375,-21
1733461396026000000,3.193999755859375,-18
1733461396144000000,3.312,-20
1733461396260000000,3.428,-15
1733461396380000000,3.548,-9
1733461396495000000,3.663,-15
1733461396613000000,3.781,-16
1733461396731000000,3.899,-14
1733461396847000000,4.015,-18
1733461396964000000,4.132,-16
1733461397081000000,4.249,-11
1733461397201000000,4.369,-15
1733461397316000000,4.484,-14
1733461397433000000,4.601,-13
1733461397550000000,4.718000244140625,-12
1733461397667000000,4.835,-8
1733461397784000000,4.952,-16
1733461397901000000,5.069,-19
1733461398019000000,5.187,-10
1733461398135000000,5.303,-17
1733461398252000000,5.42,-12
1733461398373000000,5.541,-18
1733461398487000000,5.655,-14
1733461398604000000,5.772,-16
1733461398721000000,5.889,-14
1733461398856000000,6.024,-16
1733461398972000000,6.14,-16
1733461399090000000,6.257999755859375,-10
1733461399207000000,6.375,-17
1733461399324000000,6.492,-16
1733461399441000000,6.609,-13
1733461399562000000,6.729999755859375,-16
1733461399675000000,6.843,-21
1733461399793000000,6.961,-15
1733461399910000000,7.078000244140625,-16
1733461400027000000,7.195,-16
1733461400144000000,7.312,-17
1733461400262000000,7.430000244140625,-9
1733461400380000000,7.548,-10
1733461400496000000,7.664,-10
1733461400613000000,7.781,-13
1733461400733000000,7.901,-12
1733461400848000000,8.016,-19
1733461400964000000,8.132,-13
1733461401082000000,8.249999755859376,-18
1733461401199000000,8.367,-18
1733461401317000000,8.485,-17
1733461401433000000,8.601,-13
1733461401551000000,8.719,-16
1733461401670000000,8.838000244140625,-18
1733461401784000000,8.952,-17
1733461401909000000,9.077,-13
1733461402019000000,9.187,-16
1733461402136000000,9.304,-15
1733461402254000000,9.422000244140625,-12
1733461402371000000,9.539,-16
1733461402493000000,9.661,-12
1733461402606000000,9.774000244140625,-16
1733461402722000000,9.889999755859375,-16
1733461402842000000,10.009999755859376,-16
1733461402959000000,10.127,-8
1733461403074000000,10.241999755859375,-13
1733461403190000000,10.358000244140625,-15
1733461403311000000,10.479,-14
1733461403424000000,10.592,-16
1733461403542000000,10.710000244140625,-14
1733461403659000000,10.827,-7
1733461403777000000,10.945,-15
1733461403894000000,11.062000244140625,-15
1733461404011000000,11.179,-11
1733461404131000000,11.299,-12
1733461404247000000,11.415,-16
1733461404363000000,11.531,-16
1733461404481000000,11.649,-14
1733461404598000000,11.766000244140624,-15
1733461404714000000,11.881999755859376,-17
1733461404831000000,11.999,-10
1733461404950000000,12.118000244140624,-15
1733461405067000000,12.235,-11
1733461405183000000,12.351,-12
1733461405300000000,12.468,-14
1733461405421000000,12.589,-14
1733461405535000000,12.703,-12
1733461405652000000,12.82,-10
1733461405771000000,12.939,-16
1733461405886000000,13.054000244140624,-15
1733461406004000000,13.172,-16
1733461406121000000,13.289,-14
1733461406242000000,13.409999755859374,-15
1733461406355000000,13.523,-11
1733461406472000000,13.64,-14
1733461406590000000,13.758000244140625,-14
1733461406706000000,13.873999755859375,-16
1733461406825000000,13.993,-16
1733461406943000000,14.111,-12
1733461407059000000,14.227,-14
1733461407175000000,14.343,-10
1733461407292000000,14.46,-16
1733461407410000000,14.577999755859375,-15
1733461407527000000,14.695,-14
1733461407644000000,14.812,-14
1733461407761000000,14.929,-15
1733461407881000000,15.049,-17
1733461407996000000,15.164,-21
1733461408113000000,15.281,-19
1733461408230000000,15.398000244140626,-22
1733461408348000000,15.516,-19
1733461408465000000,15.633,-21
1733461408582000000,15.750000244140624,-17
1733461408704000000,15.872,-18
1733461408816000000,15.984,-14
1733461408933000000,16.101,-13
1733461409051000000,16.219,-19
1733461409167000000,16.335,-19
1733461409285000000,16.453,-18
1733461409402000000,16.569999755859374,-16
1733461409522000000,16.689999755859375,-19
1733461409637000000,16.805,-13
1733461409754000000,16.921999755859375,-19
1733461409871000000,17.039,-17
1733461409994000000,17.161999755859377,-17
1733461410105000000,17.273,-18
1733461410223000000,17.391,-16
1733461410340000000,17.508,-19
1733461410457000000,17.625,-19
1733461410574000000,17.742000244140623,-20
1733461410691000000,17.859,-18
1733461410810000000,17.977999755859376,-16
1733461410926000000,18.094000244140624,-18
1733461411043000000,18.211,-13
1733461411159000000,18.327,-16
1733461411277000000,18.445,-14
1733461411395000000,18.563,-19
1733461411512000000,18.68,-15
1733461411631000000,18.799,-20
1733461411746000000,18.913999755859376,-25
1733461411864000000,19.032,-19
1733461411980000000,19.148,-22
1733461412098000000,19.265999755859376,-24
1733461412214000000,19.382000244140624,-24
1733461412332000000,19.5,-25
1733461412452000000,19.62,-21
1733461412566000000,19.734000244140624,-15
1733461412683000000,19.851,-19
1733461412800000000,19.968,-16
1733461412901000000,20.069,-16
1733461413020000000,20.188,-14
1733461413142000000,20.310000244140625,-14
1733461413252000000,20.42,-20
1733461413372000000,20.54,-14
1733461413487000000,20.655,-16
1733461413604000000,20.772,-9
1733461413721000000,20.889,-17
1733461413843000000,21.011,-13
1733461413956000000,21.124,-21
1733461414073000000,21.241,-9
1733461414191000000,21.359,-18
1733461414307000000,21.475,-20
1733461414425000000,21.593,-6
1733461414542000000,21.710000244140623,-16
1733461414660000000,21.828,-19
1733461414776000000,21.944,-25
1733461414893000000,22.061,-11
1733461415010000000,22.177999755859375,-24
1733461415134000000,22.302000244140626,-24
1733461415245000000,22.413,-19
1733461415362000000,22.529999755859375,-16
1733461415481000000,22.649,-19
1733461415597000000,22.765,-14
1733461415716000000,22.884,-13
1733461415831000000,22.999,-15
1733461415951000000,23.119,-17
