time,seconds_elapsed,dBFS
1732873404115000000,15.073,-8
1732873404232000000,15.19,-21
1732873404349000000,15.307,-23
1732873404468000000,15.426,-20
1732873404584000000,15.542,-10
1732873404701000000,15.659,-20
1732873404819000000,15.777,-23
1732873404938000000,15.895999755859375,-32
1732873405053000000,16.011,-26
1732873405170000000,16.127999755859374,-27
1732873405291000000,16.249,-25
1732873405404000000,16.362,-28
1732873405521000000,16.479,-18
1732873405638000000,16.596000244140626,-23
1732873405758000000,16.716000244140623,-22
1732873405873000000,16.831,-22
1732873405990000000,16.948000244140626,-19
1732873406108000000,17.066,-22
1732873406224000000,17.182,-15
1732873406342000000,17.300000244140627,-21
1732873406458000000,17.415999755859374,-25
1732873406577000000,17.535,-21
1732873406693000000,17.651,-10
1732873406811000000,17.769,-16
1732873406927000000,17.885,-19
1732873407045000000,18.003,-30
1732873407161000000,18.119,-32
1732873407279000000,18.237,-30
1732873407397000000,18.355,-27
1732873407513000000,18.471,-23
1732873407631000000,18.589,-29
1732873407751000000,18.709,-31
1732873407868000000,18.826,-26
1732873407982000000,18.940000244140624,-20
1732873408099000000,19.057,-18
1732873408219000000,19.177,-19
1732873408334000000,19.292000244140624,-14
1732873408451000000,19.409,-9
1732873408569000000,19.527,-17
1732873408686000000,19.644000244140624,0
1732873408803000000,19.761,-40
1732873408919000000,19.877,-28
1732873409039000000,19.997,-26
1732873409154000000,20.111999755859376,-15
1732873409271000000,20.229,-25
1732873409388000000,20.346,0
1732873409505000000,20.463,-24
1732873409623000000,20.581,-26
1732873409740000000,20.698,-30
1732873409857000000,20.815,0
1732873409974000000,20.932000244140625,-20
1732873410092000000,21.05,-34
1732873410209000000,21.167,-16
1732873410327000000,21.285,-29
1732873410443000000,21.401,-30
1732873410560000000,21.518,-37
1732873410678000000,21.636000244140625,-34
1732873410796000000,21.754,-20
1732873410912000000,21.87,-29
1732873411029000000,21.987,-31
1732873411148000000,22.106,-24
1732873411266000000,22.223999755859374,-17
1732873411381000000,22.339,-5
1732873411498000000,22.455999755859374,-19
1732873411618000000,22.575999755859375,-19
1732873411732000000,22.69,-18
1732873411849000000,22.807,-16
1732873411967000000,22.925,-37
1732873412084000000,23.042,-33
1732873412201000000,23.159,-35
1732873412317000000,23.275,-30
1732873412439000000,23.397,-30
1732873412552000000,23.51,-25
1732873412670000000,23.628000244140626,-27
1732873412788000000,23.746,-23
1732873412904000000,23.862,-20
1732873413022000000,23.980000244140626,-21
1732873413138000000,24.095999755859374,-17
1732873413257000000,24.215,-13
1732873413373000000,24.331,-20
1732873413491000000,24.449,-22
1732873413608000000,24.566,-21
1732873413724000000,24.682,-26
1732873413841000000,24.799,-24
1732873413958000000,24.916000244140626,-29
1732873414078000000,25.036000244140624,-24
1732873414193000000,25.151,-19
1732873414311000000,25.269,-27
1732873414429000000,25.387,-28
1732873414544000000,25.502,-32
1732873414661000000,25.619,-26
1732873414779000000,25.737,-29
1732873414898000000,25.855999755859376,-17
1732873415013000000,25.971,-22
1732873415131000000,26.089,-26
1732873415249000000,26.207,-24
1732873415366000000,26.324000244140624,-20
