time,seconds_elapsed,dBFS
1732873389101000000,0.059,-160
1732873389237000000,0.195,-160
1732873389348000000,0.306,-160
1732873389467000000,0.425,-160
1732873389583000000,0.541,-60
1732873389700000000,0.658,-36
1732873389817000000,0.775,-24
1732873389934000000,0.892000244140625,-15
1732873390052000000,1.01,-19
1732873390168000000,1.126,-17
1732873390288000000,1.246,-21
1732873390403000000,1.361,-17
1732873390521000000,1.479,-16
1732873390638000000,1.596000244140625,-22
1732873390759000000,1.717,-20
1732873390872000000,1.83,-21
1732873390989000000,1.947,-24
1732873391108000000,2.066,0
1732873391223000000,2.181,-25
1732873391340000000,2.298,-21
1732873391457000000,2.415,-17
1732873391575000000,2.533,-20
1732873391692000000,2.65,-18
1732873391809000000,2.767,-13
1732873391930000000,2.887999755859375,-17
1732873392043000000,3.001,-20
1732873392161000000,3.119,-26
1732873392280000000,3.238,-18
1732873392398000000,3.356000244140625,-22
1732873392512000000,3.47,-24
1732873392629000000,3.587,-19
1732873392751000000,3.709,-16
1732873392864000000,3.822,-16
1732873392981000000,3.939,-28
1732873393099000000,4.057,-32
1732873393217000000,4.175,-17
1732873393333000000,4.291,-20
1732873393450000000,4.407999755859375,-22
1732873393568000000,4.526,-33
1732873393685000000,4.643,-37
1732873393802000000,4.759999755859375,-21
1732873393919000000,4.877,-17
1732873394039000000,4.997,-14
1732873394153000000,5.111,-19
1732873394271000000,5.229,-33
1732873394388000000,5.346,-26
1732873394508000000,5.466,-11
1732873394622000000,5.580000244140625,-25
1732873394739000000,5.697,-21
1732873394858000000,5.815999755859375,-17
1732873394974000000,5.932000244140625,-24
1732873395092000000,6.05,-21
1732873395212000000,6.17,-21
1732873395328000000,6.286,-22
1732873395443000000,6.401,-19
1732873395559000000,6.517,-22
1732873395678000000,6.636000244140625,-14
1732873395794000000,6.751999755859375,-14
1732873395911000000,6.869,-20
1732873396028000000,6.986,-25
1732873396148000000,7.106,-28
1732873396263000000,7.221,-30
1732873396380000000,7.338,-25
1732873396497000000,7.455,-28
1732873396614000000,7.572000244140625,-27
1732873396732000000,7.69,-26
1732873396849000000,7.807,-28
1732873396968000000,7.926,-21
1732873397083000000,8.041,-20
1732873397200000000,8.158,-17
1732873397318000000,8.276000244140626,-17
1732873397435000000,8.393,-18
1732873397552000000,8.51,-20
1732873397669000000,8.627,-18
1732873397790000000,8.748000244140625,-15
1732873397903000000,8.861,-15
1732873398021000000,8.979,-15
1732873398137000000,9.095,-19
1732873398256000000,9.214,-20
1732873398372000000,9.33,-15
1732873398490000000,9.447999755859374,-14
1732873398608000000,9.566,-10
1732873398725000000,9.683,-12
1732873398841000000,9.799,-15
1732873398958000000,9.916000244140625,-23
1732873399079000000,10.037,-25
1732873399195000000,10.153,-24
1732873399310000000,10.268000244140625,-24
1732873399426000000,10.383999755859374,-13
1732873399544000000,10.502,-22
1732873399661000000,10.619,-24
1732873399779000000,10.737,-21
1732873399898000000,10.855999755859376,-21
1732873400013000000,10.971,-23
1732873400131000000,11.089,-15
1732873400252000000,11.21,-20
1732873400364000000,11.322,-20
1732873400482000000,11.439999755859375,-18
1732873400599000000,11.557,-16
1732873400718000000,11.676000244140624,-20
1732873400833000000,11.791,-20
1732873400950000000,11.908000244140625,-16
1732873401068000000,12.026,-19
1732873401187000000,12.145,-24
1732873401302000000,12.260000244140626,-15
1732873401419000000,12.377,-24
1732873401538000000,12.495999755859375,-23
1732873401653000000,12.611,-16
1732873401771000000,12.729,-19
1732873401888000000,12.846,-19
1732873402005000000,12.963,-25
1732873402122000000,13.079999755859374,-26
1732873402241000000,13.199,-19
1732873402357000000,13.315,-26
1732873402474000000,13.431999755859374,-27
1732873402592000000,13.55,-19
1732873402708000000,13.666,0
1732873402858000000,13.815999755859375,-17
1732873402943000000,13.901,-24
1732873403061000000,14.019,-17
1732873403177000000,14.135,-1
1732873403294000000,14.252000244140625,-16
1732873403411000000,14.369,-25
1732873403529000000,14.487,-25
1732873403648000000,14.606,-15
1732873403764000000,14.722,-22
1732873403880000000,14.838,-23
1732873403998000000,14.956000244140625,-18
