time,seconds_elapsed,z,y,x
1732873389275668500,0.23366845703125,-0.031154127791523933,-0.07819075137376785,0.016493361443281174
1732873389285669600,0.243669677734375,-0.04459316283464432,-0.07819075137376785,0.02932153269648552
1732873389295657500,0.253657470703125,-0.056810468435287476,-0.08185594528913498,0.04153883829712868
1732873389305658600,0.26365869140625,-0.060475658625364304,-0.07391469180583954,0.04642575979232788
1732873389315646500,0.273646484375,-0.05497787147760391,-0.06108652427792549,0.04153883829712868
1732873389325678000,0.283677978515625,-0.04581489413976669,-0.05253441259264946,0.03726277872920036
1732873389335635700,0.2936357421875,-0.039095375686883926,-0.05253441259264946,0.03787364438176155
1732873389345667000,0.3036669921875,-0.03481931984424591,-0.05864306539297104,0.025045474991202354
1732873389355655200,0.3136552734375,-0.0354301854968071,-0.060475658625364304,0.00733038317412138
1732873389365656300,0.32365625,-0.03481931984424591,-0.059864792972803116,-0.007941247895359993
1732873389375644000,0.333643798828125,-0.033597588539123535,-0.05803219974040985,-0.024434609338641167
1732873389385676000,0.343676025390625,-0.02871066704392433,-0.05314527451992035,-0.04214970022439957
1732873389395633200,0.353633056640625,-0.02015855349600315,-0.05375614017248154,-0.04886921867728233
1732873389405664800,0.363664794921875,-0.014049900695681572,-0.04642575979232788,-0.051312681287527084
1732873389415652600,0.373652587890625,-0.02076941914856434,-0.04581489413976669,-0.0507018156349659
1732873389425684500,0.3836845703125,-0.0403171069920063,-0.05314527451992035,-0.04092797264456749
1732873389435641900,0.393641845703125,-0.05619960278272629,-0.06169738993048668,-0.036651913076639175
1732873389445673200,0.403673095703125,-0.06658431142568588,-0.06719517707824707,-0.03726277872920036
1732873389455661300,0.413661376953125,-0.06780604273080826,-0.06841690838336945,-0.04398229718208313
1732873389465662500,0.423662353515625,-0.06352998316287994,-0.07147123664617538,-0.04703662544488907
1732873389475650300,0.433650390625,-0.05375614017248154,-0.0757472887635231,-0.04214970022439957
1732873389485682200,0.44368212890625,-0.0354301854968071,-0.07635815441608429,-0.022602014243602753
1732873389495639300,0.453639404296875,-0.03298672288656235,-0.07330382615327835,-0.0024434609804302454
1732873389505670700,0.463670654296875,-0.04337143152952194,-0.07208210229873657,0.01466076634824276
1732873389515659000,0.473658935546875,-0.05375614017248154,-0.0659734457731247,0.025045474991202354
1732873389525660000,0.483659912109375,-0.05619960278272629,-0.05375614017248154,0.01771509274840355
1732873389535648000,0.49364794921875,-0.051312681287527084,-0.045204028487205505,0.0024434609804302454
1732873389545679600,0.5036796875,-0.051312681287527084,-0.04092797264456749,-0.016493361443281174
1732873389555637000,0.513636962890625,-0.05253441259264946,-0.04092797264456749,-0.039095375686883926
1732873389565668600,0.523668701171875,-0.048258353024721146,-0.04581489413976669,-0.056810468435287476
1732873389575656400,0.533656494140625,-0.05192354694008827,-0.04337143152952194,-0.054367005825042725
1732873389585657600,0.54365771484375,-0.05925392732024193,-0.04214970022439957,-0.04581489413976669
1732873389595643600,0.5536435546875,-0.06169738993048668,-0.04153883829712868,-0.03420845419168472
1732873389605676300,0.56367626953125,-0.06108652427792549,-0.04153883829712868,-0.02321287989616394
1732873389615633400,0.57363330078125,-0.056810468435287476,-0.04092797264456749,-0.013439035043120384
1732873389625665300,0.583665283203125,-0.045204028487205505,-0.039095375686883926,-0.010995574295520782
1732873389635652900,0.59365283203125,-0.015882495790719986,-0.03787364438176155,-0.016493361443281174
1732873389645654000,0.603654052734375,-0.00855211354792118,-0.0354301854968071,-0.015271631069481373
1732873389655641900,0.613641845703125,-0.015882495790719986,-0.02321287989616394,-0.012828170321881771
1732873389665673500,0.623673583984375,-0.02626720629632473,-0.012217304669320583,-0.00733038317412138
1732873389675661600,0.63366162109375,-0.03176499158143997,-0.01466076634824276,-0.0006108652451075613
1732873389685663000,0.6436630859375,-0.03420845419168472,-0.022602014243602753,0.003054326167330146
1732873389695651300,0.6536513671875,-0.03298672288656235,-0.02687807008624077,-0.005497787147760391
1732873389705683200,0.66368310546875,-0.029932396486401558,-0.03298672288656235,-0.02626720629632473
1732873389715640300,0.673640380859375,-0.030543262138962746,-0.04092797264456749,-0.03298672288656235
1732873389725672000,0.683671875,-0.04214970022439957,-0.05192354694008827,-0.03237585723400116
1732873389735660000,0.693659912109375,-0.05314527451992035,-0.056810468435287476,-0.03420845419168472
1732873389745661200,0.7036611328125,-0.05864306539297104,-0.06475171446800232,-0.03726277872920036
1732873389755649000,0.71364892578125,-0.05864306539297104,-0.05497787147760391,-0.04581489413976669
1732873389765681000,0.723680908203125,-0.06169738993048668,-0.04459316283464432,-0.048258353024721146
1732873389775638000,0.733637939453125,-0.06719517707824707,-0.02382374368607998,-0.04153883829712868
1732873389785669600,0.743669677734375,-0.06780604273080826,0.02382374368607998,-0.02932153269648552
1732873389795657500,0.753657470703125,-0.06719517707824707,0.04092797264456749,-0.021991148591041565
1732873389805659000,0.763658935546875,-0.06108652427792549,0.0354301854968071,-0.015271631069481373
1732873389815646500,0.773646484375,-0.05009094998240471,0.013439035043120384,-0.006108652334660292
1732873389825678300,0.78367822265625,-0.04642575979232788,-0.019547687843441963,0.013439035043120384
1732873389835635500,0.793635498046875,-0.05009094998240471,-0.0403171069920063,0.03787364438176155
1732873389845667300,0.803667236328125,-0.04948008432984352,-0.04337143152952194,0.0555887371301651
1732873389855655400,0.813655517578125,-0.039706241339445114,-0.028099801391363144,0.06414084881544113
1732873389865656300,0.82365625,-0.039095375686883926,-0.021380282938480377,0.06108652427792549
1732873389875644000,0.833643798828125,-0.048258353024721146,0,0.0507018156349659
1732873389885675500,0.843675537109375,-0.056810468435287476,0.02382374368607998,0.031154127791523933
1732873389895633200,0.853633056640625,-0.05864306539297104,0.036651913076639175,0.013439035043120384
1732873389905664800,0.863664794921875,-0.05864306539297104,0.021380282938480377,0.01710422709584236
1732873389915652600,0.873652587890625,-0.05864306539297104,-0.0006108652451075613,0.03726277872920036
1732873389925684200,0.883684326171875,-0.0507018156349659,-0.01710422709584236,0.07391469180583954
1732873389935641600,0.8936416015625,-0.0354301854968071,-0.00733038317412138,0.09346238523721695
1732873389945673500,0.903673583984375,-0.019547687843441963,0.00855211354792118,0.10812314599752426
1732873389955661000,0.9136611328125,-0.00427605677396059,0.02015855349600315,0.1111774742603302
1732873389965662200,0.923662109375,0.007941247895359993,0.02015855349600315,0.10262536257505417
1732873389975650300,0.933650390625,0.010995574295520782,0.039095375686883926,0.07757988572120667
1732873389985681400,0.943681396484375,0.006719517521560192,0.05925392732024193,0.0354301854968071
1732873389995193000,0.953193115234375,-0.012217304669320583,0.08735372871160507,-0.006719517521560192
1732873390005225000,0.963224853515625,-0.05497787147760391,0.13927727937698364,-0.03848451003432274
1732873390015212500,0.973212646484375,-0.08918632566928864,0.1667662113904953,-0.039706241339445114
1732873390025213700,0.983213623046875,-0.11789698898792267,0.16798794269561768,-0.02321287989616394
1732873390035201500,0.993201416015625,-0.1459967941045761,0.14355333149433136,0.02076941914856434
1732873390045233400,1.0032333984375,-0.17531833052635193,0.11423180252313614,0.08796459436416626
1732873390055190800,1.013190673828125,-0.20586158335208893,0.08857546001672745,0.1618792861700058
1732873390065222400,1.023222412109375,-0.23335053026676178,0.08674286305904388,0.21991148591041565
1732873390075210200,1.033210205078125,-0.26572638750076294,0.10323622822761536,0.25595253705978394
1732873390085211400,1.04321142578125,-0.2840523421764374,0.12217304855585098,0.24984388053417206
1732873390095199200,1.05319921875,-0.29504790902137756,0.14966198801994324,0.2119702398777008
1732873390105231000,1.063231201171875,-0.294437050819397,0.17348572611808777,0.15943582355976105
1732873390115188200,1.073188232421875,-0.2987131178379059,0.1814269721508026,0.11239920556545258
1732873390125220000,1.08322021484375,-0.31642818450927734,0.1722639948129654,0.08307767659425735
1732873390135207700,1.093207763671875,-0.34513887763023376,0.16004669666290283,0.08368854224681854
1732873390145209000,1.103208984375,-0.3897320330142975,0.15027284622192383,0.13377949595451355
1732873390155196700,1.11319677734375,-0.42088615894317627,0.16737708449363708,0.18936823308467865
1732873390165228300,1.123228271484375,-0.4398229718208313,0.19303341209888458,0.2480112910270691
1732873390175216400,1.13321630859375,-0.4495968222618103,0.23335053026676178,0.30054569244384766
1732873390185217500,1.143217529296875,-0.4434881806373596,0.25534167885780334,0.3481931984424591
1732873390195205000,1.153205078125,-0.4282165467739105,0.24678955972194672,0.38179078698158264
1732873390205237200,1.1632373046875,-0.41233405470848083,0.2217440903186798,0.39645153284072876
1732873390215194400,1.1731943359375,-0.38667771220207214,0.16432274878025055,0.40256020426750183
1732873390225226000,1.18322607421875,-0.34147366881370544,0.0806342139840126,0.3640756905078888
1732873390235213800,1.1932138671875,-0.30054569244384766,0.0403171069920063,0.30054569244384766
1732873390245214200,1.203214111328125,-0.25534167885780334,0.012217304669320583,0.22418753802776337
1732873390255202800,1.213202880859375,-0.20891591906547546,-0.02321287989616394,0.15515977144241333
1732873390265234000,1.22323388671875,-0.17470745742321014,-0.06108652427792549,0.10934487730264664
1732873390275191800,1.23319189453125,-0.14905111491680145,-0.1007927656173706,0.08674286305904388
1732873390285223700,1.2432236328125,-0.1313360333442688,-0.13927727937698364,0.08246681094169617
1732873390295211300,1.253211181640625,-0.1160643994808197,-0.16249015927314758,0.08185594528913498
1732873390305211600,1.263211669921875,-0.10751228034496307,-0.14966198801994324,0.0757472887635231
1732873390315200300,1.2732001953125,-0.08735372871160507,-0.11850785464048386,0.056810468435287476
1732873390325231400,1.2832314453125,-0.04398229718208313,-0.07941248267889023,0.03237585723400116
1732873390335189500,1.293189453125,0.03176499158143997,-0.04337143152952194,0.013439035043120384
1732873390345220600,1.303220703125,0.12034045159816742,-0.016493361443281174,0.012217304669320583
1732873390355209000,1.313208984375,0.18875735998153687,-0.00427605677396059,0.033597588539123535
1732873390365210000,1.323210205078125,0.21013765037059784,-0.031154127791523933,0.09468411654233932
1732873390375198200,1.3331982421875,0.17348572611808777,-0.07635815441608429,0.13500121235847473
1732873390385228500,1.343228515625,0.10873401165008545,-0.13439035415649414,0.15515977144241333
1732873390395187000,1.35318701171875,0.028099801391363144,-0.19486601650714874,0.14416420459747314
1732873390405217300,1.36321728515625,-0.060475658625364304,-0.23579397797584534,0.10445795953273773
1732873390415206400,1.373206298828125,-0.12767083942890167,-0.2583959996700287,0.051312681287527084
1732873390425238000,1.383238037109375,-0.14355333149433136,-0.27488934993743896,0.025045474991202354
1732873390435195600,1.393195556640625,-0.11178833991289139,-0.26083946228027344,0.05375614017248154
1732873390445227000,1.40322705078125,-0.012828170321881771,-0.24190263450145721,0.19975294172763824
1732873390455215000,1.413215087890625,0.06414084881544113,-0.2431243658065796,0.3243694305419922
1732873390465215700,1.4232158203125,0.13561208546161652,-0.24678955972194672,0.4306600093841553
1732873390475204400,1.433204345703125,0.20525072515010834,-0.23090706765651703,0.46792277693748474
1732873390485235500,1.4432353515625,0.2785545587539673,-0.20402899384498596,0.42638394236564636
1732873390495193000,1.453193115234375,0.3323107063770294,-0.16371189057826996,0.30604347586631775
1732873390505223700,1.4632236328125,0.34758231043815613,-0.08185594528913498,0.11239920556545258
1732873390515212800,1.473212890625,0.28099802136421204,0.06780604273080826,-0.2535090744495392
1732873390525214200,1.483214111328125,0.17959438264369965,0.1459967941045761,-0.4954117238521576
1732873390535201800,1.493201904296875,0.04153883829712868,0.1215621829032898,-0.6688974499702454
1732873390545233700,1.503233642578125,-0.10506882518529892,0,-0.7220427393913269
1732873390555190800,1.513190673828125,-0.21135938167572021,-0.17409659922122955,-0.6359107494354248
1732873390565222400,1.523222412109375,-0.24190263450145721,-0.3530801236629486,-0.41111230850219727
1732873390575210500,1.53321044921875,-0.19364428520202637,-0.4709770977497101,-0.08918632566928864
1732873390585211100,1.543211181640625,-0.01771509274840355,-0.4550946056842804,0.36102136969566345
1732873390595197400,1.553197509765625,0.12767083942890167,-0.3732386529445648,0.5369505286216736
1732873390605229300,1.563229248046875,0.24373523890972137,-0.27122417092323303,0.598647952079773
1732873390615187500,1.5731875,0.2785545587539673,-0.1771509200334549,0.5650503635406494
1732873390625217500,1.583217529296875,0.2272418737411499,-0.11728613078594208,0.4648684561252594
1732873390635207200,1.593207275390625,0.11178833991289139,-0.09834930300712585,0.34086281061172485
1732873390645206500,1.60320654296875,-0.051312681287527084,-0.13011430203914642,0.2474004179239273
1732873390655196000,1.61319580078125,-0.23579397797584534,-0.19792033731937408,0.20891591906547546
1732873390665227800,1.623227783203125,-0.4764748811721802,-0.2278527319431305,0.21563543379306793
1732873390675215400,1.63321533203125,-0.5852088928222656,-0.20036379992961884,0.23029619455337524
1732873390685216300,1.64321630859375,-0.6395758986473083,-0.17043140530586243,0.2223549485206604
1732873390695205000,1.653205078125,-0.6322455406188965,-0.16004669666290283,0.1771509200334549
1732873390705235700,1.663235595703125,-0.5736024379730225,-0.15027284622192383,0.09346238523721695
1732873390715194000,1.673194091796875,-0.4954117238521576,-0.12767083942890167,-0.014049900695681572
1732873390725225700,1.683225830078125,-0.4398229718208313,-0.09773843735456467,-0.10201449692249298
