time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1732873390046000000,1.004000244140625,0.7699999809265137,unplugged,false
1732873391046000000,2.004000244140625,0.7699999809265137,unplugged,false
1732873392048000000,3.006,0.7699999809265137,unplugged,false
1732873393050000000,4.007999755859375,0.7699999809265137,unplugged,false
1732873394049000000,5.007,0.7699999809265137,unplugged,false
1732873395049000000,6.007,0.7699999809265137,unplugged,false
1732873396050000000,7.007999755859375,0.7699999809265137,unplugged,false
1732873397051000000,8.009,0.7699999809265137,unplugged,false
1732873398053000000,9.011,0.7699999809265137,unplugged,false
1732873399052000000,10.01,0.7699999809265137,unplugged,false
1732873400053000000,11.011,0.7699999809265137,unplugged,false
1732873401055000000,12.013,0.7699999809265137,unplugged,false
1732873402053000000,13.011,0.7699999809265137,unplugged,false
1732873403053000000,14.011,0.7699999809265137,unplugged,false
1732873404055000000,15.013,0.7699999809265137,unplugged,false
1732873405056000000,16.014,0.7699999809265137,unplugged,false
1732873406060000000,17.018,0.7699999809265137,unplugged,false
1732873407060000000,18.018,0.7699999809265137,unplugged,false
1732873408059000000,19.017,0.7699999809265137,unplugged,false
1732873409059000000,20.017,0.7699999809265137,unplugged,false
1732873410059000000,21.017,0.7699999809265137,unplugged,false
1732873411060000000,22.018,0.7699999809265137,unplugged,false
1732873412061000000,23.019,0.7699999809265137,unplugged,false
1732873413060000000,24.018,0.7699999809265137,unplugged,false
1732873414061000000,25.019,0.7699999809265137,unplugged,false
1732873415061000000,26.019,0.7699999809265137,unplugged,false
