time,seconds_elapsed,dBFS
1732873795599000000,0,-41.25264358520508
1732873795599000000,0,-38.266273498535156
1732873795599000000,0,-38.114295959472656
1732873795599000000,0,-39.47040939331055
1732873795599000000,0,-40.148284912109375
1732873795599000000,0,-37.07361602783203
1732873795599000000,0,-36.93949508666992
1732873795599000000,0,-38.70726013183594
1732873795599000000,0,-39.661434173583984
1732873795599000000,0,-38.172271728515625
1732873795599000000,0,-38.65143585205078
1732873795599000000,0,-38.84075164794922
1732873795599000000,0,-39.343650817871094
1732873795599000000,0,-40.47901153564453
1732873795599000000,0,-37.45235061645508
1732873795599000000,0,-34.64978790283203
1732873795599000000,0,-36.630733489990234
1732873795599000000,0,-35.09979248046875
1732873795599000000,0,-36.44406509399414
1732873795599000000,0,-37.795799255371094
1732873795599000000,0,-37.30805587768555
1732873795599000000,0,-38.352725982666016
1732873795599000000,0,-35.53064727783203
1732873795599000000,0,-35.91123962402344
1732873795599000000,0,-36.13625717163086
1732873795599000000,0,-34.02616500854492
1732873795599000000,0,-35.300174713134766
1732873795599000000,0,-35.17229080200195
1732873795599000000,0,-35.915409088134766
1732873795599000000,0,-36.77646255493164
1732873795599000000,0,-35.89911651611328
1732873795599000000,0,-37.303104400634766
1732873795599000000,0,-36.615272521972656
1732873795599000000,0,-35.11794662475586
1732873795599000000,0,-35.91022491455078
1732873795599000000,0,-34.89740753173828
1732873795599000000,0,-33.58338928222656
1732873795599000000,0,-33.618568420410156
1732873795599000000,0,-32.971317291259766
1732873795599000000,0,-34.549949645996094
1732873795599000000,0,-33.383121490478516
1732873795599000000,0,-32.65494918823242
1732873795599000000,0,-31.772083282470703
1732873795599000000,0,-32.080596923828125
1732873795599000000,0,-33.532718658447266
1732873795599000000,0,-34.55849838256836
1732873795599000000,0,-35.523292541503906
1732873795599000000,0,-36.79438400268555
1732873795599000000,0,-33.85816192626953
1732873795599000000,0,-31.72756004333496
1732873795599000000,0,-33.70890808105469
1732873795599000000,0,-35.43592071533203
1732873795599000000,0,-33.57009506225586
1732873795599000000,0,-34.64341354370117
1732873795599000000,0,-36.37367630004883
1732873795599000000,0,-34.36430740356445
1732873795599000000,0,-35.80341720581055
1732873795599000000,0,-36.778743743896484
1732873795599000000,0,-34.38956069946289
1732873795599000000,0,-35.733551025390625
1732873795599000000,0,-35.628814697265625
1732873795599000000,0,-35.03771209716797
1732873795599000000,0,-35.87431716918945
1732873795599000000,0,-36.06224060058594
1732873795599000000,0,-34.92571258544922
1732873795599000000,0,-34.27424240112305
1732873795599000000,0,-32.51151657104492
1732873795599000000,0,-32.453346252441406
1732873795599000000,0,-31.478809356689453
1732873795599000000,0,-30.897445678710938
1732873795599000000,0,-32.4727668762207
1732873795599000000,0,-31.285606384277344
1732873795599000000,0,-32.57562255859375
1732873795599000000,0,-33.87742233276367
1732873795599000000,0,-31.672454833984375
1732873795599000000,0,-33.399253845214844
1732873795599000000,0,-32.26272964477539
1732873795599000000,0,-32.84803771972656
1732873795599000000,0,-31.875883102416992
1732873795599000000,0,-33.58297348022461
1732873795599000000,0,-33.30891036987305
1732873795599000000,0,-32.70273971557617
1732873795599000000,0,-30.945959091186523
1732873795599000000,0,-31.041807174682617
1732873795599000000,0,-32.42814254760742
1732873795599000000,0,-29.82988166809082
1732873795599000000,0,-32.52424240112305
1732873795599000000,0,-30.7359619140625
1732873795599000000,0,-32.16238021850586
1732873795599000000,0,-32.517486572265625
1732873795599000000,0,-29.705644607543945
1732873795599000000,0,-32.479759216308594
1732873795599000000,0,-31.230491638183594
1732873795599000000,0,-32.32168197631836
1732873795599000000,0,-32.2164192199707
1732873795599000000,0,-31.10531997680664
1732873795599000000,0,-32.64732360839844
1732873795599000000,0,-32.94736862182617
1732873795599000000,0,-31.62583351135254
1732873795599000000,0,-33.31513595581055
1732873795599000000,0,-33.91434860229492
1732873795599000000,0,-34.60627365112305
1732873795599000000,0,-34.4084358215332
1732873795599000000,0,-33.25638198852539
1732873795599000000,0,-34.19828796386719
1732873795599000000,0,-35.21151351928711
1732873795599000000,0,-33.28882598876953
1732873795599000000,0,-33.94968032836914
1732873795599000000,0,-32.96896743774414
1732873795599000000,0,-27.00289535522461
1732873795599000000,0,-28.93316650390625
1732873795599000000,0,-30.14604949951172
1732873795599000000,0,-31.056381225585938
1732873795599000000,0,-31.772029876708984
1732873795599000000,0,-32.39942932128906
1732873795599000000,0,-26.76459312438965
1732873795599000000,0,-29.131702423095703
1732873795599000000,0,-25.454952239990234
1732873795599000000,0,-27.829071044921875
1732873795599000000,0,-29.88889503479004
1732873795599000000,0,-31.10360336303711
1732873795599000000,0,-28.59821891784668
1732873795599000000,0,-27.222551345825195
1732873795599000000,0,-28.876970291137695
1732873795599000000,0,-30.07663345336914
1732873795599000000,0,-30.344482421875
1732873795599000000,0,-29.571426391601562
1732873795599000000,0,-29.111474990844727
1732873795599000000,0,-30.10274887084961
1732873795599000000,0,-29.384984970092773
1732873795599000000,0,-28.50478744506836
