time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1733461487568000000,1.007,0.7200000286102295,unplugged,false
1733461488567000000,2.006,0.7200000286102295,unplugged,false
1733461489568000000,3.007,0.7200000286102295,unplugged,false
1733461490569000000,4.008,0.7200000286102295,unplugged,false
1733461491567000000,5.006,0.7200000286102295,unplugged,false
1733461492568000000,6.007,0.7200000286102295,unplugged,false
1733461493568000000,7.007,0.7200000286102295,unplugged,false
1733461494568000000,8.007,0.7200000286102295,unplugged,false
1733461495569000000,9.008,0.7200000286102295,unplugged,false
1733461496569000000,10.008,0.7200000286102295,unplugged,false
1733461497569000000,11.008,0.7200000286102295,unplugged,false
1733461498569000000,12.008,0.7200000286102295,unplugged,false
1733461499569000000,13.008,0.7200000286102295,unplugged,false
1733461500571000000,14.01,0.7200000286102295,unplugged,false
1733461501571000000,15.01,0.7200000286102295,unplugged,false
1733461502571000000,16.01,0.7200000286102295,unplugged,false
1733461503571000000,17.01,0.7200000286102295,unplugged,false
1733461504571000000,18.01,0.7200000286102295,unplugged,false
1733461505572000000,19.011,0.7200000286102295,unplugged,false
1733461506573000000,20.012,0.7200000286102295,unplugged,false
1733461507573000000,21.012,0.7200000286102295,unplugged,false
1733461508573000000,22.012,0.7200000286102295,unplugged,false
