x,y,orientation,landmark,WiFiCalibrated
0.3,0.3,0.0,None,False
0.3062229675329644,0.30122504016366497,0.080882286365,None,False
0.31323970478397106,0.3021072158123036,0.051722730909999994,None,False
0.36524492941176473,0.37202144,0.051722730909999994,None,True
0.3726076585333821,0.37313390950766073,0.06213538573499999,None,False
0.37589537588235294,0.31967306,0.06213538573499999,None,True
0.38354594595711006,0.32026444169920676,0.03181827324799999,None,False
0.3918817065601871,0.3225345426810863,0.11167051752900001,None,False
0.39926911933487436,0.32296869097285635,0.024194134940400014,None,False
0.37589537588235294,0.31967306,0.024194134940400014,None,True
0.3821384144846943,0.3174710585620578,-0.14422638084959996,None,False
0.38936824935731407,0.3116032511199857,-0.32252353218959995,None,False
0.3759562470588235,0.37218064,-0.32252353218959995,None,True
0.3828595045154568,0.3654109295172406,-0.38377700460119996,None,False
0.3893613347961763,0.35744378554856054,-0.46729204121119994,None,False
0.39831965764705884,0.46305555,-0.46729204121119994,None,True
0.412119175512213,0.4462806366847131,-0.4738838462951999,None,False
0.412119175512213,0.4373308115688845,-0.4416204205521999,None,False
0.3538512764705882,0.31120425,-0.4416204205521999,None,True
0.36223741299383083,0.30477124141562656,-0.3059474254921999,None,False
0.36947802848640166,0.2947205469786101,-0.5192529981371999,None,False
0.3504584011764706,0.20399547,-0.5192529981371999,Elevator (Restroom),True
0.3583063097405321,0.20000621842254263,-0.2063296912371999,Elevator (Restroom),False
0.36612696196768896,0.19483971400483358,-0.2655948559571999,Elevator (Restroom),False
0.3504584011764706,0.20399547,-0.2655948559571999,Elevator (Restroom),True
0.3578049941416325,0.1984274978545718,-0.3024984284071999,Elevator (Restroom),False
0.3964657117647059,0.13976595,-0.3024984284071999,Elevator (Restroom),True
0.4053511611964821,0.134596672538861,-0.23512121266209993,None,False
0.41348690809804756,0.1293879980441001,-0.2577561549320999,None,False
0.41348690809804756,0.12328337101461143,-0.3603586438050999,None,False
0.37600804705882357,0.19671978,-0.3603586438050999,Elevator (Restroom),True
0.3857294925728375,0.19646558910726486,-0.010766176080099887,Elevator (Restroom),False
0.38234730882352935,0.1459231,-0.010766176080099887,Elevator (Restroom),True
0.39180330295897137,0.1536521597457941,0.4587898286199002,Elevator (Restroom),False
0.3943950945406181,0.15699341725709207,0.4880097075199002,Elevator (Restroom),False
0.3816501294117647,0.21005578,0.4880097075199002,Elevator (Restroom),True
0.3875717245463827,0.21984378320670628,0.5976002865659003,Elevator (Restroom),False
0.3931196214947623,0.23415826338093698,0.8156544321409003,Elevator (Restroom),False
0.3816501294117647,0.21005578,0.8156544321409003,Elevator (Restroom),True
0.3878488628362377,0.22508362315902275,0.7845264194723003,Elevator (Restroom),False
0.3739767294117647,0.16325182,0.7845264194723003,Elevator (Restroom),True
0.37877584541952675,0.17743833858462701,0.8830499737693003,Elevator (Restroom),False
0.3843176794187304,0.191908188145413,0.8215857572793003,Elevator (Restroom),False
0.388606760604775,0.20180081975040923,0.7596168293963003,Elevator (Restroom),False
0.3939061247058824,0.20190063,0.7596168293963003,Elevator (Restroom),True
0.3994444217877744,0.21190051169764854,0.6393135157273002,Elevator (Restroom),False
0.3472368529411765,0.2147218,0.6393135157273002,Elevator (Restroom),True
0.35469314942412894,0.21939473343541238,0.2525471736273002,Elevator (Restroom),False
0.3622853911702985,0.21936242292040203,-0.0017523567526998018,Elevator (Restroom),False
0.37920611235294116,0.22055289,-0.0017523567526998018,Elevator (Restroom),True
0.39250255657419025,0.21721130924984094,-0.1331349126026998,Elevator (Restroom),False
0.4001296371455525,0.21473182720767092,-0.1330692456926998,Elevator (Restroom),False
0.37920611235294116,0.22055289,-0.1330692456926998,Elevator (Restroom),True
0.38620082364499947,0.21898871361753902,-0.09182102060149977,Elevator (Restroom),False
0.3941509538542161,0.21899595236913305,0.00037491993250023115,Elevator (Restroom),False
0.40252916529411764,0.2160728,0.00037491993250023115,Elevator (Restroom),True
0.41034255196196634,0.21688286879306296,0.042664639468500236,Elevator (Restroom),False
0.41752122164538236,0.21705839132134838,0.010067539477500234,Elevator (Restroom),False
0.470217794117647,0.31838724,0.010067539477500234,None,True
0.47800951779079215,0.32044255200789795,0.10819175215150023,None,False
0.4857139247779963,0.3238238649398596,0.17878584220860025,None,False
0.4259281352941176,0.33844396,0.17878584220860025,None,True
0.4321847328645024,0.3416786333676779,0.20975197997860023,None,False
0.4451210988448057,0.34908349644345193,0.21140126703560025,None,False
0.48207138823529416,0.31484407,0.21140126703560025,None,True
0.48907985617073463,0.3180169973465242,0.18430179216360024,None,False
0.4956144307144553,0.3200148212597691,0.12523057132960022,None,False
0.48207138823529416,0.31484407,0.12523057132960022,None,True
0.48986872480401256,0.3162431350454229,0.07374836447060021,None,False
0.4969846954615994,0.31640053618526165,0.00910774440760019,None,False
0.40780579411764706,0.32088992,0.00910774440760019,None,True
0.41479355181405597,0.3204223362372807,-0.02754614551239981,None,False
0.5167371176470589,0.42656225,-0.02754614551239981,None,True
