time,seconds_elapsed,dBFS
1732873685864000000,0.133,-160
1732873685978000000,0.246999755859375,-160
1732873686092000000,0.361,-160
1732873686209000000,0.478,-160
1732873686326000000,0.595000244140625,-27
1732873686445000000,0.714,-10
1732873686561000000,0.83,-10
1732873686678000000,0.947000244140625,-9
1732873686794000000,1.062999755859375,0
1732873686913000000,1.182,-7
1732873687030000000,1.299000244140625,0
1732873687147000000,1.416,-6
1732873687263000000,1.532,-21
1732873687381000000,1.65,-4
1732873687498000000,1.766999755859375,-2
1732873687615000000,1.884,-14
1732873687732000000,2.001,0
1732873687850000000,2.118999755859375,-4
1732873687967000000,2.236,-23
1732873688085000000,2.354,-31
1732873688204000000,2.473,-37
1732873688318000000,2.587000244140625,-38
1732873688436000000,2.705,-40
1732873688554000000,2.822999755859375,-23
1732873688681000000,2.95,-32
1732873688787000000,3.056,-36
1732873688905000000,3.174,-43
1732873689024000000,3.293,-27
1732873689138000000,3.406999755859375,-21
1732873689255000000,3.524,-29
1732873689374000000,3.643000244140625,-30
1732873689490000000,3.758999755859375,-30
1732873689607000000,3.876,-28
1732873689724000000,3.993,-8
1732873689846000000,4.115000244140625,-17
1732873689959000000,4.228,-39
1732873690076000000,4.345,-29
1732873690194000000,4.462999755859375,-20
1732873690310000000,4.579000244140625,-23
1732873690428000000,4.697,-21
1732873690544000000,4.813,-23
1732873690663000000,4.932,-28
1732873690779000000,5.048,-1
1732873690896000000,5.165,-25
1732873691013000000,5.282,-27
1732873691131000000,5.4,-29
1732873691248000000,5.517,-33
1732873691365000000,5.634,-22
1732873691484000000,5.753,-25
1732873691599000000,5.868,-28
1732873691716000000,5.985,-27
1732873691838000000,6.107000244140625,-26
1732873691951000000,6.22,-27
1732873692068000000,6.337,-16
1732873692185000000,6.454,-23
1732873692304000000,6.573,-15
1732873692421000000,6.69,-9
1732873692538000000,6.806999755859375,-12
1732873692654000000,6.923000244140625,-16
1732873692773000000,7.042,-22
1732873692888000000,7.157,-20
1732873693006000000,7.275000244140625,-26
1732873693125000000,7.394,-24
1732873693240000000,7.509,-7
1732873693357000000,7.626,-7
1732873693474000000,7.742999755859375,-16
1732873693594000000,7.862999755859375,-24
1732873693709000000,7.978,-17
1732873693826000000,8.094999755859375,-12
1732873693943000000,8.212,-18
1732873694060000000,8.329,-23
1732873694178000000,8.446999755859375,-18
1732873694295000000,8.564,-20
1732873694414000000,8.683000244140626,-28
1732873694529000000,8.798,-29
1732873694647000000,8.916,-32
1732873694764000000,9.033,-39
1732873694883000000,9.152,-39
1732873694998000000,9.267000244140625,-32
1732873695115000000,9.384,-38
1732873695234000000,9.502999755859374,-36
1732873695349000000,9.618,-26
1732873695466000000,9.734999755859375,-30
1732873695585000000,9.854,-26
1732873695701000000,9.97,-22
1732873695818000000,10.086999755859376,-24
1732873695936000000,10.205,-20
1732873696053000000,10.322,-18
1732873696169000000,10.438,-11
1732873696286000000,10.555000244140626,-12
1732873696406000000,10.675000244140625,-14
1732873696525000000,10.794,-7
1732873696638000000,10.907000244140624,-5
1732873696755000000,11.024,-14
1732873696874000000,11.142999755859375,-21
1732873696990000000,11.259000244140625,-20
1732873697107000000,11.376,-25
1732873697224000000,11.493,-15
1732873697346000000,11.614999755859374,-32
1732873697458000000,11.726999755859374,-30
1732873697576000000,11.845,-31
1732873697693000000,11.962,-31
1732873697810000000,12.078999755859375,-35
1732873697928000000,12.197,-28
1732873698044000000,12.313,-23
1732873698166000000,12.435000244140625,-22
1732873698279000000,12.548,-30
1732873698396000000,12.665,-18
1732873698513000000,12.782,-16
1732873698631000000,12.9,-27
1732873698748000000,13.017,-30
1732873698866000000,13.134999755859376,-19
1732873698983000000,13.252,-25
1732873699100000000,13.369,-31
1732873699217000000,13.486,-29
1732873699335000000,13.604,-28
