time,seconds_elapsed,lux
1732873685930826200,0.199826171875,160
1732873685951358000,0.22035791015625,158
1732873685991320600,0.260320556640625,157
1732873686111451100,0.380451171875,156
1732873686631414300,0.900414306640625,157
1732873686671536600,0.94053662109375,158
1732873686711468800,0.98046875,160
1732873686751396400,1.020396240234375,161
1732873686791494700,1.06049462890625,162
1732873687351377700,1.620377685546875,160
1732873687391342300,1.66034228515625,159
1732873687431353300,1.700353271484375,157
1732873687591398400,1.8603984375,160
1732873687631423200,1.90042333984375,166
1732873687671396400,1.940396240234375,172
1732873687711571700,1.98057177734375,176
1732873687751485400,2.0204853515625,179
1732873687791399400,2.0603994140625,180
1732873687831383300,2.10038330078125,181
1732873687871361300,2.140361328125,182
1732873687911379700,2.180379638671875,183
1732873687951372500,2.22037255859375,184
1732873688311363000,2.580363037109375,185
1732873688351384800,2.620384765625,186
1732873688391359200,2.660359130859375,188
1732873688431447800,2.70044775390625,189
1732873688471491000,2.740490966796875,190
1732873688511384000,2.780384033203125,192
1732873688551393500,2.8203935546875,193
1732873688591371300,2.860371337890625,194
1732873688631422700,2.900422607421875,195
1732873688671360000,2.940360107421875,196
1732873688791459600,3.06045947265625,195
1732873688831378000,3.1003779296875,194
1732873688871477800,3.140477783203125,192
1732873688911542300,3.180542236328125,190
1732873689031370500,3.30037060546875,191
1732873689071399700,3.340399658203125,193
1732873689111408000,3.380408203125,194
1732873689271474700,3.540474609375,195
1732873689311398700,3.580398681640625,196
1732873689351430700,3.6204306640625,197
1732873689391373000,3.660373046875,198
1732873689631406000,3.900406005859375,200
1732873689671447800,3.94044775390625,203
1732873689711381500,3.980381591796875,207
1732873689751381500,4.020381591796875,221
1732873689831406000,4.100406005859375,222
1732873689871358500,4.1403583984375,224
1732873689911464200,4.180464111328125,225
1732873689951394000,4.22039404296875,224
1732873689991398700,4.260398681640625,223
1732873690031379000,4.30037890625,221
1732873690071421000,4.3404208984375,220
1732873690111404800,4.38040478515625,216
1732873690151424000,4.420424072265625,213
1732873690191458600,4.46045849609375,211
1732873690310919400,4.57991943359375,213
1732873690350956300,4.619956298828125,216
1732873690390932500,4.659932373046875,219
1732873690430936600,4.6999365234375,221
1732873690470917400,4.73991748046875,223
1732873690510960600,4.779960693359375,226
1732873690550922000,4.819921875,228
