time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1732873686733000000,1.002,0.7599999904632568,unplugged,false
1732873687737000000,2.006,0.7599999904632568,unplugged,false
1732873688736000000,3.005,0.7599999904632568,unplugged,false
1732873689735000000,4.004,0.7599999904632568,unplugged,false
1732873690737000000,5.006,0.7599999904632568,unplugged,false
1732873691736000000,6.005,0.7599999904632568,unplugged,false
1732873692736000000,7.005,0.7599999904632568,unplugged,false
1732873693736000000,8.005,0.7599999904632568,unplugged,false
1732873694737000000,9.006,0.7599999904632568,unplugged,false
1732873695738000000,10.006999755859376,0.7599999904632568,unplugged,false
1732873696737000000,11.006,0.7599999904632568,unplugged,false
1732873697737000000,12.006,0.7599999904632568,unplugged,false
1732873698738000000,13.006999755859376,0.7599999904632568,unplugged,false
