time,seconds_elapsed,brightness
1733224533352000000,1.005,0.5
1733224534354000000,2.006999755859375,0.5
1733224535357000000,3.01,0.5
1733224536357000000,4.01,0.5
1733224537359000000,5.012,0.5
1733224538356000000,6.009,0.5
