time,seconds_elapsed,temperature
1733224533351000000,1.004,25.4
1733224534353000000,2.006,25.4
1733224535356000000,3.009,25.4
1733224536356000000,4.009,25.4
1733224537358000000,5.011000244140625,25.4
1733224538355000000,6.008,25.4
