time,seconds_elapsed,lux
1733404706027338000,0.196337890625,10
1733404706246200300,0.415200439453125,9
1733404706926206000,1.0952060546875,10
1733404707006332700,1.175332763671875,11
1733404707166214100,1.335214111328125,12
1733404707206208300,1.375208251953125,13
1733404707246230800,1.415230712890625,15
1733404707366230000,1.53522998046875,16
1733404707406190600,1.575190673828125,17
1733404707486328800,1.655328857421875,16
1733404707526201300,1.695201416015625,15
1733404707566213600,1.735213623046875,13
1733404707606215400,1.77521533203125,11
1733404707646242300,1.8152421875,9
1733404707686186200,1.855186279296875,8
1733404707806192400,1.9751923828125,9
1733404707846198800,2.01519873046875,10
1733404707886181000,2.05518115234375,12
1733404707926261800,2.09526171875,14
1733404708246210000,2.4152099609375,9
1733404708286217200,2.45521728515625,6
1733404708326311000,2.495310791015625,2
1733404708366278400,2.5352783203125,0
1733404708406204400,2.575204345703125,13
1733404708566314500,2.735314453125,26
1733404708606209000,2.775208984375,39
1733404708646187300,2.815187255859375,51
1733404708806208300,2.975208251953125,50
1733404708846323200,3.0153232421875,51
1733404708886201900,3.055201904296875,50
1733404709046204700,3.21520458984375,51
1733404709126218200,3.29521826171875,52
1733404709926296600,4.095296630859375,51
1733404710046201900,4.215201904296875,50
1733404710086299100,4.255299072265625,49
1733404710126204700,4.29520458984375,48
1733404710206191400,4.37519140625,47
1733404710286195000,4.45519482421875,46
1733404710446215400,4.61521533203125,45
1733404710886286600,5.05528662109375,46
1733404710926207200,5.095207275390625,47
1733404710966287400,5.135287353515625,48
1733404711006246400,5.175246337890625,49
1733404711246629600,5.415629638671875,48
1733404711646589400,5.81558935546875,47
1733404712006715400,6.17571533203125,46
1733404712086645200,6.255645263671875,45
1733404712286649900,6.45564990234375,46
1733404712366677000,6.535677001953125,47
1733404712646601200,6.815601318359375,48
1733404712726688000,6.89568798828125,52
1733404712766613200,6.93561328125,55
1733404712806589400,6.97558935546875,59
1733404712846605600,7.01560546875,62
1733404712926677500,7.095677490234375,63
1733404713046628000,7.215628173828125,62
1733404713086678800,7.2556787109375,63
1733404713526651400,7.6956513671875,62
1733404713726624000,7.8956240234375,61
1733404713766704600,7.93570458984375,60
1733404714006738700,8.17573876953125,61
1733404714086585000,8.255585205078125,62
1733404714166610000,8.33560986328125,63
1733404714566613000,8.735613037109376,64
1733404714606634200,8.77563427734375,67
1733404714646603000,8.81560302734375,73
1733404714686600400,8.855600341796874,79
1733404714726630100,8.895630126953124,88
1733404714766617900,8.935617919921874,93
1733404714886630000,9.0556298828125,89
1733404714926576000,9.095576171875,90
1733404715006702600,9.17570263671875,89
1733404715046688800,9.215688720703126,87
1733404715086572000,9.255572021484374,85
1733404715126707500,9.29570751953125,84
1733404715166603300,9.335603271484375,79
1733404715246614500,9.415614501953126,74
1733404715286609700,9.455609619140626,69
1733404715326626300,9.495626220703125,67
1733404715526597600,9.69559765625,66
1733404715566706400,9.73570654296875,63
1733404715606615600,9.775615478515626,61
1733404715646598000,9.815597900390625,58
1733404715766590200,9.935590087890626,59
1733404715806645800,9.975645751953126,62
1733404715846605800,10.015605712890626,66
1733404715886638600,10.055638671875,69
