time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1733404706834000000,1.002999755859375,0.7799999713897705,unplugged,false
1733404707835000000,2.004,0.7799999713897705,unplugged,false
1733404708834000000,3.002999755859375,0.7799999713897705,unplugged,false
1733404709835000000,4.004,0.7799999713897705,unplugged,false
1733404710835000000,5.004,0.7799999713897705,unplugged,false
1733404711837000000,6.006,0.7799999713897705,unplugged,false
1733404712837000000,7.006,0.7799999713897705,unplugged,false
1733404713838000000,8.007000244140626,0.7799999713897705,unplugged,false
1733404714839000000,9.008,0.7799999713897705,unplugged,false
1733404715841000000,10.01,0.7799999713897705,unplugged,false
1733404716839000000,11.008,0.7799999713897705,unplugged,false
1733404717842000000,12.010999755859375,0.7799999713897705,unplugged,false
1733404718840000000,13.009,0.7799999713897705,unplugged,false
1733404719841000000,14.01,0.7799999713897705,unplugged,false
1733404720841000000,15.01,0.7799999713897705,unplugged,false
1733404721841000000,16.01,0.7799999713897705,unplugged,false
1733404722843000000,17.012,0.7799999713897705,unplugged,false
1733404723844000000,18.013,0.7799999713897705,unplugged,false
1733404724845000000,19.014,0.7799999713897705,unplugged,false
1733404725845000000,20.014,0.7799999713897705,unplugged,false
1733404726846000000,21.015000244140627,0.7799999713897705,unplugged,false
1733404727847000000,22.016,0.7799999713897705,unplugged,false
1733404728851000000,23.02,0.7799999713897705,unplugged,false
1733404729847000000,24.016,0.7799999713897705,unplugged,false
1733404730847000000,25.016,0.7799999713897705,unplugged,false
1733404731851000000,26.02,0.7799999713897705,unplugged,false
1733404732850000000,27.018999755859376,0.7799999713897705,unplugged,false
1733404733851000000,28.02,0.7799999713897705,unplugged,false
1733404734851000000,29.02,0.7799999713897705,unplugged,false
1733404735851000000,30.02,0.7799999713897705,unplugged,false
1733404736852000000,31.021,0.7799999713897705,unplugged,false
1733404737852000000,32.021,0.7799999713897705,unplugged,false
1733404738855000000,33.024,0.7799999713897705,unplugged,false
1733404739855000000,34.024,0.7799999713897705,unplugged,false
1733404740855000000,35.024,0.7799999713897705,unplugged,false
1733404741856000000,36.025,0.7799999713897705,unplugged,false
1733404742857000000,37.026,0.7799999713897705,unplugged,false
1733404743857000000,38.026,0.7799999713897705,unplugged,false
1733404744861000000,39.03,0.7799999713897705,unplugged,false
1733404745861000000,40.03,0.7799999713897705,unplugged,false
1733404746860000000,41.029,0.7799999713897705,unplugged,false
1733404747859000000,42.028,0.7799999713897705,unplugged,false
1733404748860000000,43.029,0.7799999713897705,unplugged,false
1733404749860000000,44.029,0.7799999713897705,unplugged,false
1733404750860000000,45.029,0.7799999713897705,unplugged,false
1733404751861000000,46.03,0.7799999713897705,unplugged,false
1733404752862000000,47.03100024414063,0.7799999713897705,unplugged,false
1733404753864000000,48.033,0.7799999713897705,unplugged,false
