time,seconds_elapsed,steps
1733230293104689200,0.554689208984375,0
1733230297424755000,4.8747548828125,6
1733230298224699400,5.674699462890625,7
1733230298624860000,6.07485986328125,8
1733230299264824800,6.714824951171875,9
