time,seconds_elapsed,brightness
1733230293557000000,1.007,0.5
1733230294557000000,2.007,0.5
1733230295559000000,3.009,0.5
1733230296562000000,4.011999755859375,0.5
1733230297560000000,5.01,0.5
1733230298558000000,6.008000244140625,0.5
1733230299563000000,7.013,0.5
