time,seconds_elapsed,temperature
1733230293556000000,1.006,20.1
1733230294556000000,2.006,20.1
1733230295556000000,3.006,20.1
1733230296557000000,4.007,20.1
1733230297557000000,5.007,20.1
1733230298556000000,6.006,20.1
1733230299562000000,7.011999755859375,20.1
