time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1732873429517892900,0.173892822265625,0.10639870911836624,0.024124713614583015,0.09031118452548981,0.9899198412895203,0.02904464304447174,-0.1849886178970337,-0.21144787967205048
1732873429528317700,0.184317626953125,0.9256768822669983,0.09155596047639847,0.019755497574806213,0.3665373921394348,0.03107840195298195,-0.18503884971141815,-2.3846595287323
1732873429538296800,0.194296875,0.9270203709602356,0.09191584587097168,0.018715547397732735,0.3630903363227844,0.03261062875390053,-0.18506111204624176,-2.391948938369751
1732873429548306400,0.204306396484375,0.9288105368614197,0.09169405698776245,0.018490679562091827,0.3585547208786011,0.03195448964834213,-0.18463999032974243,-2.4018118381500244
1732873429558285800,0.214285888671875,0.9299801588058472,0.09053310006856918,0.018616950139403343,0.3558008372783661,0.03030538558959961,-0.18264968693256378,-2.408001184463501
1732873429568295700,0.224295654296875,0.9301967620849609,0.08890902996063232,0.02000035159289837,0.3555687963962555,0.02645130641758442,-0.1806090921163559,-2.4089720249176025
1732873429578305300,0.23430517578125,0.9311659336090088,0.08667527884244919,0.021405478939414024,0.3534958064556122,0.02175806649029255,-0.17748194932937622,-2.4140145778656006
1732873429588284700,0.24428466796875,0.9321457147598267,0.08440789580345154,0.022818556055426598,0.3513675034046173,0.01703479513525963,-0.1742771714925766,-2.4191553592681885
1732873429598294500,0.25429443359375,0.9330137968063354,0.08242852985858917,0.02424989454448223,0.3494322896003723,0.01253991387784481,-0.171602264046669,-2.4238147735595703
1732873429608304000,0.26430419921875,0.9333181977272034,0.08094164729118347,0.025176730006933212,0.3489009439945221,0.00962343905121088,-0.1694669872522354,-2.4252889156341553
1732873429618314000,0.27431396484375,0.9342969059944153,0.07977154105901718,0.02596466802060604,0.34648463129997253,0.006858233828097582,-0.16784024238586426,-2.430759906768799
1732873429628293000,0.284293212890625,0.9351702332496643,0.07830778509378433,0.02734658680856228,0.34434980154037476,0.00282193417660892,-0.16605792939662933,-2.4357285499572754
1732873429638303000,0.294302978515625,0.9358556270599365,0.07687412947416306,0.029046373441815376,0.34266766905784607,-0.0017048937734216452,-0.1645340472459793,-2.4397470951080322
1732873429648312600,0.3043125,0.9363720417022705,0.07613996416330338,0.030033621937036514,0.34133294224739075,-0.004325053188949823,-0.16382542252540588,-2.4428329467773438
1732873429658292000,0.3142919921875,0.9375186562538147,0.07607879489660263,0.029860844835639,0.33819976449012756,-0.004591845907270908,-0.16357694566249847,-2.449549436569214
1732873429668301600,0.324301513671875,0.9384820461273193,0.07601042836904526,0.02875673957169056,0.3356291949748993,-0.0029922444373369217,-0.16268876194953918,-2.454925060272217
1732873429678311400,0.3343115234375,0.9393244981765747,0.07568418234586716,0.027386492118239403,0.33345380425453186,-0.0009880485013127327,-0.16114480793476105,-2.459440231323242
1732873429688290800,0.344290771484375,0.9407980442047119,0.07471276819705963,0.026594264432787895,0.329560250043869,-0.0008050736505538225,-0.15877434611320496,-2.4677751064300537
1732873429698300700,0.35430078125,0.9416487216949463,0.0738147720694542,0.02622479386627674,0.32735517621040344,-0.0010749822249636054,-0.15682686865329742,-2.472534656524658
1732873429708310300,0.364310302734375,0.9431283473968506,0.07357006520032883,0.02549772895872593,0.32318148016929626,-0.0005489541799761355,-0.15588337182998657,-2.4813764095306396
1732873429718289400,0.374289306640625,0.9441338777542114,0.07420198619365692,0.024722645059227943,0.32014724612236023,0.0008384078391827643,-0.1565820574760437,-2.487680196762085
1732873429728299300,0.38429931640625,0.9445897340774536,0.07561520487070084,0.023933686316013336,0.31852757930755615,0.002993679838255048,-0.15876390039920807,-2.4908788204193115
1732873429738308900,0.394308837890625,0.9448838233947754,0.07722268253564835,0.023136939853429794,0.31732645630836487,0.005355716682970524,-0.16131559014320374,-2.4931564331054688
1732873429748288300,0.404288330078125,0.9457324743270874,0.07869492471218109,0.022659597918391228,0.3144579529762268,0.006722725927829742,-0.16383159160614014,-2.4990363121032715
1732873429758298000,0.414298095703125,0.9467633366584778,0.0799461156129837,0.022541845217347145,0.3110302984714508,0.007146233692765236,-0.16616612672805786,-2.506173849105835
1732873429768307700,0.4243076171875,0.9470108151435852,0.08074583858251572,0.022793453186750412,0.3100503981113434,0.006997670512646437,-0.16785572469234467,-2.5082037448883057
1732873429778287000,0.434287109375,0.9472116231918335,0.08127562701702118,0.02229650691151619,0.30933377146720886,0.008159302175045013,-0.168561652302742,-2.5095953941345215
1732873429788297000,0.444296875,0.9478259086608887,0.08113047480583191,0.021159157156944275,0.30756494402885437,0.009934743866324425,-0.16759422421455383,-2.5132076740264893
1732873429798306600,0.454306640625,0.9491245746612549,0.07998919486999512,0.02106938511133194,0.3038427531719208,0.008732610382139683,-0.16539603471755981,-2.521228075027466
1732873429808286000,0.464285888671875,0.9494914412498474,0.08003741502761841,0.02089580148458481,0.302693635225296,0.008894355036318302,-0.16539275646209717,-2.5236356258392334
1732873429818295600,0.474295654296875,0.9495716094970703,0.08015518635511398,0.02085232362151146,0.3024139404296875,0.009001798927783966,-0.16559402644634247,-2.524209499359131
1732873429828305400,0.484305419921875,0.9496561884880066,0.08036377280950546,0.02086672931909561,0.30209192633628845,0.009046545252203941,-0.16600462794303894,-2.5248711109161377
1732873429838284800,0.494284912109375,0.9497073292732239,0.08056095242500305,0.02088964357972145,0.3018767237663269,0.009086481295526028,-0.16639766097068787,-2.525308609008789
1732873429848294400,0.50429443359375,0.9497628808021545,0.08072078973054886,0.02094387635588646,0.3016555607318878,0.009041838347911835,-0.16673842072486877,-2.5257675647735596
