time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1732873430347000000,1.003,0.7699999809265137,unplugged,false
1732873431347000000,2.003,0.7699999809265137,unplugged,false
1732873432347000000,3.003,0.7699999809265137,unplugged,false
1732873433348000000,4.004,0.7699999809265137,unplugged,false
1732873434348000000,5.004,0.7699999809265137,unplugged,false
1732873435348000000,6.004,0.7699999809265137,unplugged,false
1732873436349000000,7.005,0.7699999809265137,unplugged,false
1732873437349000000,8.005,0.7699999809265137,unplugged,false
1732873438350000000,9.006000244140624,0.7699999809265137,unplugged,false
1732873439352000000,10.008,0.7599999904632568,unplugged,false
1732873440353000000,11.009,0.7599999904632568,unplugged,false
1732873441354000000,12.009999755859376,0.7599999904632568,unplugged,false
1732873442354000000,13.009999755859376,0.7599999904632568,unplugged,false
1732873443355000000,14.011,0.7599999904632568,unplugged,false
1732873444354000000,15.009999755859376,0.7599999904632568,unplugged,false
1732873445354000000,16.009999755859376,0.7599999904632568,unplugged,false
1732873446354000000,17.009999755859376,0.7599999904632568,unplugged,false
1732873447354000000,18.009999755859376,0.7599999904632568,unplugged,false
1732873448356000000,19.012,0.7599999904632568,unplugged,false
1732873449357000000,20.013,0.7599999904632568,unplugged,false
1732873450357000000,21.013,0.7599999904632568,unplugged,false
1732873451357000000,22.013,0.7599999904632568,unplugged,false
1732873452357000000,23.013,0.7599999904632568,unplugged,false
1732873453357000000,24.013,0.7599999904632568,unplugged,false
1732873454359000000,25.015,0.7599999904632568,unplugged,false
1732873455359000000,26.015,0.7599999904632568,unplugged,false
1732873456362000000,27.017999755859375,0.7599999904632568,unplugged,false
