time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1732873982872000000,1.002,0.7599999904632568,unplugged,false
1732873983873000000,2.003,0.7599999904632568,unplugged,false
1732873984874000000,3.003999755859375,0.7599999904632568,unplugged,false
1732873985880000000,4.01,0.7599999904632568,unplugged,false
1732873986878000000,5.008000244140625,0.7599999904632568,unplugged,false
1732873987879000000,6.009,0.7599999904632568,unplugged,false
1732873988878000000,7.008000244140625,0.7599999904632568,unplugged,false
1732873989878000000,8.008000244140625,0.7599999904632568,unplugged,false
1732873990879000000,9.009,0.7599999904632568,unplugged,false
1732873991877000000,10.007,0.7599999904632568,unplugged,false
1732873992879000000,11.009,0.7599999904632568,unplugged,false
1732873993878000000,12.008000244140625,0.7599999904632568,unplugged,false
1732873994879000000,13.009,0.7599999904632568,unplugged,false
1732873995879000000,14.009,0.7599999904632568,unplugged,false
1732873996880000000,15.01,0.7599999904632568,unplugged,false
1732873997881000000,16.011,0.7599999904632568,unplugged,false
1732873998881000000,17.011,0.7599999904632568,unplugged,false
1732873999881000000,18.011,0.7599999904632568,unplugged,false
1732874000881000000,19.011,0.7599999904632568,unplugged,false
1732874001882000000,20.011999755859375,0.7599999904632568,unplugged,false
1732874002882000000,21.011999755859375,0.7599999904632568,unplugged,false
1732874003882000000,22.011999755859375,0.7599999904632568,unplugged,false
1732874004882000000,23.011999755859375,0.7599999904632568,unplugged,false
1732874005883000000,24.013,0.7599999904632568,unplugged,false
1732874006882000000,25.011999755859375,0.7599999904632568,unplugged,false
1732874007883000000,26.013,0.7599999904632568,unplugged,false
1732874008883000000,27.013,0.7599999904632568,unplugged,false
1732874009884000000,28.014,0.7599999904632568,unplugged,false
1732874010885000000,29.015,0.7599999904632568,unplugged,false
1732874011885000000,30.015,0.7599999904632568,unplugged,false
1732874012884000000,31.014,0.7599999904632568,unplugged,false
1732874013885000000,32.015,0.7599999904632568,unplugged,false
1732874014886000000,33.01600024414063,0.7599999904632568,unplugged,false
