time,seconds_elapsed,lux
1732873982075791400,0.205791259765625,60
1732873982123254000,0.25325390625,61
1732873982163247600,0.29324755859375,64
1732873982203208000,0.3332080078125,68
1732873982243200000,0.373199951171875,76
1732873982283213600,0.413213623046875,91
1732873982323343600,0.453343505859375,103
1732873982363303700,0.4933037109375,114
1732873982403384600,0.533384521484375,125
1732873982563387600,0.6933876953125,118
1732873982603291400,0.73329150390625,110
1732873982643236600,0.773236572265625,98
1732873982683255300,0.81325537109375,89
1732873982723246000,0.85324609375,86
1732873982763302700,0.893302734375,82
1732873982803359000,0.93335888671875,79
1732873982843257600,0.973257568359375,73
1732873982883417900,1.01341796875,67
1732873982923234000,1.053234130859375,64
1732873982963235300,1.0932353515625,61
1732873983083267300,1.213267333984375,66
1732873983123239700,1.25323974609375,74
1732873983163361500,1.293361572265625,75
1732873983322914800,1.452914794921875,70
1732873983362807000,1.49280712890625,62
1732873983482818000,1.612818115234375,63
1732873983562819000,1.692819091796875,64
1732873983722874400,1.852874267578125,65
1732873983842816800,1.972816650390625,66
1732873984082939000,2.21293896484375,65
1732873984122831600,2.25283154296875,64
1732873984282862800,2.41286279296875,67
1732873984322857000,2.45285693359375,71
1732873984362814700,2.492814697265625,74
1732873984402829800,2.532829833984375,78
1732873984442842000,2.572842041015625,82
1732873984482790100,2.6127900390625,85
1732873984522828500,2.65282861328125,95
1732873984562860500,2.692860595703125,106
1732873984602843100,2.732843017578125,111
1732873984642838800,2.7728388671875,119
1732873984762845000,2.892844970703125,113
1732873984802970600,2.932970703125,104
1732873984842836200,2.972836181640625,95
1732873984882822100,3.012822265625,86
1732873984922939600,3.052939697265625,77
1732873984962834200,3.092834228515625,71
1732873985002832100,3.13283203125,64
1732873985042812700,3.172812744140625,61
1732873985122966300,3.25296630859375,60
1732873985162825200,3.2928251953125,59
1732873985202848800,3.332848876953125,58
1732873985522836000,3.6528359375,57
1732873985842825000,3.972824951171875,56
1732873986082830800,4.212830810546875,57
1732873986122818000,4.252818115234375,68
1732873986162845000,4.292844970703125,74
1732873986202839800,4.33283984375,77
1732873986362816800,4.492816650390625,66
1732873986402808000,4.53280810546875,59
1732873986442825000,4.572824951171875,55
1732873986482846500,4.612846435546875,53
1732873986562819600,4.692819580078125,52
1732873986762818000,4.892818115234375,53
1732873987002838300,5.13283837890625,51
1732873987442833200,5.572833251953125,56
1732873987482811100,5.61281103515625,67
1732873987522834200,5.652834228515625,78
1732873987562892000,5.69289208984375,84
1732873987682814500,5.812814453125,81
1732873987722858800,5.852858642578125,73
1732873987762942500,5.8929423828125,65
1732873987802820400,5.9328203125,63
1732873987882832100,6.01283203125,60
1732873987922813700,6.052813720703125,58
1732873987962815700,6.092815673828125,55
1732873988002908400,6.132908447265625,53
1732873988122843000,6.2528427734375,57
1732873988162829300,6.292829345703125,65
1732873988202822700,6.33282275390625,77
1732873988242940400,6.3729404296875,86
1732873988282850800,6.412850830078125,89
1732873988402812400,6.5328125,82
1732873988442840000,6.572840087890625,71
1732873988482820900,6.61282080078125,62
1732873988522816500,6.65281640625,57
1732873988562827300,6.6928271484375,56
1732873988802842000,6.932842041015625,57
1732873989042811100,7.17281103515625,56
1732873989402821400,7.5328212890625,57
1732873989642813200,7.772813232421875,62
1732873989682825200,7.8128251953125,73
1732873989722817300,7.8528173828125,84
1732873989762825000,7.892824951171875,96
1732873989802829600,7.93282958984375,106
1732873989842823700,7.97282373046875,110
1732873989882848500,8.0128486328125,114
1732873990042810400,8.172810302734375,107
1732873990082911000,8.212910888671875,101
1732873990122826500,8.252826416015624,95
1732873990162907600,8.29290771484375,89
1732873990202835200,8.332835205078124,87
1732873990242825200,8.3728251953125,84
1732873990282898000,8.41289794921875,82
1732873990442852400,8.572852294921875,86
1732873990482816800,8.612816650390625,89
1732873990562850800,8.692850830078125,86
1732873990602897700,8.732897705078125,85
1732873990642836200,8.772836181640624,81
1732873990682824700,8.81282470703125,73
1732873990722945800,8.85294580078125,67
1732873991002819000,9.132819091796875,68
1732873991162829800,9.292829833984374,69
1732873991482840600,9.612840576171875,70
1732873991562804200,9.69280419921875,71
1732873991602826200,9.732826171875,83
1732873991642836500,9.77283642578125,95
1732873991682833400,9.81283349609375,106
1732873991722855000,9.85285498046875,116
1732873991842811600,9.972811767578126,115
1732873991882918100,10.012918212890625,113
1732873992002797000,10.132797119140625,112
1732873992042801700,10.1728017578125,109
1732873992082812000,10.21281201171875,105
1732873992122851800,10.252851806640624,103
1732873992242811400,10.372811279296876,95
1732873992282818600,10.412818603515625,90
1732873992322928000,10.45292822265625,86
1732873992362826200,10.492826171875,82
1732873992402800000,10.532800048828125,81
1732873992522861800,10.65286181640625,83
1732873992562826200,10.692826171875,85
1732873992602864600,10.73286474609375,90
1732873992642804500,10.772804443359375,98
1732873992682831000,10.8128310546875,106
1732873992722935300,10.852935302734375,114
1732873992762897000,10.89289697265625,124
1732873992802850000,10.93285009765625,135
1732873992842857200,10.972857177734374,148
1732873992882877700,11.012877685546876,161
1732873992922807300,11.052807373046875,176
1732873992962836000,11.0928359375,192
1732873993002834000,11.132833984375,210
1732873993042907600,11.17290771484375,231
1732873993082817300,11.2128173828125,251
1732873993122834000,11.252833984375,273
1732873993162837200,11.292837158203126,379
1732873993202915300,11.332915283203125,388
1732873993242968300,11.37296826171875,396
1732873993283238000,11.41323779296875,404
1732873993323357000,11.45335693359375,413
1732873993363195400,11.4931953125,422
1732873993403292700,11.533292724609375,431
1732873993443232300,11.573232177734376,440
1732873993483221800,11.6132216796875,457
1732873993523182000,11.65318212890625,475
