time,seconds_elapsed,dBFS
1732873982022000000,0.152000244140625,-160
1732873982127000000,0.257,-160
1732873982245000000,0.375,-160
1732873982363000000,0.493,-70
1732873982481000000,0.611,-41
1732873982597000000,0.727,-27
1732873982714000000,0.843999755859375,-11
1732873982831000000,0.961,-22
1732873982951000000,1.081,-21
1732873983068000000,1.198,-24
1732873983183000000,1.313,-21
1732873983300000000,1.43,-19
1732873983417000000,1.547,-18
1732873983534000000,1.664000244140625,-20
1732873983651000000,1.781,-19
1732873983773000000,1.903,-21
1732873983886000000,2.016000244140625,-22
1732873984003000000,2.133,-19
1732873984120000000,2.25,-23
1732873984241000000,2.371,-28
1732873984355000000,2.485,-21
1732873984472000000,2.602,0
1732873984592000000,2.722,-4
1732873984706000000,2.835999755859375,-13
1732873984825000000,2.955,-2
1732873984940000000,3.07,-20
1732873985060000000,3.19,-23
1732873985175000000,3.305,-19
1732873985292000000,3.422,-26
1732873985411000000,3.541,-33
1732873985527000000,3.657,-31
1732873985643000000,3.773,-34
1732873985761000000,3.891,-35
1732873985880000000,4.01,-37
1732873985995000000,4.125,-38
1732873986113000000,4.243,-30
1732873986231000000,4.361,-29
1732873986347000000,4.477,-34
1732873986464000000,4.594,-32
1732873986582000000,4.712000244140625,-31
1732873986699000000,4.829,-18
1732873986816000000,4.946,-21
1732873986933000000,5.063,0
1732873987051000000,5.181,0
1732873987170000000,5.299999755859375,0
1732873987285000000,5.415,-1
1732873987401000000,5.531,-11
1732873987523000000,5.653,-36
1732873987636000000,5.766,-36
1732873987753000000,5.883,-19
1732873987870000000,6.000000244140625,-40
1732873987992000000,6.122,-36
1732873988105000000,6.235,-44
1732873988222000000,6.352000244140625,-40
1732873988341000000,6.471,-37
1732873988457000000,6.587,-41
1732873988574000000,6.704000244140625,-46
1732873988691000000,6.821,-43
1732873988812000000,6.942,-30
1732873988925000000,7.055,-32
1732873989042000000,7.171999755859375,-32
1732873989160000000,7.29,-26
1732873989277000000,7.407,-25
1732873989394000000,7.523999755859375,-24
1732873989511000000,7.641,-33
1732873989630000000,7.760000244140625,-38
1732873989746000000,7.875999755859375,-33
1732873989863000000,7.993,-30
1732873989980000000,8.11,-28
1732873990099000000,8.229,-25
1732873990215000000,8.345,-25
1732873990352000000,8.482,-27
1732873990466000000,8.595999755859374,-25
1732873990584000000,8.714,-12
1732873990700000000,8.83,-23
1732873990817000000,8.947,-19
1732873990935000000,9.065,-27
1732873991051000000,9.181,-31
1732873991170000000,9.299999755859375,-24
1732873991286000000,9.416000244140625,-19
1732873991403000000,9.533,-25
1732873991520000000,9.65,-17
1732873991642000000,9.771999755859374,-17
1732873991756000000,9.886,-16
1732873991872000000,10.002,-20
1732873991994000000,10.123999755859375,-24
1732873992106000000,10.235999755859375,-32
1732873992223000000,10.353,-28
1732873992340000000,10.47,-15
1732873992459000000,10.589,-24
1732873992575000000,10.705,-28
1732873992692000000,10.822,-30
1732873992809000000,10.939,-19
1732873992927000000,11.057,-19
1732873993044000000,11.174,-6
1732873993162000000,11.291999755859376,-13
1732873993280000000,11.41,-21
1732873993396000000,11.526,-23
