time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1732873983883000000,2.013,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873985884000000,4.014,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873987883000000,6.013,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873989884000000,8.014,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873991883000000,10.013,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873993888000000,12.018,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873995888000000,14.018,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873997890000000,16.019999755859374,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732873999888000000,18.018,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732874001889000000,20.019,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732874003892000000,22.022,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732874005890000000,24.019999755859374,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732874007890000000,26.019999755859374,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732874009891000000,28.021,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732874011892000000,30.022,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
1732874013894000000,32.02400024414062,wifi,true,true,true,false,,02:00:00:00:00:00,99,10.210.96.183,5320,,
