time,seconds_elapsed,dBFS
1732873206478000000,0.131000244140625,-160
1732873206592000000,0.245,-160
1732873206711000000,0.364,-160
1732873206827000000,0.48,-62
1732873206944000000,0.597,-44
1732873207063000000,0.716,-18
1732873207181000000,0.834,-18
1732873207295000000,0.948,-22
1732873207412000000,1.065,-36
1732873207531000000,1.184,-25
1732873207647000000,1.3,-25
1732873207764000000,1.417,-29
1732873207881000000,1.534,-34
1732873207999000000,1.652,-31
1732873208116000000,1.769,-34
1732873208233000000,1.886,-36
1732873208350000000,2.003000244140625,-33
1732873208467000000,2.12,-27
1732873208584000000,2.237,-22
1732873208702000000,2.355000244140625,-28
1732873208821000000,2.474,-19
1732873208937000000,2.59,-20
1732873209053000000,2.706,-23
1732873209171000000,2.824,-26
1732873209287000000,2.94,-22
1732873209405000000,3.058,-16
1732873209532000000,3.185,-19
1732873209641000000,3.294,-22
1732873209757000000,3.41,-23
1732873209874000000,3.526999755859375,-22
1732873209991000000,3.644,-20
1732873210111000000,3.764,-19
1732873210227000000,3.88,-17
1732873210344000000,3.997,-21
1732873210461000000,4.114,-30
1732873210576000000,4.229,-29
1732873210715000000,4.368,-27
1732873210811000000,4.464,-28
1732873210931000000,4.584,-25
1732873211045000000,4.698,-28
1732873211163000000,4.816,-26
1732873211281000000,4.934,-22
1732873211397000000,5.05,-28
1732873211514000000,5.166999755859375,-30
1732873211631000000,5.284,-19
1732873211749000000,5.402,-26
1732873211865000000,5.518,-21
1732873211983000000,5.636,-26
1732873212102000000,5.755000244140625,-28
1732873212218000000,5.870999755859375,-17
1732873212334000000,5.987000244140625,-18
1732873212455000000,6.108,-20
1732873212570000000,6.222999755859375,-16
1732873212686000000,6.339000244140625,-13
1732873212803000000,6.456,-17
1732873212922000000,6.574999755859375,-19
1732873213037000000,6.69,-15
1732873213154000000,6.806999755859375,-19
1732873213271000000,6.924,-15
1732873213392000000,7.045,-22
1732873213506000000,7.158999755859375,-25
1732873213624000000,7.277,-30
1732873213742000000,7.395000244140625,-24
1732873213861000000,7.514,-22
1732873213975000000,7.628,-28
1732873214092000000,7.745,-27
1732873214211000000,7.864,-21
1732873214327000000,7.98,-22
1732873214445000000,8.098,-18
1732873214561000000,8.214,-16
1732873214681000000,8.334,-17
1732873214795000000,8.448,-23
1732873214913000000,8.566,-25
1732873215030000000,8.683000244140626,-25
1732873215147000000,8.8,-10
1732873215264000000,8.917,-22
1732873215381000000,9.034,-17
1732873215501000000,9.154,-25
1732873215616000000,9.269,-28
1732873215733000000,9.386,-19
1732873215858000000,9.510999755859375,-23
1732873215967000000,9.62,-20
1732873216085000000,9.738,-21
1732873216201000000,9.854,-18
1732873216320000000,9.973,-16
1732873216436000000,10.089,-15
1732873216553000000,10.206,-17
1732873216671000000,10.324,-20
1732873216787000000,10.44,-17
1732873216904000000,10.557,-19
1732873217021000000,10.674,-21
1732873217141000000,10.794,-25
1732873217256000000,10.909,-27
1732873217373000000,11.026,-22
1732873217492000000,11.145,-30
1732873217607000000,11.26,-22
1732873217725000000,11.378,-22
1732873217842000000,11.494999755859375,-1
1732873217962000000,11.614999755859374,-8
1732873218076000000,11.729,-24
1732873218195000000,11.848,-28
1732873218310000000,11.963000244140625,-29
1732873218431000000,12.084,-23
1732873218545000000,12.198,-27
1732873218663000000,12.316,-25
1732873218781000000,12.434,-26
1732873218898000000,12.550999755859374,-16
1732873219014000000,12.667000244140626,-16
1732873219131000000,12.784,-20
1732873219251000000,12.904,-18
1732873219365000000,13.018,-22
1732873219483000000,13.136,-23
1732873219600000000,13.253,0
1732873219717000000,13.37,-23
1732873219834000000,13.486999755859374,-21
1732873219951000000,13.604,-25
1732873220069000000,13.722,-20
1732873220187000000,13.84,-24
1732873220303000000,13.956,-27
1732873220425000000,14.078,-28
1732873220537000000,14.19,-26
1732873220655000000,14.308,-27
1732873220772000000,14.425,-26
1732873220893000000,14.546,-28
1732873221007000000,14.66,-15
1732873221124000000,14.777,-19
1732873221240000000,14.893,-22
1732873221358000000,15.011000244140625,-19
1732873221475000000,15.128,-25
1732873221593000000,15.246,-20
1732873221711000000,15.364,-13
1732873221826000000,15.478999755859375,-17
1732873221944000000,15.597,-20
1732873222061000000,15.714,-20
1732873222183000000,15.836,-17
1732873222295000000,15.948,-19
1732873222412000000,16.065,-21
1732873222531000000,16.184,-19
1732873222647000000,16.3,-18
1732873222764000000,16.417,-17
1732873222881000000,16.534,-18
1732873223001000000,16.654,-14
1732873223115000000,16.768,-10
1732873223233000000,16.886,-13
1732873223350000000,17.003000244140626,-17
1732873223467000000,17.12,-14
1732873223584000000,17.237,-17
1732873223701000000,17.354,-23
1732873223823000000,17.476,-11
1732873223936000000,17.589,-21
1732873224052000000,17.705,-22
