time,seconds_elapsed,dBFS
1732873224172000000,17.825,-22
1732873224287000000,17.94,-21
1732873224404000000,18.057,-14
1732873224521000000,18.174,-27
1732873224640000000,18.293,-26
1732873224755000000,18.408,-16
1732873224873000000,18.526,-25
1732873224991000000,18.644,-20
1732873225107000000,18.76,-21
1732873225226000000,18.878999755859375,-19
1732873225342000000,18.995000244140623,-20
1732873225462000000,19.115000244140624,-12
1732873225576000000,19.229,-18
1732873225693000000,19.346,-14
1732873225811000000,19.464,-20
1732873225931000000,19.584,-25
1732873226046000000,19.699000244140624,-24
1732873226163000000,19.816,-30
1732873226281000000,19.934,-14
1732873226396000000,20.049,-19
1732873226513000000,20.166,-22
1732873226630000000,20.283000244140624,-27
1732873226747000000,20.4,-24
1732873226864000000,20.517,-18
1732873226983000000,20.636,-20
1732873227101000000,20.754,-15
1732873227217000000,20.87,-5
1732873227333000000,20.986,-4
1732873227452000000,21.105,-8
1732873227570000000,21.222999755859377,-16
1732873227685000000,21.338,-13
1732873227802000000,21.454999755859376,-19
1732873227925000000,21.578,-19
1732873228037000000,21.69,-21
1732873228155000000,21.808,-23
1732873228271000000,21.924,-27
1732873228393000000,22.046,-26
1732873228506000000,22.158999755859377,-28
1732873228623000000,22.276,-26
1732873228744000000,22.397,-28
1732873228857000000,22.51,-30
1732873228975000000,22.628,-36
1732873229091000000,22.744,-31
1732873229210000000,22.862999755859374,-29
1732873229326000000,22.979000244140625,-7
1732873229443000000,23.096,-24
1732873229560000000,23.213,-22
1732873229678000000,23.331000244140625,-19
1732873229794000000,23.446999755859373,-23
