time,seconds_elapsed,dBFS
1732873716981000000,0.15,-160
1732873717084000000,0.253,-160
1732873717201000000,0.37,-160
1732873717320000000,0.489,-72
1732873717437000000,0.606,-38
1732873717554000000,0.722999755859375,-29
1732873717671000000,0.84,-30
1732873717788000000,0.957,-32
1732873717909000000,1.078,-16
1732873718023000000,1.192,-22
1732873718139000000,1.308,-26
1732873718260000000,1.429,-28
1732873718374000000,1.543000244140625,-22
1732873718491000000,1.66,-23
1732873718659000000,1.828,-27
1732873718779000000,1.948,-24
1732873718893000000,2.062,-15
1732873719010000000,2.178999755859375,-17
1732873719129000000,2.298,-29
1732873719245000000,2.414,-27
1732873719362000000,2.530999755859375,-18
1732873719479000000,2.648,-22
1732873719598000000,2.767000244140625,-25
1732873719714000000,2.882999755859375,-30
1732873719830000000,2.999000244140625,-32
1732873719948000000,3.117,-31
1732873720065000000,3.234,-19
1732873720182000000,3.351000244140625,-17
1732873720299000000,3.468,-25
1732873720420000000,3.589,-35
1732873720534000000,3.703000244140625,-35
1732873720651000000,3.82,-35
1732873720770000000,3.938999755859375,-22
1732873720885000000,4.054,-17
1732873721002000000,4.170999755859375,-25
1732873721119000000,4.288,-25
1732873721237000000,4.406,-20
1732873721354000000,4.522999755859375,-29
1732873721472000000,4.641,-19
1732873721589000000,4.758,-25
1732873721706000000,4.874999755859375,-38
1732873721822000000,4.991000244140625,-8
1732873721940000000,5.109,-22
1732873722059000000,5.228,-15
1732873722175000000,5.344,-14
1732873722292000000,5.461,-23
1732873722409000000,5.578,-22
1732873722527000000,5.696,-13
1732873722644000000,5.813,-21
1732873722761000000,5.93,-6
1732873722880000000,6.049,-14
1732873722995000000,6.164,-21
1732873723112000000,6.281,-29
1732873723230000000,6.399000244140625,-36
1732873723348000000,6.517,-26
1732873723464000000,6.633,-16
1732873723581000000,6.75,-21
1732873723700000000,6.869,-17
1732873723815000000,6.984,-23
1732873723932000000,7.101,-19
1732873724049000000,7.218,-21
1732873724168000000,7.337,-21
1732873724284000000,7.453,-25
1732873724402000000,7.570999755859375,-27
1732873724518000000,7.687000244140625,-25
1732873724638000000,7.807000244140625,-24
1732873724753000000,7.922,-22
1732873724870000000,8.039000244140626,-35
1732873724989000000,8.158,-24
1732873725105000000,8.274,-29
1732873725222000000,8.391000244140624,-30
1732873725339000000,8.508,-29
1732873725459000000,8.628,-28
1732873725574000000,8.743000244140624,-21
1732873725691000000,8.86,-35
1732873725815000000,8.984,-28
1732873725925000000,9.094,-27
1732873726042000000,9.210999755859374,-12
1732873726159000000,9.328,-14
1732873726277000000,9.446,-18
1732873726395000000,9.564,-22
1732873726511000000,9.68,-30
1732873726630000000,9.799000244140625,-27
1732873726757000000,9.926,-22
1732873726862000000,10.031000244140625,-23
1732873726982000000,10.151000244140626,-28
1732873727097000000,10.266,-29
1732873727214000000,10.383000244140625,-28
1732873727331000000,10.5,-24
1732873727450000000,10.618999755859376,-32
1732873727567000000,10.736,-32
1732873727683000000,10.852,-37
1732873727800000000,10.969,-30
1732873727918000000,11.087000244140626,-30
1732873728035000000,11.204,-28
1732873728152000000,11.321,-20
1732873728268000000,11.437,-22
1732873728388000000,11.557,-26
1732873728504000000,11.673,-32
1732873728620000000,11.789,-37
1732873728742000000,11.911000244140626,-27
1732873728855000000,12.024,-37
1732873728972000000,12.141,-26
1732873729089000000,12.258,-27
1732873729209000000,12.378,-23
1732873729323000000,12.492,-24
1732873729443000000,12.612,-27
1732873729558000000,12.727000244140624,-19
1732873729678000000,12.847000244140625,-26
