time,seconds_elapsed,dBFS
1733461181895000000,0.001,-160
1733461181895000000,0.001,-160
1733461182043000000,0.149,-160
1733461182163000000,0.269,-160
1733461182279000000,0.385,-160
1733461182397000000,0.503,-71
1733461182516000000,0.622,-39
1733461182632000000,0.738,-27
1733461182748000000,0.854,-12
1733461182867000000,0.973,-12
1733461182983000000,1.089,-18
1733461183100000000,1.206,-24
1733461183217000000,1.323,-18
1733461183335000000,1.441,-27
1733461183451000000,1.557,-20
1733461183570000000,1.675999755859375,-22
1733461183687000000,1.793,-24
1733461183803000000,1.909,-25
1733461183923000000,2.029,-20
1733461184037000000,2.143,-22
1733461184155000000,2.261,-20
1733461184272000000,2.378,-24
1733461184389000000,2.495,-20
1733461184511000000,2.617,-24
1733461184623000000,2.729,-11
1733461184741000000,2.847,-24
1733461184857000000,2.963,-20
1733461184976000000,3.082,-17
1733461185092000000,3.198,-14
1733461185209000000,3.315,-13
1733461185327000000,3.433,-15
1733461185444000000,3.55,-18
1733461185561000000,3.667,-17
1733461185678000000,3.784000244140625,-18
1733461185795000000,3.901,-19
1733461185913000000,4.019,-23
1733461186029000000,4.135,-21
1733461186148000000,4.254,-20
1733461186267000000,4.373,-21
1733461186381000000,4.487,-22
1733461186498000000,4.603999755859375,-13
1733461186616000000,4.722,-10
1733461186733000000,4.839,-18
1733461186850000000,4.955999755859375,-14
1733461186967000000,5.073,-15
1733461187085000000,5.191,-18
1733461187201000000,5.307,-17
1733461187318000000,5.424000244140625,-23
1733461187436000000,5.542,-22
1733461187554000000,5.659999755859375,-20
1733461187670000000,5.776000244140625,-21
1733461187787000000,5.893,-19
1733461187905000000,6.011,-24
1733461188023000000,6.129,-19
1733461188139000000,6.245,-19
1733461188257000000,6.363,-17
1733461188374000000,6.480000244140625,-13
1733461188491000000,6.597,-15
1733461188609000000,6.715,-13
1733461188727000000,6.833,-14
1733461188842000000,6.947999755859375,-28
1733461188960000000,7.066,-17
1733461189077000000,7.183,-19
1733461189196000000,7.302,-13
1733461189311000000,7.417,-16
1733461189428000000,7.534,-9
1733461189546000000,7.651999755859375,-13
1733461189662000000,7.768000244140625,-17
1733461189780000000,7.886,-20
1733461189898000000,8.003999755859375,-14
1733461190017000000,8.123,-18
1733461190132000000,8.238,-20
1733461190248000000,8.354,-22
1733461190366000000,8.472000244140625,-17
1733461190483000000,8.589,-16
1733461190602000000,8.707999755859374,-20
1733461190716000000,8.822,-19
1733461190838000000,8.944000244140625,-11
1733461190953000000,9.059,-15
1733461191068000000,9.174,-23
1733461191188000000,9.294,-22
1733461191304000000,9.41,-21
1733461191420000000,9.526,-17
1733461191537000000,9.643,-15
1733461191655000000,9.761,-14
1733461191772000000,9.878,-19
1733461191889000000,9.995,-13
1733461192005000000,10.111,-11
1733461192123000000,10.229,-16
1733461192239000000,10.345,-18
1733461192357000000,10.463,-18
1733461192474000000,10.579999755859374,-15
1733461192592000000,10.698,-12
1733461192709000000,10.815,-22
1733461192827000000,10.933,-18
1733461192945000000,11.051,-15
1733461193061000000,11.167,-17
1733461193178000000,11.283999755859375,-19
1733461193297000000,11.403,-15
1733461193412000000,11.518,-20
1733461193529000000,11.635,-12
1733461193649000000,11.755,-17
