time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1733461182896000000,1.002,0.7200000286102295,unplugged,false
1733461183899000000,2.005,0.7200000286102295,unplugged,false
1733461184900000000,3.006,0.7200000286102295,unplugged,false
1733461185902000000,4.008000244140625,0.7200000286102295,unplugged,false
1733461186901000000,5.007,0.7200000286102295,unplugged,false
1733461187900000000,6.006,0.7200000286102295,unplugged,false
1733461188900000000,7.006,0.7200000286102295,unplugged,false
1733461189900000000,8.006,0.7200000286102295,unplugged,false
1733461190901000000,9.007,0.7200000286102295,unplugged,false
1733461191901000000,10.007,0.7200000286102295,unplugged,false
1733461192901000000,11.007,0.7200000286102295,unplugged,false
1733461193902000000,12.008000244140625,0.7200000286102295,unplugged,false
