time,seconds_elapsed,steps
1733230360047634200,0.26763427734375,0
1733230363567671300,3.78767138671875,6
1733230364527687000,4.74768701171875,7
1733230365327734300,5.547734375,8
1733230366207674400,6.42767431640625,9
1733230366447657500,6.667657470703125,10
1733230367087668500,7.30766845703125,11
1733230367887506200,8.107506103515625,12
1733230369727583700,9.947583740234375,13
