time,seconds_elapsed,temperature
1733230360785000000,1.005,19.9
1733230361785000000,2.005,19.9
1733230362786000000,3.005999755859375,19.9
1733230363786000000,4.005999755859375,19.9
1733230364787000000,5.007,19.9
1733230365788000000,6.008,19.9
1733230366787000000,7.007,19.9
1733230367790000000,8.010000244140626,19.9
1733230368789000000,9.009,19.9
1733230369789000000,10.009,19.9
