time,seconds_elapsed,brightness
1733230360786000000,1.005999755859375,0.5
1733230361786000000,2.005999755859375,0.5
1733230362787000000,3.007,0.5
1733230363787000000,4.007,0.5
1733230364788000000,5.008,0.5
1733230365789000000,6.009,0.5
1733230366788000000,7.008,0.5
1733230367791000000,8.011,0.5
1733230368790000000,9.010000244140626,0.5
1733230369789000000,10.009,0.5
